20200425 13:10:32 JST
都道府県,2020/04/18,2020/04/25,Td
鳥取県,1.0,3.0,4.417
鹿児島県,4.0,10.0,5.295
富山県,65.0,150.0,5.802
徳島県,3.0,5.0,9.498
三重県,26.0,43.0,9.644
滋賀県,57.0,92.0,10.135
北海道,336.0,540.0,10.226
沖縄県,86.0,132.0,11.324
石川県,146.0,216.0,12.388
埼玉県,535.0,753.0,14.196
奈良県,54.0,76.0,14.198
佐賀県,15.0,21.0,14.420
千葉県,539.0,749.0,14.747
大阪府,1021.0,1417.0,14.804
熊本県,31.0,43.0,14.828
東京都,2606.0,3586.0,15.200
全国,9027.0,12192.0,16.143
香川県,21.0,28.0,16.866
福島県,49.0,65.0,17.171
新潟県,47.0,62.0,17.517
和歌山県,38.0,50.0,17.680
長野県,45.0,59.0,17.912
神奈川県,673.0,880.0,18.093
山形県,50.0,65.0,18.493
兵庫県,453.0,581.0,19.497
群馬県,109.0,138.0,20.568
栃木県,42.0,53.0,20.858
京都府,225.0,282.0,21.488
福岡県,459.0,572.0,22.046
愛知県,364.0,453.0,22.182
茨城県,123.0,153.0,22.231
静岡県,48.0,58.0,25.639
広島県,118.0,142.0,26.207
大分県,50.0,60.0,26.612
山梨県,43.0,51.0,28.437
福井県,103.0,119.0,33.603
愛媛県,41.0,47.0,35.526
高知県,62.0,71.0,35.796
島根県,14.0,16.0,36.336
宮城県,75.0,84.0,42.814
岐阜県,132.0,146.0,48.133
山口県,29.0,31.0,72.753
岡山県,18.0,19.0,89.741
