20200903 05:49:53 JST
都道府県,2020/08/27,2020/09/03,Td,K,R0
岩手県,12.0,19.0,10.559,0.368,1.583
山口県,114.0,170.0,12.142,0.329,1.491
長野県,183.0,261.0,13.666,0.299,1.426
福井県,164.0,232.0,13.988,0.293,1.415
福島県,128.0,167.0,18.243,0.234,1.305
徳島県,109.0,133.0,24.382,0.180,1.220
高知県,109.0,128.0,30.196,0.148,1.174
群馬県,384.0,445.0,32.910,0.137,1.159
富山県,342.0,394.0,34.280,0.132,1.152
石川県,573.0,653.0,37.126,0.123,1.140
長崎県,204.0,232.0,37.725,0.121,1.137
滋賀県,401.0,452.0,40.528,0.113,1.127
神奈川県,4459.0,5020.0,40.944,0.112,1.126
沖縄県,1911.0,2139.0,43.048,0.107,1.119
福岡県,4118.0,4598.0,44.008,0.104,1.117
熊本県,471.0,524.0,45.502,0.101,1.113
三重県,342.0,380.0,46.052,0.100,1.111
埼玉県,3592.0,3975.0,47.890,0.096,1.107
京都府,1319.0,1452.0,50.506,0.092,1.101
大阪府,7901.0,8656.0,53.165,0.087,1.096
千葉県,2801.0,3068.0,53.290,0.087,1.095
全国,62215.0,68047.0,54.151,0.086,1.094
秋田県,45.0,49.0,56.977,0.082,1.089
香川県,71.0,77.0,59.809,0.078,1.085
愛知県,4187.0,4535.0,60.771,0.077,1.083
茨城県,507.0,549.0,60.965,0.077,1.083
静岡県,446.0,482.0,62.506,0.075,1.081
東京都,19428.0,20987.0,62.860,0.074,1.080
宮城県,192.0,207.0,64.502,0.072,1.078
兵庫県,2129.0,2276.0,72.671,0.065,1.069
奈良県,492.0,523.0,79.408,0.059,1.063
青森県,33.0,35.0,82.461,0.057,1.061
栃木県,289.0,306.0,84.887,0.056,1.059
佐賀県,224.0,237.0,86.007,0.055,1.058
大分県,140.0,147.0,99.447,0.048,1.050
宮崎県,321.0,337.0,99.750,0.047,1.050
鹿児島県,346.0,362.0,107.333,0.044,1.046
北海道,1712.0,1781.0,122.797,0.039,1.040
新潟県,139.0,144.0,137.298,0.035,1.036
山梨県,167.0,173.0,137.460,0.035,1.036
岡山県,141.0,145.0,173.449,0.028,1.028
岐阜県,543.0,558.0,178.058,0.027,1.028
広島県,451.0,458.0,315.029,0.015,1.016
島根県,135.0,137.0,329.932,0.015,1.015
和歌山県,227.0,230.0,369.558,0.013,1.013
山形県,77.0,78.0,376.027,0.013,1.013
鳥取県,22.0,22.0,5000,0.000,1
愛媛県,114.0,114.0,5000,0.000,1
