20200822 06:55:35 JST
都道府県,2020/08/15,2020/08/22,Td,K,R0
大分県,93.0,134.0,13.284,0.306,1.441
徳島県,70.0,97.0,14.874,0.278,1.386
群馬県,254.0,351.0,15.001,0.276,1.382
奈良県,351.0,462.0,17.658,0.240,1.316
岩手県,7.0,9.0,19.307,0.222,1.286
沖縄県,1404.0,1804.0,19.355,0.222,1.285
石川県,412.0,524.0,20.177,0.214,1.272
高知県,83.0,105.0,20.636,0.210,1.265
山口県,81.0,100.0,23.026,0.190,1.235
鹿児島県,277.0,340.0,23.677,0.185,1.227
秋田県,37.0,45.0,24.788,0.178,1.216
宮崎県,248.0,297.0,26.910,0.165,1.198
福岡県,3215.0,3830.0,27.720,0.161,1.191
神奈川県,3521.0,4187.0,28.008,0.159,1.189
福島県,101.0,120.0,28.149,0.158,1.188
佐賀県,175.0,207.0,28.893,0.155,1.183
山梨県,135.0,159.0,29.653,0.151,1.178
京都府,1026.0,1202.0,30.647,0.146,1.172
大阪府,6355.0,7420.0,31.316,0.144,1.168
熊本県,380.0,442.0,32.103,0.140,1.163
和歌山県,189.0,219.0,32.934,0.137,1.159
三重県,262.0,303.0,33.373,0.135,1.156
兵庫県,1728.0,1998.0,33.420,0.135,1.156
滋賀県,317.0,366.0,33.758,0.134,1.155
愛知県,3392.0,3900.0,34.767,0.130,1.150
千葉県,2304.0,2642.0,35.445,0.128,1.147
全国,51364.0,58829.0,35.756,0.127,1.145
香川県,60.0,68.0,38.766,0.118,1.133
富山県,298.0,333.0,43.693,0.105,1.117
埼玉県,3057.0,3415.0,43.813,0.105,1.117
東京都,16680.0,18607.0,44.381,0.104,1.116
茨城県,431.0,479.0,45.951,0.100,1.111
静岡県,388.0,431.0,46.165,0.100,1.111
長崎県,173.0,191.0,49.019,0.094,1.104
岡山県,119.0,131.0,50.503,0.092,1.101
長野県,140.0,154.0,50.908,0.091,1.100
岐阜県,492.0,532.0,62.074,0.075,1.081
栃木県,265.0,284.0,70.071,0.067,1.072
新潟県,129.0,137.0,80.641,0.058,1.062
鳥取県,21.0,22.0,104.300,0.045,1.048
北海道,1583.0,1646.0,124.327,0.038,1.040
青森県,32.0,33.0,157.679,0.030,1.031
広島県,425.0,438.0,161.038,0.030,1.031
愛媛県,108.0,111.0,177.088,0.027,1.028
宮城県,184.0,187.0,300.011,0.016,1.016
島根県,132.0,134.0,322.654,0.015,1.015
山形県,76.0,77.0,371.175,0.013,1.013
福井県,154.0,156.0,376.027,0.013,1.013
