20200423 04:21:12 JST
都道府県,2020/04/16,2020/04/23,Td
鳥取県,1.0,3.0,4.417
鹿児島県,4.0,10.0,5.295
三重県,19.0,41.0,6.308
富山県,54.0,115.0,6.418
広島県,66.0,138.0,6.578
北海道,279.0,473.0,9.191
徳島県,3.0,5.0,9.498
沖縄県,76.0,125.0,9.751
山形県,39.0,64.0,9.796
福島県,39.0,64.0,9.796
島根県,10.0,16.0,10.323
埼玉県,433.0,681.0,10.715
奈良県,47.0,73.0,11.020
長野県,35.0,54.0,11.189
大阪府,895.0,1351.0,11.783
滋賀県,51.0,76.0,12.163
石川県,131.0,190.0,13.049
千葉県,490.0,704.0,13.390
全国,7964.0,11350.0,13.695
東京都,2332.0,3320.0,13.736
熊本県,29.0,41.0,14.012
大分県,43.0,60.0,14.564
山梨県,36.0,50.0,14.770
神奈川県,594.0,816.0,15.280
兵庫県,403.0,546.0,15.977
群馬県,97.0,131.0,16.147
和歌山県,35.0,47.0,16.459
栃木県,38.0,51.0,16.490
福岡県,403.0,539.0,16.686
宮城県,64.0,84.0,17.843
香川県,20.0,26.0,18.493
新潟県,45.0,58.0,19.119
福井県,92.0,118.0,19.494
茨城県,116.0,146.0,21.094
京都府,210.0,264.0,21.203
愛知県,338.0,422.0,21.860
山口県,25.0,31.0,22.556
長崎県,14.0,17.0,24.990
愛媛県,39.0,47.0,26.004
岡山県,16.0,19.0,28.234
静岡県,46.0,53.0,34.254
高知県,60.0,69.0,34.716
佐賀県,15.0,17.0,38.766
岐阜県,127.0,140.0,49.787
