20200911 07:02:08 JST
都道府県,2020/09/04,2020/09/11,Td,K,R0
宮城県,210.0,256.0,24.497,0.180,1.219
三重県,380.0,443.0,31.630,0.142,1.166
群馬県,451.0,502.0,45.290,0.102,1.113
福島県,168.0,186.0,47.670,0.097,1.107
神奈川県,5096.0,5629.0,48.776,0.095,1.105
香川県,78.0,86.0,49.694,0.093,1.103
長野県,268.0,293.0,54.404,0.085,1.093
京都府,1474.0,1594.0,61.993,0.075,1.081
山口県,175.0,189.0,63.045,0.074,1.080
石川県,666.0,718.0,64.539,0.072,1.078
徳島県,137.0,146.0,76.259,0.062,1.066
茨城県,555.0,589.0,81.604,0.058,1.061
千葉県,3092.0,3281.0,81.780,0.058,1.061
大阪府,8752.0,9232.0,90.873,0.052,1.055
大分県,150.0,158.0,93.381,0.051,1.053
全国,68636.0,72232.0,95.015,0.050,1.052
熊本県,528.0,554.0,100.940,0.047,1.049
東京都,21128.0,22168.0,100.977,0.047,1.049
岩手県,22.0,23.0,109.153,0.043,1.045
福岡県,4636.0,4845.0,110.035,0.043,1.045
沖縄県,2152.0,2244.0,115.904,0.041,1.043
埼玉県,4013.0,4172.0,124.871,0.038,1.040
栃木県,307.0,319.0,126.542,0.038,1.039
高知県,129.0,134.0,127.593,0.037,1.039
愛知県,4559.0,4730.0,131.770,0.036,1.038
兵庫県,2297.0,2378.0,140.006,0.034,1.035
福井県,236.0,244.0,145.547,0.033,1.034
富山県,396.0,409.0,150.213,0.032,1.033
静岡県,484.0,499.0,158.973,0.030,1.031
奈良県,524.0,540.0,161.318,0.030,1.031
山梨県,173.0,178.0,170.295,0.028,1.029
北海道,1797.0,1845.0,184.063,0.026,1.027
滋賀県,454.0,466.0,185.984,0.026,1.026
鹿児島県,363.0,371.0,222.578,0.022,1.022
秋田県,49.0,50.0,240.167,0.020,1.020
和歌山県,231.0,235.0,282.624,0.017,1.017
新潟県,145.0,147.0,354.193,0.014,1.014
佐賀県,239.0,242.0,388.966,0.012,1.013
広島県,459.0,464.0,447.838,0.011,1.011
岐阜県,562.0,568.0,456.895,0.011,1.011
長崎県,232.0,234.0,565.258,0.009,1.009
岡山県,145.0,146.0,705.968,0.007,1.007
宮崎県,338.0,339.0,1642.411,0.003,1.003
青森県,35.0,35.0,5000,0.000,1
山形県,78.0,78.0,5000,0.000,1
鳥取県,22.0,22.0,5000,0.000,1
島根県,137.0,137.0,5000,0.000,1
愛媛県,114.0,114.0,5000,0.000,1
