20200922 08:11:37 JST
都道府県,2020/09/15,2020/09/22,Td,K,R0
群馬県,547.0,663.0,25.228,0.175,1.212
宮城県,302.0,365.0,25.608,0.173,1.209
鳥取県,31.0,36.0,32.448,0.139,1.161
栃木県,338.0,387.0,35.840,0.127,1.145
新潟県,149.0,165.0,47.569,0.097,1.107
神奈川県,5944.0,6383.0,68.093,0.069,1.074
千葉県,3405.0,3637.0,73.611,0.064,1.068
福島県,208.0,221.0,80.034,0.059,1.062
秋田県,50.0,53.0,83.270,0.057,1.060
東京都,23003.0,24208.0,95.029,0.050,1.052
大阪府,9604.0,10060.0,104.598,0.045,1.047
兵庫県,2455.0,2570.0,105.988,0.045,1.047
全国,74648.0,78085.0,107.789,0.044,1.046
香川県,89.0,93.0,110.366,0.043,1.045
愛知県,4864.0,5070.0,116.974,0.041,1.042
北海道,1873.0,1944.0,130.409,0.037,1.038
埼玉県,4286.0,4433.0,143.880,0.033,1.034
石川県,730.0,754.0,149.996,0.032,1.033
京都府,1607.0,1659.0,152.360,0.031,1.032
三重県,457.0,470.0,172.982,0.028,1.028
沖縄県,2290.0,2352.0,181.627,0.026,1.027
静岡県,504.0,517.0,190.525,0.025,1.026
茨城県,612.0,624.0,249.872,0.019,1.020
広島県,466.0,475.0,253.646,0.019,1.019
長野県,296.0,301.0,289.659,0.017,1.017
奈良県,545.0,554.0,296.237,0.016,1.017
滋賀県,471.0,478.0,328.892,0.015,1.015
福岡県,4932.0,5003.0,339.465,0.014,1.014
岡山県,146.0,148.0,356.619,0.014,1.014
鹿児島県,372.0,376.0,453.661,0.011,1.011
岐阜県,592.0,597.0,576.903,0.008,1.008
宮崎県,342.0,344.0,832.121,0.006,1.006
山梨県,179.0,180.0,870.937,0.006,1.006
山口県,194.0,195.0,943.718,0.005,1.005
富山県,408.0,410.0,992.238,0.005,1.005
長崎県,235.0,236.0,1142.651,0.004,1.004
熊本県,569.0,571.0,1382.827,0.004,1.004
青森県,35.0,35.0,5000,0.000,1
岩手県,23.0,23.0,5000,0.000,1
山形県,78.0,78.0,5000,0.000,1
福井県,244.0,244.0,5000,0.000,1
和歌山県,236.0,236.0,5000,0.000,1
島根県,137.0,137.0,5000,0.000,1
徳島県,147.0,147.0,5000,0.000,1
愛媛県,114.0,114.0,5000,0.000,1
高知県,137.0,137.0,5000,0.000,1
佐賀県,244.0,244.0,5000,0.000,1
大分県,158.0,158.0,5000,0.000,1
