20200422 02:04:26 JST
都道府県,2020/04/15,2020/04/22,Td
鳥取県,1.0,3.0,4.417
鹿児島県,4.0,10.0,5.295
広島県,57.0,137.0,5.533
富山県,49.0,114.0,5.746
三重県,17.0,39.0,5.843
島根県,8.0,16.0,7.000
山形県,35.0,64.0,8.039
滋賀県,40.0,72.0,8.255
福島県,38.0,64.0,9.308
沖縄県,72.0,121.0,9.347
北海道,272.0,451.0,9.595
香川県,16.0,26.0,9.994
埼玉県,414.0,662.0,10.337
宮城県,54.0,84.0,10.982
大阪府,836.0,1297.0,11.048
長野県,34.0,52.0,11.420
石川県,121.0,180.0,12.217
東京都,2171.0,3197.0,12.537
全国,7509.0,10973.0,12.791
奈良県,44.0,64.0,12.949
千葉県,474.0,683.0,13.283
熊本県,28.0,40.0,13.604
福岡県,373.0,524.0,14.274
神奈川県,572.0,802.0,14.356
山梨県,35.0,49.0,14.420
兵庫県,384.0,524.0,15.609
群馬県,91.0,124.0,15.681
栃木県,36.0,49.0,15.738
和歌山県,34.0,46.0,16.051
新潟県,42.0,56.0,16.866
佐賀県,13.0,17.0,18.087
茨城県,110.0,143.0,18.493
大分県,43.0,55.0,19.713
京都府,205.0,259.0,20.751
山口県,24.0,30.0,21.744
愛媛県,37.0,46.0,22.285
岐阜県,112.0,139.0,22.466
愛知県,328.0,406.0,22.743
福井県,92.0,113.0,23.599
長崎県,14.0,17.0,24.990
岡山県,16.0,19.0,28.234
高知県,60.0,69.0,34.716
静岡県,46.0,52.0,39.575
秋田県,15.0,16.0,75.180
