"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2015年12月30日","5,730.0","5,710.0","5,740.0","5,710.0","2.02K","1.60%"
"2015年12月29日","5,640.0","5,610.0","5,640.0","5,610.0","1.79K","0.00%"
"2015年12月28日","5,640.0","5,640.0","5,640.0","5,610.0","1.04K","0.71%"
"2015年12月25日","5,600.0","5,640.0","5,640.0","5,600.0","1.83K","-1.41%"
"2015年12月24日","5,680.0","5,670.0","5,690.0","5,650.0","6.67K","0.53%"
"2015年12月22日","5,650.0","5,630.0","5,660.0","5,610.0","1.24K","0.71%"
"2015年12月21日","5,610.0","5,590.0","5,610.0","5,570.0","3.49K","-0.88%"
"2015年12月18日","5,660.0","5,690.0","5,730.0","5,660.0","2.05K","-2.08%"
"2015年12月17日","5,780.0","5,790.0","5,800.0","5,750.0","1.86K","1.58%"
"2015年12月16日","5,690.0","5,690.0","5,700.0","5,660.0","1.94K","1.61%"
"2015年12月15日","5,600.0","5,620.0","5,640.0","5,600.0","1.78K","-0.71%"
"2015年12月14日","5,640.0","5,620.0","5,640.0","5,560.0","6.61K","-1.40%"
"2015年12月11日","5,720.0","5,710.0","5,750.0","5,710.0","2.18K","-0.17%"
"2015年12月10日","5,730.0","5,780.0","5,780.0","5,700.0","1.48K","-1.55%"
"2015年12月09日","5,820.0","5,830.0","5,850.0","5,820.0","1.41K","0.17%"
"2015年12月08日","5,810.0","5,850.0","5,850.0","5,810.0","1.17K","-0.85%"
"2015年12月07日","5,860.0","5,860.0","5,870.0","5,840.0","2.08K","2.45%"
"2015年12月04日","5,720.0","5,750.0","5,770.0","5,700.0","5.66K","-2.39%"
"2015年12月03日","5,860.0","5,860.0","5,860.0","5,830.0","2.60K","0.17%"
"2015年12月02日","5,850.0","5,850.0","5,860.0","5,840.0","1.50K","0.69%"
"2015年12月01日","5,810.0","5,820.0","5,830.0","5,810.0","1.92K","0.00%"
"2015年11月30日","5,810.0","5,840.0","5,840.0","5,780.0","1.24K","-0.17%"
"2015年11月27日","5,820.0","5,800.0","5,820.0","5,790.0","1.48K","0.17%"
"2015年11月26日","5,810.0","5,840.0","5,840.0","5,800.0","0.49K","0.17%"
"2015年11月25日","5,800.0","5,780.0","5,800.0","5,770.0","0.93K","0.00%"
"2015年11月24日","5,800.0","5,800.0","5,840.0","5,800.0","0.57K","-0.34%"
"2015年11月20日","5,820.0","5,780.0","5,820.0","5,770.0","1.14K","0.34%"
"2015年11月19日","5,800.0","5,800.0","5,870.0","5,800.0","3.80K","1.22%"
"2015年11月18日","5,730.0","5,740.0","5,740.0","5,710.0","1.05K","-0.17%"
"2015年11月17日","5,740.0","5,720.0","5,740.0","5,680.0","1.64K","3.05%"
"2015年11月16日","5,570.0","5,530.0","5,620.0","5,520.0","6.88K","-2.45%"
"2015年11月13日","5,710.0","5,710.0","5,750.0","5,700.0","1.87K","-1.72%"
"2015年11月12日","5,810.0","5,780.0","5,810.0","5,760.0","0.71K","-0.17%"
"2015年11月11日","5,820.0","5,780.0","5,860.0","5,780.0","7.07K","0.00%"
"2015年11月10日","5,820.0","5,810.0","5,840.0","5,790.0","1.90K","-0.51%"
"2015年11月09日","5,850.0","5,840.0","5,900.0","5,840.0","6.86K","1.04%"
"2015年11月06日","5,790.0","5,760.0","5,800.0","5,750.0","1.60K","0.52%"
"2015年11月05日","5,760.0","5,770.0","5,800.0","5,760.0","2.74K","-0.17%"
"2015年11月04日","5,770.0","5,710.0","5,800.0","5,710.0","4.67K","2.49%"
"2015年11月02日","5,630.0","5,680.0","5,690.0","5,610.0","4.87K","-2.26%"
"2015年10月30日","5,760.0","5,730.0","5,760.0","5,700.0","3.90K","0.52%"
"2015年10月29日","5,730.0","5,730.0","5,730.0","5,680.0","4.59K","1.06%"
"2015年10月28日","5,670.0","5,650.0","5,700.0","5,620.0","2.29K","0.35%"
"2015年10月27日","5,650.0","5,640.0","5,660.0","5,570.0","2.55K","-0.35%"
"2015年10月26日","5,670.0","5,700.0","5,700.0","5,660.0","2.01K","1.25%"
"2015年10月23日","5,600.0","5,570.0","5,610.0","5,560.0","8.05K","5.07%"
"2015年10月22日","5,330.0","5,330.0","5,380.0","5,290.0","1.72K","-0.93%"
"2015年10月21日","5,380.0","5,330.0","5,400.0","5,330.0","4.21K","0.19%"
"2015年10月20日","5,370.0","5,380.0","5,390.0","5,350.0","0.96K","1.13%"
"2015年10月19日","5,310.0","5,350.0","5,350.0","5,310.0","2.03K","-0.38%"
"2015年10月16日","5,330.0","5,300.0","5,340.0","5,300.0","0.96K","1.72%"
"2015年10月15日","5,240.0","5,230.0","5,240.0","5,200.0","1.13K","0.96%"
"2015年10月14日","5,190.0","5,230.0","5,240.0","5,190.0","2.58K","-1.89%"
"2015年10月13日","5,290.0","5,310.0","5,310.0","5,270.0","5.33K","-0.19%"
"2015年10月09日","5,300.0","5,280.0","5,310.0","5,260.0","2.57K","1.53%"
"2015年10月08日","5,220.0","5,290.0","5,290.0","5,220.0","2.40K","0.00%"
"2015年10月07日","5,220.0","5,190.0","5,270.0","5,180.0","4.22K","-0.57%"
"2015年10月06日","5,250.0","5,280.0","5,290.0","5,230.0","3.68K","0.77%"
"2015年10月05日","5,210.0","5,210.0","5,220.0","5,190.0","3.11K","1.96%"
"2015年10月02日","5,110.0","5,110.0","5,120.0","5,090.0","0.72K","-0.58%"
"2015年10月01日","5,140.0","5,080.0","5,160.0","5,070.0","1.90K","3.01%"
"2015年09月30日","4,990.0","4,955.0","5,000.0","4,955.0","5.01K","0.91%"
"2015年09月29日","4,945.0","5,000.0","5,000.0","4,945.0","9.43K","-3.42%"
"2015年09月28日","5,120.0","5,140.0","5,150.0","5,110.0","4.36K","-1.54%"
"2015年09月25日","5,200.0","5,190.0","5,200.0","5,160.0","4.17K","1.56%"
"2015年09月24日","5,120.0","5,180.0","5,220.0","5,120.0","2.38K","-3.40%"
"2015年09月18日","5,300.0","5,350.0","5,350.0","5,280.0","5.30K","-1.12%"
"2015年09月17日","5,360.0","5,350.0","5,370.0","5,310.0","3.61K","1.90%"
"2015年09月16日","5,260.0","5,330.0","5,330.0","5,260.0","3.45K","0.57%"
"2015年09月15日","5,230.0","5,240.0","5,270.0","5,200.0","4.58K","-0.38%"
"2015年09月14日","5,250.0","5,280.0","5,300.0","5,250.0","0.97K","0.00%"
"2015年09月11日","5,250.0","5,220.0","5,250.0","5,220.0","3.89K","0.77%"
"2015年09月10日","5,210.0","5,180.0","5,210.0","5,120.0","2.71K","-1.33%"
"2015年09月09日","5,280.0","5,190.0","5,280.0","5,190.0","7.48K","3.33%"
"2015年09月08日","5,110.0","5,110.0","5,120.0","5,050.0","4.81K","0.00%"
"2015年09月07日","5,110.0","5,050.0","5,110.0","5,040.0","4.98K","0.39%"
"2015年09月04日","5,090.0","5,120.0","5,130.0","5,050.0","6.31K","-2.12%"
"2015年09月03日","5,200.0","5,190.0","5,230.0","5,160.0","2.67K","1.76%"
"2015年09月02日","5,110.0","5,010.0","5,130.0","5,010.0","8.50K","0.00%"
"2015年09月01日","5,110.0","5,170.0","5,180.0","5,100.0","11.68K","-2.48%"
"2015年08月31日","5,240.0","5,290.0","5,290.0","5,220.0","5.55K","-1.13%"
"2015年08月28日","5,300.0","5,290.0","5,310.0","5,270.0","4.58K","3.72%"
"2015年08月27日","5,110.0","5,150.0","5,170.0","5,090.0","7.81K","2.71%"
"2015年08月26日","4,975.0","4,830.0","4,985.0","4,780.0","15.54K","3.11%"
"2015年08月25日","4,825.0","4,850.0","5,000.0","4,825.0","25.16K","-2.33%"
"2015年08月24日","4,940.0","5,180.0","5,180.0","4,900.0","30.26K","-8.35%"
"2015年08月21日","5,390.0","5,460.0","5,480.0","5,390.0","19.04K","-5.11%"
"2015年08月20日","5,680.0","5,670.0","5,690.0","5,640.0","4.33K","-0.70%"
"2015年08月19日","5,720.0","5,750.0","5,750.0","5,720.0","1.72K","-1.04%"
"2015年08月18日","5,780.0","5,770.0","5,790.0","5,770.0","0.91K","0.70%"
"2015年08月17日","5,740.0","5,710.0","5,740.0","5,700.0","2.17K","0.70%"
"2015年08月14日","5,700.0","5,710.0","5,720.0","5,690.0","1.42K","-0.87%"
"2015年08月13日","5,750.0","5,680.0","5,750.0","5,680.0","4.86K","1.41%"
"2015年08月12日","5,670.0","5,750.0","5,750.0","5,650.0","6.25K","-1.56%"
"2015年08月11日","5,760.0","5,800.0","5,800.0","5,760.0","3.55K","0.17%"
"2015年08月10日","5,750.0","5,730.0","5,750.0","5,720.0","3.32K","-0.35%"
"2015年08月07日","5,770.0","5,740.0","5,770.0","5,700.0","3.17K","-0.35%"
"2015年08月06日","5,790.0","5,790.0","5,810.0","5,770.0","1.11K","-0.34%"
"2015年08月05日","5,810.0","5,800.0","5,810.0","5,760.0","2.05K","0.17%"
"2015年08月04日","5,800.0","5,770.0","5,800.0","5,760.0","1.60K","0.17%"
"2015年08月03日","5,790.0","5,830.0","5,830.0","5,790.0","5.02K","-0.86%"
"2015年07月31日","5,840.0","5,790.0","5,840.0","5,790.0","3.21K","1.04%"
"2015年07月30日","5,780.0","5,750.0","5,780.0","5,750.0","4.27K","0.52%"
"2015年07月29日","5,750.0","5,750.0","5,760.0","5,720.0","5.37K","0.52%"
"2015年07月28日","5,720.0","5,660.0","5,720.0","5,650.0","10.74K","-0.35%"
"2015年07月27日","5,740.0","5,750.0","5,750.0","5,700.0","7.95K","-1.88%"
"2015年07月24日","5,850.0","5,810.0","5,860.0","5,810.0","2.90K","0.00%"
