"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2017年12月29日","7,340.0","7,370.0","7,380.0","7,340.0","2.16K","-0.41%"
"2017年12月28日","7,370.0","7,400.0","7,400.0","7,370.0","1.72K","-0.27%"
"2017年12月27日","7,390.0","7,410.0","7,430.0","7,380.0","5.46K","-0.54%"
"2017年12月26日","7,430.0","7,420.0","7,460.0","7,420.0","1.98K","-0.13%"
"2017年12月25日","7,440.0","7,420.0","7,460.0","7,420.0","2.55K","0.13%"
"2017年12月22日","7,430.0","7,440.0","7,450.0","7,420.0","6.85K","-0.13%"
"2017年12月21日","7,440.0","7,470.0","7,470.0","7,420.0","2.82K","-0.40%"
"2017年12月20日","7,470.0","7,460.0","7,470.0","7,420.0","2.01K","0.00%"
"2017年12月19日","7,470.0","7,460.0","7,470.0","7,430.0","2.39K","0.27%"
"2017年12月18日","7,450.0","7,400.0","7,460.0","7,380.0","4.48K","1.92%"
"2017年12月15日","7,310.0","7,310.0","7,310.0","7,270.0","4.79K","0.00%"
"2017年12月14日","7,310.0","7,350.0","7,350.0","7,300.0","1.98K","-0.41%"
"2017年12月13日","7,340.0","7,350.0","7,380.0","7,320.0","7.13K","-0.41%"
"2017年12月12日","7,370.0","7,380.0","7,390.0","7,330.0","4.13K","0.55%"
"2017年12月11日","7,330.0","7,340.0","7,340.0","7,310.0","1.65K","0.41%"
"2017年12月08日","7,300.0","7,270.0","7,300.0","7,240.0","5.21K","0.97%"
"2017年12月07日","7,230.0","7,160.0","7,230.0","7,160.0","6.61K","1.54%"
"2017年12月06日","7,120.0","7,150.0","7,180.0","7,080.0","6.48K","-0.70%"
"2017年12月05日","7,170.0","7,150.0","7,180.0","7,140.0","3.47K","-1.65%"
"2017年12月04日","7,290.0","7,350.0","7,350.0","7,270.0","4.97K","0.41%"
"2017年12月01日","7,260.0","7,230.0","7,310.0","7,220.0","11.11K","1.11%"
"2017年11月30日","7,180.0","7,180.0","7,180.0","7,150.0","2.60K","-0.97%"
"2017年11月29日","7,250.0","7,300.0","7,300.0","7,250.0","1.44K","0.55%"
"2017年11月28日","7,210.0","7,220.0","7,250.0","7,210.0","1.02K","-0.14%"
"2017年11月27日","7,220.0","7,270.0","7,280.0","7,220.0","1.07K","-0.41%"
"2017年11月24日","7,250.0","7,220.0","7,260.0","7,210.0","2.35K","0.14%"
"2017年11月22日","7,240.0","7,290.0","7,300.0","7,230.0","6.06K","0.28%"
"2017年11月21日","7,220.0","7,230.0","7,250.0","7,170.0","1.04K","0.56%"
"2017年11月20日","7,180.0","7,190.0","7,230.0","7,160.0","2.53K","-1.10%"
"2017年11月17日","7,260.0","7,300.0","7,300.0","7,210.0","1.38K","0.41%"
"2017年11月16日","7,230.0","7,180.0","7,230.0","7,140.0","3.05K","0.28%"
"2017年11月15日","7,210.0","7,240.0","7,240.0","7,200.0","2.05K","-0.96%"
"2017年11月14日","7,280.0","7,280.0","7,280.0","7,260.0","0.84K","0.69%"
"2017年11月13日","7,230.0","7,300.0","7,310.0","7,230.0","3.43K","-0.82%"
"2017年11月10日","7,290.0","7,230.0","7,300.0","7,210.0","3.44K","-0.41%"
"2017年11月09日","7,320.0","7,340.0","7,360.0","7,270.0","6.25K","0.14%"
"2017年11月08日","7,310.0","7,290.0","7,310.0","7,260.0","4.43K","-0.41%"
"2017年11月07日","7,340.0","7,280.0","7,350.0","7,280.0","3.56K","0.55%"
"2017年11月06日","7,300.0","7,300.0","7,320.0","7,260.0","3.24K","1.67%"
"2017年11月02日","7,180.0","7,240.0","7,260.0","7,180.0","15.51K","-1.37%"
"2017年11月01日","7,280.0","7,180.0","7,280.0","7,180.0","4.42K","1.82%"
"2017年10月31日","7,150.0","7,120.0","7,160.0","7,100.0","1.77K","0.00%"
"2017年10月30日","7,150.0","7,150.0","7,190.0","7,150.0","4.36K","1.13%"
"2017年10月27日","7,070.0","7,010.0","7,070.0","7,000.0","2.60K","1.73%"
"2017年10月26日","6,950.0","6,940.0","7,030.0","6,940.0","2.71K","-0.57%"
"2017年10月25日","6,990.0","7,020.0","7,020.0","6,970.0","2.15K","-0.14%"
