"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2019年09月18日","8,620.0","8,620.0","8,630.0","8,610.0","3.39K","0.70%"
"2019年09月17日","8,560.0","8,600.0","8,610.0","8,560.0","17.32K","-1.27%"
"2019年09月13日","8,670.0","8,670.0","8,690.0","8,650.0","21.62K","0.12%"
"2019年09月12日","8,660.0","8,670.0","8,700.0","8,650.0","30.52K","1.29%"
"2019年09月11日","8,550.0","8,510.0","8,560.0","8,480.0","19.71K","0.71%"
"2019年09月10日","8,490.0","8,510.0","8,540.0","8,480.0","6.23K","-0.24%"
"2019年09月09日","8,510.0","8,500.0","8,540.0","8,500.0","10.35K","0.12%"
"2019年09月06日","8,500.0","8,510.0","8,540.0","8,500.0","26.28K","0.83%"
"2019年09月05日","8,430.0","8,310.0","8,460.0","8,310.0","29.61K","2.06%"
"2019年09月04日","8,260.0","8,150.0","8,260.0","8,150.0","10.01K","0.61%"
"2019年09月03日","8,210.0","8,200.0","8,240.0","8,190.0","4.84K","-0.12%"
"2019年09月02日","8,220.0","8,200.0","8,220.0","8,190.0","8.54K","-1.08%"
"2019年08月30日","8,310.0","8,280.0","8,330.0","8,280.0","28.45K","2.34%"
"2019年08月29日","8,120.0","8,150.0","8,150.0","8,090.0","17.33K","-0.12%"
"2019年08月28日","8,130.0","8,120.0","8,150.0","8,110.0","11.10K","0.37%"
"2019年08月27日","8,100.0","8,130.0","8,150.0","8,100.0","19.67K","2.02%"
"2019年08月26日","7,940.0","7,910.0","7,990.0","7,890.0","67.26K","-5.14%"
"2019年08月23日","8,370.0","8,330.0","8,380.0","8,310.0","18.33K","0.36%"
"2019年08月22日","8,340.0","8,380.0","8,390.0","8,330.0","10.28K","0.36%"
"2019年08月21日","8,310.0","8,260.0","8,320.0","8,250.0","21.03K","-0.48%"
"2019年08月20日","8,350.0","8,320.0","8,350.0","8,300.0","14.28K","1.09%"
"2019年08月19日","8,260.0","8,260.0","8,270.0","8,220.0","12.50K","1.72%"
"2019年08月16日","8,120.0","8,070.0","8,140.0","8,070.0","17.49K","0.74%"
"2019年08月15日","8,060.0","8,050.0","8,090.0","8,030.0","22.28K","-3.24%"
"2019年08月14日","8,330.0","8,360.0","8,360.0","8,300.0","12.05K","2.97%"
"2019年08月13日","8,090.0","8,060.0","8,100.0","8,060.0","14.93K","-1.82%"
"2019年08月09日","8,240.0","8,270.0","8,300.0","8,240.0","17.81K","0.61%"
"2019年08月08日","8,190.0","8,160.0","8,200.0","8,130.0","12.32K","0.37%"
"2019年08月07日","8,160.0","8,200.0","8,210.0","8,080.0","31.26K","-0.12%"
"2019年08月06日","8,170.0","7,820.0","8,230.0","7,800.0","36.73K","-0.61%"
"2019年08月05日","8,220.0","8,340.0","8,350.0","8,170.0","25.72K","-3.18%"
"2019年08月02日","8,490.0","8,510.0","8,540.0","8,460.0","22.74K","-2.86%"
"2019年08月01日","8,740.0","8,680.0","8,760.0","8,670.0","12.56K","-1.13%"
"2019年07月31日","8,840.0","8,820.0","8,840.0","8,800.0","6.70K","-0.23%"
"2019年07月30日","8,860.0","8,870.0","8,890.0","8,840.0","14.65K","0.11%"
"2019年07月29日","8,850.0","8,870.0","8,870.0","8,830.0","5.24K","-0.11%"
"2019年07月26日","8,860.0","8,830.0","8,870.0","8,830.0","9.77K","0.45%"
"2019年07月25日","8,820.0","8,820.0","8,830.0","8,810.0","11.41K","0.68%"
"2019年07月24日","8,760.0","8,750.0","8,770.0","8,740.0","12.20K","0.34%"
"2019年07月23日","8,730.0","8,690.0","8,730.0","8,690.0","6.43K","1.39%"
"2019年07月22日","8,610.0","8,590.0","8,640.0","8,580.0","20.64K","-1.26%"
"2019年07月19日","8,720.0","8,680.0","8,720.0","8,660.0","9.74K","1.75%"
"2019年07月18日","8,570.0","8,630.0","8,640.0","8,570.0","16.63K","-1.83%"
"2019年07月17日","8,730.0","8,720.0","8,740.0","8,710.0","11.75K","-0.57%"
"2019年07月16日","8,780.0","8,760.0","8,780.0","8,750.0","6.70K","0.69%"
"2019年07月12日","8,720.0","8,750.0","8,750.0","8,710.0","10.17K","-0.11%"
"2019年07月11日","8,730.0","8,730.0","8,740.0","8,710.0","7.14K","0.58%"
"2019年07月10日","8,680.0","8,660.0","8,710.0","8,660.0","29.15K","1.28%"
"2019年07月09日","8,570.0","8,600.0","8,640.0","8,560.0","4.96K","-0.12%"
"2019年07月08日","8,580.0","8,660.0","8,660.0","8,580.0","6.79K","-1.15%"
"2019年07月05日","8,680.0","8,650.0","8,680.0","8,640.0","9.26K","0.46%"
"2019年07月04日","8,640.0","8,630.0","8,640.0","8,620.0","6.70K","0.82%"
"2019年07月03日","8,570.0","8,550.0","8,590.0","8,540.0","12.06K","-0.12%"
"2019年07月02日","8,580.0","8,560.0","8,590.0","8,550.0","14.12K","-0.35%"
"2019年07月01日","8,610.0","8,600.0","8,620.0","8,550.0","15.85K","2.62%"
"2019年06月28日","8,390.0","8,410.0","8,430.0","8,380.0","4.68K","-0.47%"
"2019年06月27日","8,430.0","8,380.0","8,440.0","8,350.0","13.42K","1.44%"
"2019年06月26日","8,310.0","8,290.0","8,340.0","8,280.0","32.34K","-0.84%"
"2019年06月25日","8,380.0","8,440.0","8,470.0","8,360.0","9.91K","-1.18%"
"2019年06月24日","8,480.0","8,440.0","8,490.0","8,440.0","8.48K","0.83%"
"2019年06月21日","8,410.0","8,470.0","8,470.0","8,390.0","9.78K","-0.83%"
"2019年06月20日","8,480.0","8,480.0","8,490.0","8,450.0","8.16K","0.59%"
"2019年06月19日","8,430.0","8,460.0","8,470.0","8,430.0","11.64K","1.69%"
"2019年06月18日","8,290.0","8,310.0","8,340.0","8,290.0","5.37K","-0.24%"
"2019年06月17日","8,310.0","8,280.0","8,310.0","8,260.0","7.43K","0.36%"
"2019年06月14日","8,280.0","8,260.0","8,290.0","8,240.0","5.69K","0.85%"
"2019年06月13日","8,210.0","8,260.0","8,270.0","8,170.0","7.00K","-0.48%"
"2019年06月12日","8,250.0","8,300.0","8,310.0","8,250.0","6.33K","-1.08%"
"2019年06月11日","8,340.0","8,270.0","8,340.0","8,270.0","9.61K","1.34%"
"2019年06月10日","8,230.0","8,240.0","8,240.0","8,190.0","9.87K","2.49%"
"2019年06月07日","8,030.0","8,030.0","8,050.0","8,000.0","6.66K","1.39%"
"2019年06月06日","7,920.0","7,930.0","7,970.0","7,920.0","5.23K","0.38%"
"2019年06月05日","7,890.0","7,930.0","7,940.0","7,890.0","8.31K","3.00%"
"2019年06月04日","7,660.0","7,700.0","7,700.0","7,650.0","11.20K","-1.54%"
"2019年06月03日","7,780.0","7,820.0","7,820.0","7,770.0","15.71K","-2.38%"
"2019年05月31日","7,970.0","8,000.0","8,020.0","7,950.0","12.50K","-1.12%"
"2019年05月30日","8,060.0","8,030.0","8,090.0","8,030.0","9.80K","0.12%"
"2019年05月29日","8,050.0","8,100.0","8,110.0","8,050.0","9.23K","-1.71%"
"2019年05月28日","8,190.0","8,140.0","8,190.0","8,130.0","5.65K","0.86%"
"2019年05月27日","8,120.0","8,120.0","8,140.0","8,110.0","4.75K","-0.85%"
"2019年05月24日","8,190.0","8,140.0","8,190.0","8,130.0","12.92K","-0.85%"
"2019年05月23日","8,260.0","8,310.0","8,310.0","8,260.0","6.16K","-0.96%"
"2019年05月22日","8,340.0","8,390.0","8,400.0","8,340.0","6.10K","0.24%"
"2019年05月21日","8,320.0","8,300.0","8,340.0","8,270.0","9.13K","-1.30%"
"2019年05月20日","8,430.0","8,450.0","8,460.0","8,420.0","6.18K","0.12%"
"2019年05月17日","8,420.0","8,480.0","8,510.0","8,420.0","12.91K","0.96%"
"2019年05月16日","8,340.0","8,360.0","8,360.0","8,310.0","9.04K","0.36%"
"2019年05月15日","8,310.0","8,290.0","8,310.0","8,240.0","7.24K","1.09%"
"2019年05月14日","8,220.0","8,100.0","8,220.0","8,100.0","22.55K","-1.79%"
"2019年05月13日","8,370.0","8,390.0","8,400.0","8,350.0","7.71K","-1.06%"
"2019年05月10日","8,460.0","8,470.0","8,550.0","8,400.0","23.59K","-0.24%"
"2019年05月09日","8,480.0","8,530.0","8,540.0","8,480.0","8.97K","-1.05%"
"2019年05月08日","8,570.0","8,560.0","8,600.0","8,550.0","20.18K","-1.38%"
"2019年05月07日","8,690.0","8,740.0","8,750.0","8,660.0","25.64K","-2.03%"
"2019年04月26日","8,870.0","8,840.0","8,870.0","8,810.0","13.15K","-0.78%"
"2019年04月25日","8,940.0","8,940.0","8,970.0","8,900.0","16.89K","0.79%"
"2019年04月24日","8,870.0","8,890.0","8,900.0","8,850.0","14.81K","0.80%"
"2019年04月23日","8,800.0","8,770.0","8,800.0","8,750.0","9.32K","0.69%"
"2019年04月22日","8,740.0","8,770.0","8,780.0","8,730.0","19.28K","-0.23%"
"2019年04月19日","8,760.0","8,760.0","8,770.0","8,740.0","5.08K","0.81%"
"2019年04月18日","8,690.0","8,750.0","8,750.0","8,690.0","6.99K","-0.46%"
"2019年04月17日","8,730.0","8,720.0","8,750.0","8,710.0","12.34K","0.34%"
"2019年04月16日","8,700.0","8,690.0","8,710.0","8,670.0","13.58K","0.35%"
"2019年04月15日","8,670.0","8,680.0","8,690.0","8,660.0","11.84K","0.35%"
"2019年04月12日","8,640.0","8,610.0","8,640.0","8,610.0","7.92K","0.47%"
"2019年04月11日","8,600.0","8,600.0","8,620.0","8,580.0","8.48K","0.47%"
"2019年04月10日","8,560.0","8,540.0","8,560.0","8,520.0","5.65K","-0.23%"
"2019年04月09日","8,580.0","8,600.0","8,620.0","8,580.0","8.67K","0.23%"
"2019年04月08日","8,560.0","8,630.0","8,630.0","8,550.0","10.52K","0.00%"
"2019年04月05日","8,560.0","8,540.0","8,580.0","8,540.0","7.18K","0.35%"
"2019年04月04日","8,530.0","8,550.0","8,570.0","8,530.0","6.84K","-0.12%"
"2019年04月03日","8,540.0","8,470.0","8,550.0","8,460.0","17.57K","1.30%"
"2019年04月02日","8,430.0","8,480.0","8,480.0","8,430.0","10.05K","0.36%"
"2019年04月01日","8,400.0","8,370.0","8,430.0","8,370.0","15.80K","1.69%"
"2019年03月29日","8,260.0","8,260.0","8,280.0","8,240.0","6.03K","1.47%"
"2019年03月28日","8,140.0","8,200.0","8,200.0","8,130.0","11.00K","-1.81%"
"2019年03月27日","8,290.0","8,250.0","8,290.0","8,240.0","9.04K","0.97%"
"2019年03月26日","8,210.0","8,190.0","8,240.0","8,190.0","9.64K","0.98%"
"2019年03月25日","8,130.0","8,190.0","8,200.0","8,100.0","14.37K","-3.44%"
"2019年03月22日","8,420.0","8,440.0","8,460.0","8,410.0","16.00K","1.32%"
"2019年03月20日","8,310.0","8,300.0","8,320.0","8,300.0","3.62K","0.36%"
"2019年03月19日","8,280.0","8,310.0","8,310.0","8,280.0","8.96K","-0.24%"
"2019年03月18日","8,300.0","8,280.0","8,300.0","8,270.0","10.08K","0.97%"
"2019年03月15日","8,220.0","8,230.0","8,250.0","8,220.0","9.56K","-0.12%"
"2019年03月14日","8,230.0","8,200.0","8,230.0","8,190.0","9.32K","0.98%"
"2019年03月13日","8,150.0","8,150.0","8,160.0","8,120.0","4.00K","0.00%"
"2019年03月12日","8,150.0","8,120.0","8,150.0","8,120.0","5.40K","2.64%"
"2019年03月11日","7,940.0","7,910.0","7,940.0","7,880.0","5.97K","0.76%"
"2019年03月08日","7,880.0","7,960.0","7,970.0","7,880.0","6.73K","-1.75%"
"2019年03月07日","8,020.0","8,040.0","8,040.0","8,020.0","5.90K","-1.11%"
"2019年03月06日","8,110.0","8,110.0","8,110.0","8,080.0","2.47K","0.12%"
"2019年03月05日","8,100.0","8,110.0","8,110.0","8,080.0","5.00K","-1.10%"
"2019年03月04日","8,190.0","8,160.0","8,190.0","8,150.0","10.83K","1.49%"
"2019年03月01日","8,070.0","8,010.0","8,080.0","8,010.0","6.87K","1.13%"
"2019年02月28日","7,980.0","8,000.0","8,000.0","7,960.0","4.84K","-0.13%"
"2019年02月27日","7,990.0","7,960.0","7,990.0","7,950.0","2.09K","0.38%"
"2019年02月26日","7,960.0","8,010.0","8,010.0","7,940.0","3.62K","-0.25%"
"2019年02月25日","7,980.0","7,990.0","8,000.0","7,970.0","3.96K","0.88%"
"2019年02月22日","7,910.0","7,870.0","7,910.0","7,870.0","2.78K","-0.50%"
"2019年02月21日","7,950.0","7,930.0","7,980.0","7,910.0","6.84K","0.38%"
"2019年02月20日","7,920.0","7,910.0","7,950.0","7,910.0","7.18K","-0.13%"
"2019年02月19日","7,930.0","7,930.0","7,930.0","7,900.0","1.22K","0.13%"
"2019年02月18日","7,920.0","7,900.0","7,930.0","7,880.0","9.04K","1.80%"
"2019年02月15日","7,780.0","7,870.0","7,870.0","7,780.0","2.54K","-1.64%"
"2019年02月14日","7,910.0","7,870.0","7,910.0","7,850.0","6.08K","0.13%"
"2019年02月13日","7,900.0","7,870.0","7,900.0","7,840.0","4.28K","1.41%"
"2019年02月12日","7,790.0","7,710.0","7,800.0","7,710.0","7.39K","2.37%"
"2019年02月08日","7,610.0","7,640.0","7,650.0","7,590.0","12.06K","-1.81%"
"2019年02月07日","7,750.0","7,770.0","7,770.0","7,730.0","3.82K","-0.26%"
"2019年02月06日","7,770.0","7,800.0","7,810.0","7,770.0","6.31K","0.39%"
"2019年02月05日","7,740.0","7,750.0","7,760.0","7,710.0","4.85K","1.04%"
"2019年02月04日","7,660.0","7,650.0","7,670.0","7,640.0","3.53K","0.66%"
"2019年02月01日","7,610.0","7,600.0","7,620.0","7,590.0","2.88K","0.66%"
"2019年01月31日","7,560.0","7,570.0","7,600.0","7,540.0","8.49K","2.30%"
"2019年01月30日","7,390.0","7,420.0","7,430.0","7,370.0","4.01K","-0.14%"
"2019年01月29日","7,400.0","7,410.0","7,420.0","7,360.0","4.04K","-1.33%"
"2019年01月28日","7,500.0","7,530.0","7,530.0","7,470.0","2.94K","-0.13%"
"2019年01月25日","7,510.0","7,430.0","7,510.0","7,430.0","3.07K","1.35%"
"2019年01月24日","7,410.0","7,390.0","7,410.0","7,360.0","2.18K","0.00%"
"2019年01月23日","7,410.0","7,350.0","7,430.0","7,350.0","2.82K","-0.40%"
"2019年01月22日","7,440.0","7,510.0","7,530.0","7,430.0","2.53K","-1.06%"
"2019年01月21日","7,520.0","7,550.0","7,560.0","7,500.0","5.49K","0.40%"
"2019年01月18日","7,490.0","7,420.0","7,500.0","7,420.0","6.37K","2.46%"
"2019年01月17日","7,310.0","7,360.0","7,370.0","7,300.0","3.51K","-0.54%"
"2019年01月16日","7,350.0","7,360.0","7,370.0","7,300.0","7.47K","1.10%"
"2019年01月15日","7,270.0","7,190.0","7,270.0","7,160.0","4.69K","0.41%"
"2019年01月11日","7,240.0","7,250.0","7,270.0","7,220.0","4.93K","0.70%"
"2019年01月10日","7,190.0","7,230.0","7,230.0","7,150.0","5.44K","-0.83%"
"2019年01月09日","7,250.0","7,210.0","7,300.0","7,210.0","8.00K","1.40%"
"2019年01月08日","7,150.0","7,130.0","7,200.0","7,130.0","5.18K","1.56%"
"2019年01月07日","7,040.0","7,060.0","7,140.0","7,040.0","8.35K","3.68%"
"2019年01月04日","6,790.0","6,710.0","6,810.0","6,670.0","15.49K","-3.82%"
