"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2018年12月28日","7,060.0","7,030.0","7,110.0","7,030.0","10.98K","0.71%"
"2018年12月27日","7,010.0","7,020.0","7,060.0","7,000.0","13.70K","7.35%"
"2018年12月26日","6,530.0","6,560.0","6,640.0","6,500.0","17.64K","-0.76%"
"2018年12月25日","6,580.0","6,550.0","6,620.0","6,520.0","38.96K","-6.93%"
"2018年12月21日","7,070.0","7,100.0","7,130.0","7,010.0","23.77K","-1.39%"
"2018年12月20日","7,170.0","7,250.0","7,280.0","7,140.0","13.96K","-3.11%"
"2018年12月19日","7,400.0","7,390.0","7,410.0","7,340.0","13.22K","0.41%"
"2018年12月18日","7,370.0","7,430.0","7,440.0","7,360.0","17.85K","-3.28%"
"2018年12月17日","7,620.0","7,610.0","7,640.0","7,600.0","6.79K","-0.65%"
"2018年12月14日","7,670.0","7,780.0","7,780.0","7,670.0","8.43K","-1.79%"
"2018年12月13日","7,810.0","7,810.0","7,840.0","7,780.0","5.47K","0.51%"
"2018年12月12日","7,770.0","7,690.0","7,790.0","7,680.0","3.33K","1.70%"
"2018年12月11日","7,640.0","7,660.0","7,690.0","7,620.0","5.60K","2.00%"
"2018年12月10日","7,490.0","7,520.0","7,520.0","7,460.0","7.58K","-4.10%"
"2018年12月07日","7,810.0","7,800.0","7,840.0","7,770.0","6.71K","2.09%"
"2018年12月06日","7,650.0","7,750.0","7,750.0","7,630.0","7.65K","-2.17%"
"2018年12月05日","7,820.0","7,800.0","7,850.0","7,780.0","4.85K","-2.13%"
"2018年12月04日","7,990.0","8,130.0","8,130.0","7,990.0","9.15K","-2.20%"
"2018年12月03日","8,170.0","8,160.0","8,190.0","8,130.0","9.38K","2.77%"
"2018年11月30日","7,950.0","7,920.0","7,960.0","7,920.0","5.16K","0.51%"
"2018年11月29日","7,910.0","7,950.0","7,970.0","7,910.0","4.75K","1.80%"
"2018年11月28日","7,770.0","7,740.0","7,790.0","7,740.0","7.47K","1.70%"
"2018年11月27日","7,640.0","7,630.0","7,680.0","7,610.0","6.21K","1.19%"
"2018年11月26日","7,550.0","7,490.0","7,560.0","7,490.0","7.07K","0.00%"
"2018年11月22日","7,550.0","7,540.0","7,570.0","7,530.0","5.43K","0.27%"
"2018年11月21日","7,530.0","7,440.0","7,540.0","7,440.0","7.81K","-0.66%"
"2018年11月20日","7,580.0","7,590.0","7,620.0","7,570.0","9.63K","-3.44%"
"2018年11月19日","7,850.0","7,840.0","7,880.0","7,830.0","3.03K","-0.25%"
"2018年11月16日","7,870.0","7,900.0","7,930.0","7,860.0","8.51K","0.77%"
"2018年11月15日","7,810.0","7,820.0","7,830.0","7,770.0","8.17K","-1.14%"
"2018年11月14日","7,900.0","7,960.0","7,960.0","7,900.0","2.38K","-0.75%"
"2018年11月13日","7,960.0","7,910.0","7,960.0","7,850.0","12.66K","-2.81%"
"2018年11月12日","8,190.0","8,120.0","8,230.0","8,120.0","5.56K","-0.85%"
"2018年11月09日","8,260.0","8,280.0","8,290.0","8,250.0","3.34K","-0.36%"
"2018年11月08日","8,290.0","8,300.0","8,330.0","8,270.0","8.67K","3.11%"
"2018年11月07日","8,040.0","8,070.0","8,170.0","8,040.0","4.93K","0.63%"
"2018年11月06日","7,990.0","7,990.0","8,010.0","7,960.0","3.88K","-0.13%"
"2018年11月05日","8,000.0","8,000.0","8,030.0","7,960.0","5.11K","-1.84%"
"2018年11月02日","8,150.0","8,040.0","8,150.0","8,000.0","10.39K","2.26%"
"2018年11月01日","7,970.0","7,980.0","8,030.0","7,970.0","8.69K","0.89%"
"2018年10月31日","7,900.0","7,840.0","7,910.0","7,820.0","12.37K","1.80%"
"2018年10月30日","7,760.0","7,650.0","7,770.0","7,630.0","8.65K","-0.77%"
"2018年10月29日","7,820.0","7,840.0","7,870.0","7,790.0","5.62K","1.03%"
"2018年10月26日","7,740.0","7,850.0","7,850.0","7,710.0","10.62K","-0.26%"
"2018年10月25日","7,760.0","7,760.0","7,850.0","7,730.0","17.61K","-4.32%"
"2018年10月24日","8,110.0","8,100.0","8,160.0","8,070.0","7.31K","0.75%"
"2018年10月23日","8,050.0","8,140.0","8,140.0","8,050.0","9.63K","-1.11%"
"2018年10月22日","8,140.0","8,110.0","8,180.0","8,050.0","12.76K","-1.09%"
"2018年10月19日","8,230.0","8,140.0","8,230.0","8,130.0","13.79K","-0.72%"
"2018年10月18日","8,290.0","8,320.0","8,340.0","8,280.0","6.21K","-0.60%"
"2018年10月17日","8,340.0","8,330.0","8,370.0","8,320.0","9.59K","2.84%"
"2018年10月16日","8,110.0","8,120.0","8,150.0","8,050.0","16.38K","-0.49%"
"2018年10月15日","8,150.0","8,250.0","8,280.0","8,150.0","8.52K","-0.37%"
"2018年10月12日","8,180.0","8,020.0","8,190.0","8,000.0","13.58K","3.41%"
"2018年10月11日","7,910.0","7,950.0","8,000.0","7,850.0","43.97K","-6.50%"
"2018年10月10日","8,460.0","8,460.0","8,470.0","8,430.0","10.31K","0.12%"
"2018年10月09日","8,450.0","8,440.0","8,460.0","8,400.0","20.71K","-2.42%"
"2018年10月05日","8,660.0","8,670.0","8,700.0","8,610.0","18.81K","-1.59%"
"2018年10月04日","8,800.0","8,820.0","8,840.0","8,780.0","9.57K","0.11%"
"2018年10月03日","8,790.0","8,780.0","8,820.0","8,750.0","7.06K","-0.23%"
"2018年10月02日","8,810.0","8,840.0","8,840.0","8,790.0","15.32K","-0.68%"
"2018年10月01日","8,870.0","8,830.0","8,870.0","8,800.0","12.37K","0.91%"
"2018年09月28日","8,790.0","8,760.0","8,800.0","8,750.0","11.05K","1.74%"
"2018年09月27日","8,640.0","8,650.0","8,670.0","8,620.0","6.57K","-0.58%"
"2018年09月26日","8,690.0","8,660.0","8,700.0","8,660.0","12.10K","0.58%"
"2018年09月25日","8,640.0","8,650.0","8,650.0","8,620.0","7.82K","-0.46%"
"2018年09月21日","8,680.0","8,630.0","8,680.0","8,620.0","14.99K","1.88%"
"2018年09月20日","8,520.0","8,540.0","8,540.0","8,500.0","4.90K","-0.23%"
"2018年09月19日","8,540.0","8,540.0","8,540.0","8,500.0","9.88K","1.30%"
"2018年09月18日","8,430.0","8,370.0","8,440.0","8,360.0","16.40K","-1.98%"
"2018年09月14日","8,600.0","8,580.0","8,610.0","8,560.0","7.74K","2.02%"
"2018年09月13日","8,430.0","8,430.0","8,470.0","8,420.0","11.09K","-0.71%"
"2018年09月12日","8,490.0","8,510.0","8,510.0","8,470.0","7.59K","0.47%"
"2018年09月11日","8,450.0","8,420.0","8,460.0","8,410.0","10.25K","0.84%"
"2018年09月10日","8,380.0","8,350.0","8,380.0","8,350.0","8.60K","0.24%"
"2018年09月07日","8,360.0","8,370.0","8,370.0","8,310.0","12.59K","-1.42%"
"2018年09月06日","8,480.0","8,500.0","8,520.0","8,470.0","11.28K","-1.51%"
"2018年09月05日","8,610.0","8,630.0","8,640.0","8,600.0","4.10K","-0.23%"
