"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2016年10月04日","5,030.0","5,010.0","5,040.0","5,010.0","2.70K","0.70%"
"2016年10月03日","4,995.0","4,995.0","5,020.0","4,985.0","2.55K","1.22%"
"2016年09月30日","4,935.0","4,950.0","4,975.0","4,925.0","1.18K","-1.30%"
"2016年09月29日","5,000.0","4,980.0","5,000.0","4,975.0","2.13K","1.11%"
"2016年09月28日","4,945.0","4,945.0","4,945.0","4,925.0","0.89K","0.61%"
"2016年09月27日","4,915.0","4,890.0","4,930.0","4,845.0","0.79K","-0.41%"
"2016年09月26日","4,935.0","4,980.0","4,980.0","4,935.0","1.43K","-1.10%"
"2016年09月23日","4,990.0","4,985.0","4,990.0","4,975.0","0.71K","-0.20%"
"2016年09月21日","5,000.0","4,950.0","5,000.0","4,900.0","3.44K","0.70%"
"2016年09月20日","4,965.0","4,935.0","4,965.0","4,935.0","1.20K","0.30%"
"2016年09月16日","4,950.0","4,945.0","4,970.0","4,925.0","1.29K","1.33%"
"2016年09月15日","4,885.0","4,900.0","4,900.0","4,885.0","2.26K","-0.61%"
"2016年09月14日","4,915.0","4,900.0","4,930.0","4,880.0","1.69K","0.31%"
"2016年09月13日","4,900.0","4,895.0","4,930.0","4,865.0","1.72K","2.08%"
"2016年09月12日","4,800.0","4,820.0","4,830.0","4,765.0","4.89K","-3.23%"
"2016年09月09日","4,960.0","4,960.0","4,965.0","4,950.0","0.31K","0.00%"
"2016年09月08日","4,960.0","4,955.0","4,970.0","4,940.0","0.27K","0.51%"
"2016年09月07日","4,935.0","4,945.0","4,960.0","4,910.0","0.89K","-1.50%"
"2016年09月06日","5,010.0","5,040.0","5,040.0","5,000.0","1.44K","-0.20%"
"2016年09月05日","5,020.0","5,050.0","5,050.0","5,010.0","1.86K","0.90%"
"2016年09月02日","4,975.0","4,995.0","4,995.0","4,955.0","1.66K","-0.10%"
"2016年09月01日","4,980.0","4,980.0","4,980.0","4,970.0","0.84K","0.20%"
"2016年08月31日","4,970.0","4,955.0","4,975.0","4,940.0","1.80K","0.61%"
"2016年08月30日","4,940.0","4,930.0","4,940.0","4,925.0","0.72K","-0.50%"
"2016年08月29日","4,965.0","4,930.0","4,965.0","4,915.0","3.36K","2.06%"
"2016年08月26日","4,865.0","4,880.0","4,880.0","4,820.0","0.79K","0.31%"
"2016年08月25日","4,850.0","4,865.0","4,865.0","4,850.0","0.78K","-0.82%"
"2016年08月24日","4,890.0","4,890.0","4,890.0","4,880.0","0.23K","0.41%"
"2016年08月23日","4,870.0","4,880.0","4,880.0","4,860.0","1.13K","-0.51%"
"2016年08月22日","4,895.0","4,890.0","4,895.0","4,870.0","2.21K","0.31%"
"2016年08月19日","4,880.0","4,870.0","4,885.0","4,810.0","0.10K","0.41%"
"2016年08月18日","4,860.0","4,855.0","4,865.0","4,845.0","1.78K","-0.61%"
"2016年08月17日","4,890.0","4,850.0","4,890.0","4,850.0","1.04K","0.20%"
"2016年08月16日","4,880.0","4,945.0","4,945.0","4,880.0","4.02K","-1.11%"
"2016年08月15日","4,935.0","4,925.0","4,935.0","4,920.0","1.10K","-0.30%"
"2016年08月12日","4,950.0","4,945.0","4,950.0","4,945.0","1.09K","1.23%"
"2016年08月10日","4,890.0","4,930.0","4,930.0","4,890.0","1.40K","-0.81%"
"2016年08月09日","4,930.0","4,945.0","4,945.0","4,930.0","0.32K","-0.30%"
"2016年08月08日","4,945.0","4,945.0","4,945.0","4,930.0","2.72K","1.33%"
"2016年08月05日","4,880.0","4,870.0","4,880.0","4,870.0","2.22K","0.21%"
"2016年08月04日","4,870.0","4,860.0","4,870.0","4,845.0","3.74K","0.93%"
"2016年08月03日","4,825.0","4,825.0","4,840.0","4,820.0","4.86K","-2.53%"
"2016年08月02日","4,950.0","4,985.0","4,985.0","4,930.0","2.94K","0.20%"
"2016年08月01日","4,940.0","4,935.0","4,950.0","4,920.0","2.31K","-0.40%"
"2016年07月29日","4,960.0","5,030.0","5,100.0","4,940.0","1.97K","-0.80%"
"2016年07月28日","5,000.0","5,020.0","5,040.0","4,940.0","1.78K","-0.79%"
"2016年07月27日","5,040.0","5,000.0","5,050.0","5,000.0","4.58K","1.92%"
"2016年07月26日","4,945.0","5,000.0","5,000.0","4,900.0","2.24K","-1.10%"
"2016年07月25日","5,000.0","5,020.0","5,090.0","5,000.0","3.61K","0.50%"
"2016年07月22日","4,975.0","4,995.0","4,995.0","4,960.0","2.51K","-1.29%"
"2016年07月21日","5,040.0","5,050.0","5,080.0","5,030.0","3.24K","1.61%"
"2016年07月20日","4,960.0","4,975.0","4,975.0","4,940.0","1.36K","0.10%"
"2016年07月19日","4,955.0","4,980.0","4,980.0","4,920.0","2.78K","1.64%"
"2016年07月15日","4,875.0","4,910.0","4,975.0","4,875.0","3.92K","-0.20%"
"2016年07月14日","4,885.0","4,830.0","4,885.0","4,825.0","1.85K","1.14%"
"2016年07月13日","4,830.0","4,880.0","4,880.0","4,810.0","3.17K","1.15%"
"2016年07月12日","4,775.0","4,745.0","4,775.0","4,735.0","4.23K","2.25%"
"2016年07月11日","4,670.0","4,630.0","4,675.0","4,630.0","2.45K","2.86%"
"2016年07月08日","4,540.0","4,555.0","4,575.0","4,525.0","3.85K","0.78%"
"2016年07月07日","4,505.0","4,560.0","4,565.0","4,505.0","1.63K","-0.11%"
"2016年07月06日","4,510.0","4,520.0","4,580.0","4,490.0","4.08K","-1.74%"
"2016年07月05日","4,590.0","4,630.0","4,640.0","4,570.0","1.24K","-0.86%"
"2016年07月04日","4,630.0","4,625.0","4,635.0","4,625.0","1.15K","0.76%"
"2016年07月01日","4,595.0","4,635.0","4,635.0","4,580.0","1.86K","0.66%"
"2016年06月30日","4,565.0","4,565.0","4,580.0","4,535.0","3.20K","2.35%"
"2016年06月29日","4,460.0","4,485.0","4,490.0","4,460.0","1.87K","1.83%"
"2016年06月28日","4,380.0","4,340.0","4,395.0","4,335.0","3.87K","-0.45%"
"2016年06月27日","4,400.0","4,400.0","4,430.0","4,380.0","9.95K","-0.11%"
"2016年06月24日","4,405.0","4,775.0","4,785.0","4,335.0","9.33K","-6.38%"
"2016年06月23日","4,705.0","4,690.0","4,735.0","4,690.0","2.80K","0.21%"
"2016年06月22日","4,695.0","4,680.0","4,695.0","4,675.0","2.22K","0.00%"
"2016年06月21日","4,695.0","4,635.0","4,695.0","4,635.0","6.80K","-0.21%"
"2016年06月20日","4,705.0","4,680.0","4,740.0","4,680.0","5.12K","0.21%"
"2016年06月17日","4,695.0","4,690.0","4,770.0","4,685.0","4.88K","0.97%"
"2016年06月16日","4,650.0","4,780.0","4,780.0","4,650.0","7.15K","-2.72%"
"2016年06月15日","4,780.0","4,760.0","4,780.0","4,755.0","1.31K","0.31%"
"2016年06月14日","4,765.0","4,770.0","4,775.0","4,755.0","2.37K","-0.21%"
"2016年06月13日","4,775.0","4,845.0","4,845.0","4,775.0","3.97K","-2.85%"
"2016年06月10日","4,915.0","4,900.0","4,915.0","4,895.0","1.36K","0.51%"
"2016年06月09日","4,890.0","4,920.0","4,925.0","4,880.0","1.44K","-0.51%"
"2016年06月08日","4,915.0","4,925.0","4,925.0","4,900.0","1.25K","-1.11%"
"2016年06月07日","4,970.0","4,940.0","4,970.0","4,940.0","0.62K","1.12%"
"2016年06月06日","4,915.0","4,900.0","4,915.0","4,860.0","2.36K","-1.40%"
"2016年06月03日","4,985.0","5,000.0","5,030.0","4,985.0","1.72K","-0.50%"
"2016年06月02日","5,010.0","5,050.0","5,050.0","5,000.0","1.22K","-0.60%"
"2016年06月01日","5,040.0","5,100.0","5,100.0","5,030.0","1.49K","-1.18%"
"2016年05月31日","5,100.0","5,080.0","5,120.0","5,080.0","1.20K","0.00%"
"2016年05月30日","5,100.0","5,090.0","5,110.0","5,080.0","5.08K","2.00%"
"2016年05月27日","5,000.0","4,985.0","5,020.0","4,985.0","1.82K","0.60%"
"2016年05月26日","4,970.0","4,990.0","5,000.0","4,970.0","2.88K","0.10%"
"2016年05月25日","4,965.0","4,965.0","4,985.0","4,965.0","4.00K","2.69%"
"2016年05月24日","4,835.0","4,850.0","4,850.0","4,835.0","0.33K","-0.92%"
"2016年05月23日","4,880.0","4,870.0","4,880.0","4,855.0","1.04K","0.62%"
"2016年05月20日","4,850.0","4,835.0","4,855.0","4,830.0","0.61K","0.00%"
"2016年05月19日","4,850.0","4,850.0","4,855.0","4,825.0","1.57K","1.04%"
"2016年05月18日","4,800.0","4,800.0","4,805.0","4,775.0","0.80K","-1.34%"
"2016年05月17日","4,865.0","4,790.0","4,865.0","4,790.0","2.40K","1.67%"
"2016年05月16日","4,785.0","4,760.0","4,795.0","4,760.0","0.97K","-0.10%"
"2016年05月13日","4,790.0","4,815.0","4,820.0","4,785.0","5.14K","-0.83%"
"2016年05月12日","4,830.0","4,810.0","4,840.0","4,790.0","1.57K","-0.62%"
"2016年05月11日","4,860.0","4,890.0","4,900.0","4,850.0","1.39K","0.83%"
"2016年05月10日","4,820.0","4,780.0","4,830.0","4,765.0","2.09K","1.90%"
"2016年05月09日","4,730.0","4,740.0","4,775.0","4,725.0","4.21K","0.11%"
"2016年05月06日","4,725.0","4,700.0","4,725.0","4,670.0","4.19K","0.53%"
"2016年05月02日","4,700.0","4,700.0","4,700.0","4,615.0","9.69K","-3.79%"
"2016年04月28日","4,885.0","5,000.0","5,040.0","4,860.0","3.31K","-1.91%"
"2016年04月27日","4,980.0","5,000.0","5,000.0","4,980.0","1.10K","-1.58%"
"2016年04月26日","5,060.0","5,050.0","5,060.0","5,040.0","0.99K","0.60%"
"2016年04月25日","5,030.0","5,080.0","5,080.0","5,020.0","1.57K","0.00%"
"2016年04月22日","5,030.0","5,020.0","5,030.0","4,985.0","0.75K","-0.59%"
"2016年04月21日","5,060.0","5,050.0","5,080.0","5,050.0","0.73K","1.20%"
"2016年04月20日","5,000.0","5,020.0","5,020.0","5,000.0","1.77K","-0.99%"
"2016年04月19日","5,050.0","5,040.0","5,070.0","5,040.0","0.92K","2.23%"
"2016年04月18日","4,940.0","4,990.0","4,990.0","4,915.0","3.74K","-2.37%"
"2016年04月15日","5,060.0","5,030.0","5,080.0","5,030.0","1.70K","0.40%"
"2016年04月14日","5,040.0","5,040.0","5,080.0","5,040.0","2.64K","1.00%"
"2016年04月13日","4,990.0","4,980.0","4,990.0","4,960.0","1.90K","1.63%"
"2016年04月12日","4,910.0","4,895.0","4,925.0","4,880.0","1.47K","0.31%"
"2016年04月11日","4,895.0","4,940.0","4,940.0","4,890.0","3.12K","-1.71%"
"2016年04月08日","4,980.0","4,945.0","4,990.0","4,925.0","5.16K","-0.80%"
"2016年04月07日","5,020.0","5,040.0","5,060.0","5,010.0","1.01K","-0.40%"
"2016年04月06日","5,040.0","5,000.0","5,050.0","5,000.0","1.75K","-0.59%"
"2016年04月05日","5,070.0","5,110.0","5,110.0","5,040.0","1.45K","-1.55%"
"2016年04月04日","5,150.0","5,120.0","5,150.0","5,100.0","4.45K","1.38%"
"2016年04月01日","5,080.0","5,110.0","5,120.0","5,060.0","3.54K","-0.59%"
"2016年03月31日","5,110.0","5,120.0","5,140.0","5,110.0","1.17K","0.00%"
"2016年03月30日","5,110.0","5,130.0","5,130.0","5,110.0","2.60K","0.20%"
"2016年03月29日","5,100.0","5,080.0","5,100.0","5,060.0","3.78K","0.39%"
"2016年03月28日","5,080.0","5,080.0","5,100.0","5,070.0","2.01K","1.20%"
"2016年03月25日","5,020.0","5,080.0","5,080.0","5,020.0","0.95K","-0.40%"
"2016年03月24日","5,040.0","5,010.0","5,040.0","5,010.0","2.23K","-0.59%"
"2016年03月23日","5,070.0","5,060.0","5,070.0","5,040.0","0.81K","1.00%"
"2016年03月22日","5,020.0","5,030.0","5,030.0","5,000.0","3.29K","0.20%"
"2016年03月18日","5,010.0","5,020.0","5,020.0","5,000.0","0.59K","-0.20%"
"2016年03月17日","5,020.0","5,090.0","5,090.0","5,000.0","1.06K","0.00%"
"2016年03月16日","5,020.0","5,000.0","5,050.0","5,000.0","0.31K","0.40%"
"2016年03月15日","5,000.0","5,020.0","5,070.0","5,000.0","1.07K","-0.60%"
"2016年03月14日","5,030.0","5,040.0","5,050.0","5,010.0","0.67K","1.00%"
"2016年03月11日","4,980.0","4,930.0","4,980.0","4,930.0","1.28K","0.00%"
"2016年03月10日","4,980.0","4,950.0","4,985.0","4,950.0","0.97K","2.05%"
"2016年03月09日","4,880.0","4,860.0","4,890.0","4,850.0","5.35K","0.00%"
"2016年03月08日","4,880.0","4,970.0","4,970.0","4,880.0","5.26K","-1.81%"
"2016年03月07日","4,970.0","4,980.0","4,980.0","4,960.0","1.60K","-0.40%"
"2016年03月04日","4,990.0","4,975.0","4,995.0","4,970.0","1.63K","-0.99%"
"2016年03月03日","5,040.0","4,980.0","5,040.0","4,980.0","1.59K","0.40%"
"2016年03月02日","5,020.0","4,990.0","5,030.0","4,990.0","5.25K","4.37%"
"2016年03月01日","4,810.0","4,800.0","4,820.0","4,770.0","0.97K","0.00%"
"2016年02月29日","4,810.0","4,895.0","4,895.0","4,805.0","1.46K","-1.33%"
"2016年02月26日","4,875.0","4,865.0","4,895.0","4,860.0","1.00K","1.04%"
"2016年02月25日","4,825.0","4,805.0","4,825.0","4,765.0","1.15K","2.55%"
"2016年02月24日","4,705.0","4,710.0","4,730.0","4,695.0","2.77K","-1.57%"
"2016年02月23日","4,780.0","4,835.0","4,850.0","4,780.0","1.62K","-0.42%"
"2016年02月22日","4,800.0","4,745.0","4,800.0","4,715.0","1.89K","0.31%"
"2016年02月19日","4,785.0","4,795.0","4,795.0","4,755.0","2.97K","-2.05%"
"2016年02月18日","4,885.0","4,895.0","4,895.0","4,840.0","3.43K","3.83%"
"2016年02月17日","4,705.0","4,740.0","4,785.0","4,680.0","3.19K","-1.98%"
"2016年02月16日","4,800.0","4,765.0","4,800.0","4,730.0","2.76K","2.24%"
"2016年02月15日","4,695.0","4,645.0","4,710.0","4,590.0","8.16K","3.53%"
"2016年02月12日","4,535.0","4,505.0","4,565.0","4,490.0","8.21K","-0.11%"
"2016年02月10日","4,540.0","4,620.0","4,620.0","4,535.0","6.93K","-1.41%"
"2016年02月09日","4,605.0","4,660.0","4,705.0","4,535.0","16.27K","-5.05%"
"2016年02月08日","4,850.0","4,800.0","4,855.0","4,780.0","3.27K","-1.62%"
"2016年02月05日","4,930.0","4,940.0","4,945.0","4,925.0","2.92K","-2.18%"
"2016年02月04日","5,040.0","5,020.0","5,080.0","5,000.0","2.74K","-0.98%"
"2016年02月03日","5,090.0","5,080.0","5,100.0","5,050.0","3.63K","-2.12%"
"2016年02月02日","5,200.0","5,260.0","5,270.0","5,190.0","1.30K","-1.33%"
"2016年02月01日","5,270.0","5,250.0","5,280.0","5,210.0","3.61K","3.74%"
"2016年01月29日","5,080.0","5,010.0","5,170.0","4,990.0","1.83K","0.99%"
"2016年01月28日","5,030.0","5,000.0","5,040.0","4,980.0","1.81K","-0.59%"
"2016年01月27日","5,060.0","5,050.0","5,080.0","5,020.0","5.02K","1.61%"
"2016年01月26日","4,980.0","5,030.0","5,050.0","4,980.0","2.66K","-2.54%"
"2016年01月25日","5,110.0","5,130.0","5,130.0","5,080.0","4.12K","1.39%"
"2016年01月22日","5,040.0","4,915.0","5,040.0","4,915.0","3.10K","2.65%"
"2016年01月21日","4,910.0","4,930.0","4,980.0","4,885.0","3.93K","1.87%"
"2016年01月20日","4,820.0","4,940.0","4,940.0","4,800.0","4.30K","-3.50%"
"2016年01月19日","4,995.0","4,950.0","4,995.0","4,910.0","5.73K","0.50%"
"2016年01月18日","4,970.0","4,930.0","4,990.0","4,910.0","10.79K","-1.58%"
"2016年01月15日","5,050.0","5,120.0","5,140.0","5,030.0","9.66K","1.10%"
"2016年01月14日","4,995.0","5,000.0","5,040.0","4,970.0","9.16K","-5.22%"
"2016年01月13日","5,270.0","5,210.0","5,270.0","5,210.0","5.50K","2.33%"
"2016年01月12日","5,150.0","5,170.0","5,220.0","5,100.0","6.09K","-1.90%"
"2016年01月08日","5,250.0","5,140.0","5,300.0","5,100.0","7.63K","0.77%"
"2016年01月07日","5,210.0","5,390.0","5,530.0","5,210.0","9.04K","-3.52%"
"2016年01月06日","5,400.0","5,450.0","5,460.0","5,380.0","3.97K","-1.64%"
"2016年01月05日","5,490.0","5,470.0","5,500.0","5,470.0","2.96K","-0.18%"
"2016年01月04日","5,500.0","5,640.0","5,640.0","5,500.0","5.68K","-4.01%"
