"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2020年12月30日","13,470.0","13,460.0","13,480.0","13,430.0","63.83K","-0.37%"
"2020年12月29日","13,520.0","13,480.0","13,520.0","13,480.0","189.43K","1.05%"
"2020年12月28日","13,380.0","13,350.0","13,400.0","13,320.0","69.23K","0.60%"
"2020年12月25日","13,300.0","13,330.0","13,340.0","13,290.0","26.60K","0.15%"
"2020年12月24日","13,280.0","13,270.0","13,290.0","13,250.0","40.14K","-0.08%"
"2020年12月23日","13,290.0","13,330.0","13,330.0","13,240.0","58.77K","0.30%"
"2020年12月22日","13,250.0","13,280.0","13,320.0","13,230.0","92.10K","-0.90%"
"2020年12月21日","13,370.0","13,350.0","13,370.0","13,290.0","96.36K","0.38%"
"2020年12月18日","13,320.0","13,300.0","13,320.0","13,290.0","81.03K","0.23%"
"2020年12月17日","13,290.0","13,280.0","13,290.0","13,240.0","79.70K","0.61%"
"2020年12月16日","13,210.0","13,210.0","13,230.0","13,190.0","62.05K","0.69%"
"2020年12月15日","13,120.0","13,130.0","13,150.0","13,080.0","121.77K","0.46%"
"2020年12月14日","13,060.0","13,070.0","13,090.0","13,040.0","70.64K","0.31%"
"2020年12月11日","13,020.0","13,080.0","13,090.0","13,010.0","62.76K","-0.08%"
"2020年12月10日","13,030.0","13,050.0","13,070.0","13,020.0","147.28K","-2.25%"
"2020年12月09日","13,330.0","13,330.0","13,360.0","13,320.0","88.21K","0.53%"
"2020年12月08日","13,260.0","13,240.0","13,260.0","13,220.0","53.99K","0.53%"
"2020年12月07日","13,190.0","13,230.0","13,240.0","13,160.0","67.94K","0.23%"
"2020年12月04日","13,160.0","13,140.0","13,170.0","13,120.0","61.91K","-0.38%"
"2020年12月03日","13,210.0","13,190.0","13,220.0","13,180.0","71.93K","0.53%"
"2020年12月02日","13,140.0","13,140.0","13,160.0","13,120.0","82.33K","0.38%"
"2020年12月01日","13,090.0","13,040.0","13,110.0","13,040.0","79.32K","1.79%"
"2020年11月30日","12,860.0","12,980.0","12,990.0","12,850.0","87.95K","0.16%"
"2020年11月27日","12,840.0","12,840.0","12,850.0","12,790.0","64.71K","-0.47%"
"2020年11月26日","12,900.0","12,870.0","12,900.0","12,850.0","105.79K","0.78%"
"2020年11月25日","12,800.0","12,840.0","12,890.0","12,800.0","149.94K","1.27%"
"2020年11月24日","12,640.0","12,650.0","12,690.0","12,640.0","101.88K","0.40%"
"2020年11月20日","12,590.0","12,550.0","12,630.0","12,550.0","42.68K","0.88%"
"2020年11月19日","12,480.0","12,500.0","12,520.0","12,440.0","39.15K","-0.79%"
"2020年11月18日","12,580.0","12,640.0","12,640.0","12,570.0","30.94K","-0.87%"
"2020年11月17日","12,690.0","12,770.0","12,770.0","12,690.0","66.46K","-0.55%"
"2020年11月16日","12,760.0","12,760.0","12,780.0","12,720.0","57.18K","1.27%"
"2020年11月13日","12,600.0","12,620.0","12,620.0","12,550.0","44.43K","-0.47%"
"2020年11月12日","12,660.0","12,720.0","12,720.0","12,570.0","84.17K","1.85%"
"2020年11月11日","12,430.0","12,360.0","12,450.0","12,340.0","110.90K","-0.24%"
"2020年11月10日","12,460.0","12,630.0","12,660.0","12,410.0","213.92K","-4.15%"
"2020年11月09日","13,000.0","12,810.0","13,010.0","12,790.0","226.03K","3.50%"
"2020年11月06日","12,560.0","12,680.0","12,680.0","12,480.0","137.86K","-0.79%"
"2020年11月05日","12,660.0","12,500.0","12,660.0","12,450.0","288.24K","3.09%"
"2020年11月04日","12,280.0","12,010.0","12,470.0","11,920.0","338.58K","4.24%"
"2020年11月02日","11,780.0","11,680.0","11,790.0","11,660.0","175.18K","0.68%"
"2020年10月30日","11,700.0","11,900.0","11,900.0","11,690.0","102.04K","-1.93%"
"2020年10月29日","11,930.0","11,840.0","11,930.0","11,830.0","146.92K","-2.29%"
"2020年10月28日","12,210.0","12,220.0","12,230.0","12,180.0","66.56K","-0.25%"
"2020年10月27日","12,240.0","12,200.0","12,250.0","12,190.0","103.02K","-0.73%"
"2020年10月26日","12,330.0","12,340.0","12,360.0","12,330.0","40.77K","-0.16%"
"2020年10月23日","12,350.0","12,390.0","12,400.0","12,330.0","89.51K","0.32%"
"2020年10月22日","12,310.0","12,340.0","12,350.0","12,280.0","61.45K","-1.36%"
"2020年10月21日","12,480.0","12,500.0","12,530.0","12,470.0","67.52K","-0.40%"
"2020年10月20日","12,530.0","12,520.0","12,560.0","12,480.0","113.94K","-1.49%"
"2020年10月19日","12,720.0","12,680.0","12,730.0","12,670.0","96.50K","0.39%"
"2020年10月16日","12,670.0","12,720.0","12,730.0","12,600.0","132.97K","-0.08%"
"2020年10月15日","12,680.0","12,740.0","12,750.0","12,650.0","177.68K","-2.08%"
"2020年10月14日","12,950.0","12,930.0","12,990.0","12,920.0","110.32K","0.23%"
"2020年10月13日","12,920.0","12,910.0","12,930.0","12,840.0","177.31K","2.46%"
"2020年10月12日","12,610.0","12,570.0","12,610.0","12,540.0","133.18K","1.37%"
"2020年10月09日","12,440.0","12,450.0","12,470.0","12,420.0","137.00K","0.57%"
"2020年10月08日","12,370.0","12,380.0","12,400.0","12,350.0","154.65K","1.81%"
"2020年10月07日","12,150.0","12,080.0","12,170.0","12,060.0","164.53K","-1.22%"
"2020年10月06日","12,300.0","12,270.0","12,310.0","12,250.0","136.52K","1.15%"
"2020年10月05日","12,160.0","12,150.0","12,190.0","12,120.0","130.75K","0.50%"
"2020年10月02日","12,100.0","12,410.0","12,420.0","12,060.0","322.31K","1.00%"
"2020年09月30日","11,980.0","12,180.0","12,270.0","11,980.0","221.34K","-2.36%"
"2020年09月29日","12,270.0","12,230.0","12,280.0","12,210.0","166.24K","2.34%"
"2020年09月28日","11,990.0","11,970.0","12,000.0","11,930.0","106.15K","2.65%"
"2020年09月25日","11,680.0","11,730.0","11,770.0","11,680.0","87.98K","1.30%"
