2020/10/04 20:40:23 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,707.908,1237.107
South America,Peru,32665,158.688,987.174
Europe,Belgium,10044,39.308,865.627
South America,Bolivia,8073,220.151,689.198
Europe,Spain,32086,49.566,686.194
Europe,Andorra,53,34.882,685.659
South America,Brazil,146011,133.977,685.653
South America,Chile,12979,183.369,677.467
South America,Ecuador,11597,119.076,654.749
North America,USA,214515,116.840,647.091
Europe,UK,42317,49.236,622.479
North America,Mexico,78880,114.225,610.161
Europe,Italy,35986,99.664,595.436
Europe,Sweden,5895,133.709,582.791
North America,Panama,2414,119.956,557.237
South America,Colombia,26556,95.282,520.476
North America,Sint Maarten,22,70.650,511.614
Europe,France,32230,34.782,493.504
South America,Argentina,20795,40.964,459.015
Europe,Netherlands,6454,24.666,376.434
Europe,Ireland,1810,58.202,365.503
Europe,North Macedonia,756,76.075,362.872
Europe,Moldova,1366,45.659,338.826
Asia,Armenia,977,79.821,329.544
Asia,Iran,26957,87.942,319.869
Africa,South Africa,16976,311.702,285.305
Europe,Montenegro,179,29.945,284.995
Europe,Isle of Man,24,827.269,281.825
North America,Aruba,30,81.769,280.679
Europe,Channel Islands,48,147.091,275.398
Europe,Bosnia and Herzegovina,879,93.491,268.375
Europe,Romania,5003,47.384,260.532
North America,Canada,9480,59.584,250.588
North America,Bahamas,96,34.983,243.516
North America,Honduras,2399,87.712,241.246
Europe,Switzerland,2077,102.266,239.536
Asia,Iraq,9399,59.499,232.359
South America,French Guiana,67,290.706,222.872
North America,Saint Martin,8,66.477,206.019
Europe,Luxembourg,126,78.477,200.452
Europe,Portugal,2005,66.779,196.774
North America,Dominican Republic,2134,177.091,196.213
Asia,Oman,977,126.188,190.113
Asia,Israel,1719,33.724,186.898
North America,Costa Rica,950,51.397,186.048
North America,Guatemala,3293,115.333,182.939
South America,Suriname,106,254.463,180.269
Asia,Kyrgyzstan,1066,193.080,162.705
North America,Turks and Caicos,6,238.434,154.437
Africa,Mayotte,42,74.589,153.029
Asia,Bahrain,259,116.530,150.923
Europe,Russia,21358,90.298,146.342
Asia,Kuwait,624,146.739,145.568
North America,Guadeloupe,57,23.255,142.448
Asia,Saudi Arabia,4875,508.578,139.473
Europe,Albania,396,66.282,137.653
All,Total:,1040488,80.938,133.485
All,World,1040488,80.938,133.479
North America,El Salvador,863,171.821,132.864
South America,Paraguay,913,35.644,127.604
Europe,Bulgaria,841,68.910,121.276
Europe,Germany,9602,93.778,114.507
Europe,Denmark,658,44.855,113.487
Africa,Cabo Verde,62,55.726,111.208
South America,Guyana,85,60.118,107.940
Europe,Ukraine,4397,37.006,100.692
Asia,Turkey,8441,154.825,99.801
Africa,Eswatini,111,193.368,95.413
