2020/04/15 03:28:31 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3342,807.506,2.315
S.Korea,225,245.816,4.398
Martinique,8,189.219,21.316
Guadeloupe,8,173.449,19.972
Taiwan,6,133.763,0.260
HongKong,4,92.074,0.533
TrinidadandTobago,8,88.932,5.735
Iceland,8,77.794,23.442
Australia,61,74.795,2.396
Norway,139,57.382,25.647
Luxembourg,67,56.314,107.034
Austria,384,51.085,42.649
Togo,3,50.908,0.351
Thailand,41,49.495,0.581
Jordan,7,46.923,0.688
Lebanon,21,45.379,3.080
Switzerland,1174,44.346,135.660
Angola,2,43.623,0.063
Slovenia,56,43.416,26.944
Latvia,5,37.369,2.648
Montenegro,4,36.753,6.375
NewZealand,9,35.729,1.864
Greece,101,34.331,9.681
Zambia,2,33.906,0.089
Estonia,31,32.950,23.369
Barbados,5,32.934,17.397
Iran,4683,32.817,55.725
Uruguay,8,32.620,2.309
Venezuela,9,32.196,0.326
Iraq,78,31.820,1.950
Italy,21067,31.692,348.377
Andorra,31,31.169,401.212
Czechia,161,30.826,15.044
Palestine,2,30.720,0.390
Lithuania,29,30.368,10.651
Spain,18255,28.361,390.459
Mauritius,9,28.329,7.083
Albania,24,28.234,8.337
Tunisia,34,27.962,2.867
Germany,3495,27.322,41.715
Bulgaria,35,26.329,5.056
Denmark,299,25.985,51.617
Kenya,9,25.823,0.167
AntiguaandBarbuda,2,25.396,20.435
Malaysia,82,25.374,2.532
Armenia,16,25.331,5.398
Slovakia,2,23.972,0.366
Senegal,2,23.869,0.120
CostaRica,3,23.340,0.587
SriLanka,7,23.183,0.330
Cameroon,14,22.730,0.528
ChannelIslands,13,21.470,74.780
France,15729,20.385,240.924
Croatia,31,20.380,7.550
Mayotte,3,20.367,10.991
Finland,64,20.233,11.561
BurkinaFaso,30,19.948,1.420
Israel,123,19.596,14.214
SintMaarten,9,18.493,209.942
SouthAfrica,27,18.023,0.458
Malta,3,17.749,6.794
Algeria,326,17.631,7.402
Cyprus,12,17.415,9.945
Portugal,567,17.115,55.602
Belgium,4157,17.027,358.673
World,126708,16.881,16.227
Total:,126708,16.881,16.258
SanMarino,36,16.866,1060.935
Netherlands,2945,16.823,171.852
DRC,20,16.626,0.249
Honduras,31,16.455,3.107
BosniaandHerzegovina,40,16.220,12.188
Philippines,335,16.183,3.079
Nigeria,11,16.110,0.059
Paraguay,8,16.051,1.143
Sweden,1033,15.801,102.262
Bahamas,8,15.738,20.408
Poland,263,14.941,6.938
Pakistan,96,14.699,0.428
Canada,903,14.125,23.924
Georgia,3,13.787,0.750
Guyana,6,13.720,7.660
Argentina,105,13.714,2.321
Chile,92,13.632,4.811
Romania,351,13.184,18.267
USA,26047,12.987,78.707
Azerbaijan,13,12.910,1.282
Bermuda,5,12.786,80.263
NorthMacedonia,44,12.558,21.128
Morocco,126,12.360,3.404
Haiti,3,12.345,0.300
Ethiopia,3,12.149,0.026
Egypt,178,11.842,1.742
Syria,2,11.474,0.138
UK,12107,11.142,178.368
Qatar,7,11.053,2.430
DominicanRepublic,183,10.965,16.874
Kuwait,3,10.537,0.702
Panama,95,10.475,22.009
Kyrgyzstan,5,10.426,0.767
ElSalvador,6,10.294,0.926
IsleofMan,2,10.220,23.520
Afghanistan,23,10.214,0.580
Brazil,1552,10.154,7.312
Zimbabwe,3,9.852,0.167
Indonesia,459,9.844,1.707
Congo,5,9.755,0.878
Moldova,40,9.720,9.907
IvoryCoast,6,9.557,0.226
Jamaica,4,9.498,1.333
Colombia,127,9.422,2.515
Serbia,94,9.409,10.758
Cuba,21,9.394,1.864
Hungary,122,9.253,12.668
Kazakhstan,14,9.199,0.750
Turkey,1403,9.110,16.635
Ecuador,369,9.058,20.918
SaudiArabia,73,8.949,2.094
Japan,146,7.872,1.148
UAE,28,7.851,2.832
Bahrain,7,7.842,4.114
Ireland,406,7.623,82.233
Bolivia,28,7.619,2.398
Liberia,6,7.539,1.220
Mexico,406,7.330,3.158
Oman,4,7.320,0.782
India,393,7.312,0.274
Malawi,2,7.000,0.100
Singapore,10,6.981,1.710
Ukraine,98,6.893,2.238
Ghana,8,6.844,0.252
Niger,14,6.758,0.589
Guatemala,5,6.674,0.278
Tanzania,3,6.457,0.051
Uzbekistan,4,6.387,0.120
Belize,2,5.983,5.000
Sudan,5,5.869,0.109
Peru,230,5.615,6.965
Russia,170,5.456,1.168
Mali,13,5.438,0.632
Djibouti,2,4.905,2.022
Myanmar,4,4.612,0.063
Belarus,33,4.316,3.490
Bangladesh,46,3.161,0.273
Somalia,2,3.015,0.133
