2020/06/14 20:23:00 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,238.088,1237.911
Europe,Belgium,9655,301.917,833.306
Europe,Andorra,51,4136.355,660.130
Europe,UK,41698,127.825,614.431
Europe,Spain,27136,536.906,580.377
Europe,Italy,34345,523.109,567.951
Europe,Sweden,4874,29.919,482.735
Europe,France,29407,210.291,450.588
North America,USA,117790,59.266,355.958
Europe,Netherlands,6059,161.026,353.606
Europe,Ireland,1706,1020.663,345.677
Europe,Channel Islands,48,1368.271,276.191
Europe,Switzerland,1938,935.340,224.025
South America,Ecuador,3896,41.351,221.005
North America,Canada,8146,127.810,215.912
South America,Brazil,42837,20.863,201.581
South America,Peru,6498,30.240,197.221
Europe,Luxembourg,110,561.792,175.865
South America,Chile,3323,15.616,173.897
Europe,Portugal,1517,73.657,148.764
North America,Bermuda,9,686.559,144.507
North America,Mexico,16872,21.297,130.894
Europe,Germany,8869,468.056,105.881
Asia,Iran,8837,48.050,105.284
Europe,Denmark,597,217.494,103.066
Africa,Mayotte,28,52.080,102.773
Europe,Moldova,406,23.044,100.635
North America,Panama,429,21.484,99.513
Asia,Armenia,269,16.247,90.786
Europe,North Macedonia,188,14.678,90.223
North America,Saint Martin,3,201.350,77.643
Europe,Austria,677,390.997,75.183
Europe,Romania,1410,59.999,73.259
Asia,Kuwait,296,33.909,69.361
Europe,Finland,326,243.772,58.831
Europe,Hungary,562,247.476,58.147
Asia,Turkey,4807,93.421,57.013
All,World,434177,37.023,55.708
All,Total:,434177,37.023,55.702
Africa,Sao Tome and Principe,12,17.446,54.810
North America,Dominican Republic,592,27.077,54.606
Europe,Slovenia,109,657.006,52.422
Europe,Estonia,69,225.495,52.004
South America,Bolivia,585,14.366,50.165
Europe,Bosnia and Herzegovina,163,46.441,49.694
Europe,Russia,6948,34.038,47.615
Europe,Norway,242,424.796,44.648
Africa,Djibouti,43,70.737,43.559
North America,Guadeloupe,14,116.085,34.959
Europe,Poland,1247,39.395,32.965
Asia,Israel,300,68.501,32.621
Europe,Belarus,308,39.614,32.596
South America,Colombia,1592,19.539,31.320
North America,Honduras,310,13.949,31.312
Europe,Czechia,329,109.860,30.732
Europe,Iceland,10,2193.117,29.315
Asia,UAE,289,48.505,29.239
Europe,Serbia,254,102.526,29.073
Asia,Saudi Arabia,972,19.054,27.939
Europe,Lithuania,75,133.724,27.531
Europe,Croatia,107,2182.928,26.037
Asia,Qatar,73,28.636,25.999
Europe,Bulgaria,172,26.051,24.752
Asia,Bahrain,42,20.485,24.736
North America,Barbados,7,114.006,24.354
Africa,South Africa,1423,13.569,24.007
North America,Guatemala,367,14.501,20.494
Asia,Oman,104,12.682,20.396
Europe,Malta,9,140.695,20.385
Europe,Ukraine,889,30.086,20.317
South America,Argentina,819,15.209,18.140
Africa,Mauritania,83,8.447,17.863
Europe,Greece,183,104.954,17.532
Africa,Algeria,767,58.506,17.491
Africa,Egypt,1575,15.501,15.398
South America,Guyana,12,151.856,15.245
Asia,Iraq,607,8.095,15.108
Asia,Cyprus,18,235.315,14.914
Europe,Latvia,28,481.450,14.830
Asia,Maldives,8,71.232,14.813
Europe,Albania,36,23.025,12.521
Asia,Afghanistan,471,20.521,12.114
Asia,Pakistan,2632,12.346,11.928
Asia,Azerbaijan,119,15.220,11.736
North America,El Salvador,72,20.442,11.110
Africa,Cabo Verde,6,14.938,10.800
Africa,Gabon,23,43.945,10.348
Africa,Sudan,447,34.232,10.207
South America,French Guiana,3,7.188,10.059
Asia,Philippines,1088,24.906,9.944
North America,Nicaragua,55,17.995,8.303
Africa,Cameroon,212,36.449,7.986
Asia,Indonesia,2134,21.406,7.805
Africa,Guinea-Bissau,15,74.547,7.634
North America,Cuba,84,142.992,7.399
Asia,Japan,924,299.854,7.283
Asia,Bangladesh,1171,14.778,7.118
Asia,India,9520,16.157,6.890
South America,Uruguay,23,2052.408,6.626
Africa,Sierra Leone,51,22.924,6.413
Africa,Liberia,32,17.125,6.358
North America,Haiti,70,15.940,6.134
Africa,Morocco,212,63.998,5.738
North America,Trinidad and Tobago,8,570.110,5.695
Africa,Somalia,88,36.129,5.546
Asia,S. Korea,277,187.327,5.409
Asia,Yemen,164,11.767,5.407
Asia,Tajikistan,50,39.500,5.253
Europe,Slovakia,28,373.116,5.137
Africa,Mali,104,28.194,5.117
South America,Suriname,3,7.210,5.112
North America,Belize,2,94.594,5.000
Asia,Lebanon,32,53.220,4.692
Africa,Chad,73,292.155,4.466
Asia,Singapore,26,61.569,4.446
Africa,Congo,24,76.043,4.352
Africa,Tunisia,49,588.440,4.158
Asia,Kyrgyzstan,27,33.164,4.147
Asia,Kazakhstan,77,32.948,4.101
Australia/Oceania,Australia,102,543.984,3.999
Asia,Malaysia,121,270.995,3.736
Africa,Senegal,60,26.867,3.583
Asia,Georgia,14,72.407,3.516
Africa,Eswatini,4,11.556,3.453
North America,Jamaica,10,154.614,3.382
Asia,China,4634,4199.230,3.233
Africa,Niger,66,473.069,2.761
Africa,Burkina Faso,53,720.524,2.549
Africa,South Sudan,27,9.111,2.408
North America,Costa Rica,12,15.860,2.358
Africa,Comoros,2,21.883,2.307
Africa,Nigeria,407,19.535,1.972
Africa,Kenya,103,14.987,1.920
Africa,Guinea,25,56.821,1.907
Africa,Ivory Coast,45,15.669,1.708
Africa,Ghana,51,25.773,1.643
Africa,Togo,13,57.344,1.570
South America,Paraguay,11,28.935,1.545
Africa,CAR,7,17.959,1.450
Africa,DRC,107,23.249,1.187
Africa,Libya,8,9.896,1.167
Asia,Jordan,9,25.587,0.880
South America,Venezuela,24,16.016,0.843
Asia,Thailand,58,488.251,0.833
Asia,Nepal,19,8.410,0.653
Asia,Palestine,3,82.807,0.591
Asia,Uzbekistan,19,22.485,0.569
Africa,Zambia,10,22.053,0.545
Asia,Hong Kong,4,1344.011,0.533
Asia,Sri Lanka,11,119.764,0.512
Africa,Benin,6,9.211,0.502
Africa,Ethiopia,57,8.856,0.494
Africa,Madagascar,10,22.576,0.362
Asia,Syria,6,13.949,0.339
Africa,Malawi,6,16.689,0.318
Africa,Zimbabwe,4,15.315,0.272
Africa,Angola,6,10.784,0.174
Africa,Rwanda,2,16.154,0.155
Asia,Myanmar,6,57.844,0.115
Africa,Mozambique,3,13.688,0.098
