2020/06/17 03:14:19 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,1120.009,1237.911
Europe,Belgium,9663,495.648,833.856
Europe,Andorra,52,2069.390,673.016
Europe,UK,41969,178.542,618.408
Europe,Spain,27136,687.962,580.419
Europe,Italy,34405,660.989,569.022
Europe,Sweden,4939,37.270,489.148
Europe,France,29547,294.173,452.621
North America,USA,119132,71.730,359.975
Europe,Netherlands,6070,235.737,354.280
Europe,Ireland,1709,1190.983,346.266
Europe,Channel Islands,48,916.223,276.169
Europe,Switzerland,1954,1054.636,225.857
South America,Ecuador,3970,63.950,225.151
North America,Canada,8213,198.070,217.655
South America,Peru,7056,38.136,214.129
South America,Brazil,45456,22.348,213.911
South America,Chile,3383,22.379,177.028
Europe,Luxembourg,110,758.034,175.838
Europe,Portugal,1522,101.907,149.240
North America,Bermuda,9,230.463,144.500
North America,Mexico,18310,22.071,142.117
Asia,Iran,9065,61.932,107.967
Africa,Mayotte,29,103.347,106.416
Europe,Germany,8910,600.496,106.372
North America,Panama,457,20.009,105.979
Europe,Moldova,423,28.263,104.835
Europe,Denmark,598,251.572,103.247
Asia,Armenia,293,22.548,98.878
Europe,North Macedonia,201,19.784,96.456
North America,Saint Martin,3,201.350,77.643
Europe,Austria,681,450.839,75.631
Europe,Romania,1437,71.532,74.687
Asia,Kuwait,303,54.738,70.999
Europe,Finland,326,476.843,58.856
Europe,Hungary,565,393.204,58.482
Asia,Turkey,4842,104.026,57.448
All,Total:,445986,44.896,57.215
All,World,445986,44.896,57.194
North America,Dominican Republic,615,37.454,56.707
South America,Bolivia,659,15.865,56.477
Africa,Sao Tome and Principe,12,51.798,54.796
Europe,Slovenia,109,658.770,52.428
Europe,Estonia,69,561.262,52.021
Europe,Bosnia and Herzegovina,168,45.817,51.190
Europe,Russia,7284,48.625,49.917
Europe,Norway,242,581.162,44.655
Africa,Djibouti,43,130.230,43.549
South America,Colombia,1801,18.203,35.410
North America,Guadeloupe,14,116.085,34.959
Europe,Belarus,318,59.975,33.656
Europe,Poland,1272,59.805,33.617
Asia,Israel,302,80.524,32.841
North America,Honduras,322,17.315,32.523
Europe,Czechia,331,148.977,30.903
Asia,Saudi Arabia,1052,25.023,30.237
Asia,UAE,293,81.813,29.639
Europe,Iceland,10,1755.949,29.310
Europe,Serbia,256,150.197,29.296
Asia,Qatar,80,44.481,28.492
North America,Bahamas,11,502.181,28.029
Europe,Lithuania,76,197.964,27.901
Asia,Bahrain,47,25.793,27.674
Africa,South Africa,1625,15.155,27.419
Europe,Bulgaria,181,33.938,26.052
Europe,Croatia,107,1821.128,26.050
North America,Barbados,7,468.217,24.392
North America,Guatemala,418,15.740,23.348
Africa,Equatorial Guinea,32,20.029,22.846
Asia,Oman,114,16.668,22.350
Europe,Ukraine,912,35.999,20.837
Europe,Malta,9,149.129,20.387
Africa,Mauritania,93,10.279,20.029
South America,Argentina,878,15.080,19.432
Africa,Algeria,788,79.126,17.956
Europe,Greece,185,188.491,17.748
Asia,Iraq,712,12.535,17.722
Africa,Egypt,1766,21.742,17.270
South America,French Guiana,5,9.775,16.763
South America,Guyana,12,52.850,15.228
Asia,Cyprus,18,365.203,14.912
Europe,Latvia,28,885.493,14.842
Asia,Maldives,8,74.519,14.812
Europe,Montenegro,9,788.452,14.328
Africa,Gabon,29,21.827,13.041
Asia,Pakistan,2839,17.981,12.868
Europe,Albania,37,21.994,12.857
Asia,Afghanistan,491,28.132,12.634
Africa,Cabo Verde,7,20.305,12.593
Asia,Azerbaijan,126,21.749,12.432
North America,El Salvador,76,26.167,11.725
