2020/06/17 22:26:41 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,672.974,1237.914
Europe,Belgium,9675,430.615,834.943
Europe,Andorra,52,2069.390,673.016
Europe,UK,42153,156.979,621.059
Europe,Spain,27136,586.685,580.364
Europe,Italy,34448,556.383,569.672
Europe,Sweden,5041,31.680,499.277
Europe,France,29575,250.188,453.047
North America,USA,119914,61.978,362.370
Europe,Netherlands,6074,211.297,354.535
Europe,Ireland,1710,1115.348,346.440
Europe,Channel Islands,48,550.702,276.211
South America,Ecuador,4007,55.631,227.248
Europe,Switzerland,1956,877.228,226.066
South America,Peru,7257,33.947,220.233
South America,Brazil,46510,19.781,218.876
North America,Canada,8254,175.173,218.787
South America,Chile,3615,22.379,189.169
Europe,Luxembourg,110,548.141,175.838
Europe,Portugal,1523,85.768,149.341
North America,Bermuda,9,230.463,144.500
North America,Mexico,18310,22.071,142.117
Asia,Iran,9185,52.839,109.391
Europe,Moldova,433,23.112,107.332
Europe,Germany,8927,276.092,106.554
Africa,Mayotte,29,103.347,106.416
North America,Panama,457,20.009,105.979
Europe,Denmark,598,212.136,103.266
Asia,Armenia,302,19.738,101.923
Europe,North Macedonia,210,16.910,100.783
North America,Saint Martin,3,201.350,77.643
Europe,Austria,687,419.132,76.316
Europe,Romania,1451,58.385,75.419
Asia,Kuwait,306,46.619,71.696
Europe,Finland,326,446.036,58.860
Europe,Hungary,567,385.541,58.674
North America,Dominican Republic,633,32.989,58.376
All,Total:,450198,39.456,57.755
All,World,450198,39.456,57.739
Asia,Turkey,4861,89.039,57.674
South America,Bolivia,659,15.865,56.477
Africa,Sao Tome and Principe,12,43.556,54.799
Europe,Slovenia,109,483.743,52.433
Europe,Estonia,69,502.437,52.003
Europe,Russia,7478,42.539,51.236
Europe,Bosnia and Herzegovina,168,39.164,51.186
Europe,Norway,243,455.348,44.849
Africa,Djibouti,43,125.770,43.549
South America,Colombia,1864,15.943,36.662
North America,Guadeloupe,14,116.085,34.959
Europe,Belarus,324,52.283,34.290
Europe,Poland,1286,49.637,33.971
North America,Honduras,330,14.659,33.355
Asia,Israel,303,64.762,32.945
Asia,Saudi Arabia,1091,21.155,31.363
Europe,Czechia,333,131.803,31.090
Asia,UAE,295,71.191,29.844
Europe,Serbia,257,121.299,29.411
Europe,Iceland,10,1098.377,29.311
Asia,Qatar,82,39.654,29.204
Asia,Bahrain,49,23.241,28.851
Africa,South Africa,1674,13.036,28.250
North America,Bahamas,11,502.181,28.029
Europe,Lithuania,76,189.273,27.912
Europe,Bulgaria,184,28.810,26.494
Europe,Croatia,107,1214.893,26.063
North America,Barbados,7,468.217,24.392
North America,Guatemala,418,15.740,23.348
Africa,Equatorial Guinea,32,20.029,22.846
Asia,Oman,116,15.038,22.743
