2020/05/12 12:27:42 UTC
Country,Total deaths,Td,Deaths/Mil.
China,4633,10585.087,3.241
Iceland,10,4366.827,29.306
ChannelIslands,41,1322.177,235.788
Taiwan,7,1065.019,0.286
Andorra,48,730.228,621.266
HongKong,4,723.990,0.534
NewZealand,21,657.888,4.349
Thailand,56,502.349,0.798
Aruba,3,487.625,28.099
Monaco,4,463.365,101.917
Slovenia,102,440.621,49.080
S.Korea,258,399.552,5.025
Switzerland,1845,394.886,213.165
Guadeloupe,13,371.175,32.500
Tunisia,45,355.232,3.794
IsleofMan,23,317.802,270.494
Luxembourg,101,311.979,161.345
Israel,258,308.361,29.803
Libya,3,308.098,0.422
Australia,97,291.389,3.803
Austria,623,246.580,69.166
Estonia,61,239.613,45.977
Barbados,7,201.350,24.333
SaintMartin,3,186.793,77.615
Norway,224,170.618,41.318
Cyprus,16,159.476,13.248
Slovakia,27,159.112,4.939
Martinique,14,148.782,37.283
Bermuda,8,141.908,128.471
Greece,151,138.269,14.513
Palestine,2,137.522,0.395
Italy,30739,132.976,508.462
Germany,7661,127.882,91.421
Czechia,283,115.638,26.441
Croatia,91,110.277,22.183
Netherlands,5510,107.498,321.622
France,26643,105.690,408.153
Lithuania,50,103.943,18.377
Malta,5,99.851,11.324
Japan,633,97.541,4.993
Malaysia,109,88.673,3.363
Georgia,11,86.135,2.754
Zimbabwe,4,84.887,0.222
Latvia,18,82.910,9.549
Tanzania,21,82.712,0.371
Ireland,1467,79.906,297.078
Belgium,8761,77.346,755.891
Serbia,218,77.313,24.958
Nicaragua,5,75.180,0.625
Syria,3,73.562,0.191
Albania,31,73.447,10.758
Cuba,77,72.775,6.780
Jamaica,9,69.613,3.048
Denmark,533,64.281,91.995
CostaRica,7,63.416,1.372
Hungary,425,62.360,44.001
Uruguay,19,61.427,5.478
SanMarino,41,60.717,1208.343
Spain,26920,59.170,575.816
Portugal,1163,54.229,114.038
Turkey,3841,53.529,45.535
NorthMacedonia,91,52.837,43.695
Djibouti,3,51.170,3.037
Niger,46,49.962,1.880
Iran,6733,47.310,80.176
BosniaandHerzegovina,117,46.922,35.675
Finland,275,46.816,49.613
Myanmar,6,43.495,0.100
Bahamas,11,42.652,27.914
BurkinaFaso,50,39.428,2.368
Uzbekistan,10,37.436,0.299
Romania,991,36.962,51.503
USA,81796,36.416,247.119
SriLanka,9,34.503,0.425
Canada,4993,34.388,132.279
Poland,827,32.163,21.872
Panama,249,31.527,57.713
World,288012,31.295,36.942
Total:,288012,31.295,36.949
Venezuela,10,31.077,0.355
UK,32065,30.836,472.364
Philippines,751,30.565,6.881
Lebanon,26,30.232,3.795
Sweden,3313,30.133,327.996
Moldova,175,29.953,43.373
Guyana,10,28.616,12.752
Bulgaria,93,28.373,13.365
Iraq,110,26.468,2.732
IvoryCoast,21,25.665,0.801
Jordan,9,25.609,0.881
Indonesia,1007,24.215,3.687
Mali,39,23.663,1.917
Kyrgyzstan,12,23.426,1.840
Morocco,188,22.717,5.098
Ukraine,425,20.855,9.708
Kazakhstan,32,20.765,1.703
Algeria,507,20.474,11.533
Singapore,21,20.230,3.590
Liberia,20,20.228,3.981
Cameroon,125,19.778,4.695
Argentina,314,19.371,6.952
Angola,2,19.307,0.044
DominicanRepublic,393,18.978,36.218
Guinea,11,18.817,0.840
UAE,203,18.816,20.526
Azerbaijan,32,18.230,3.152
Armenia,47,16.132,15.862
Oman,17,15.760,3.331
Belarus,135,15.524,14.287
Qatar,14,15.130,4.859
Malawi,3,14.726,0.158
EquatorialGuinea,4,14.618,2.852
Congo,11,14.092,1.982
Senegal,19,13.862,1.138
Kenya,33,13.604,0.613
Egypt,533,13.552,5.195
SaudiArabia,255,13.532,7.324
Togo,11,13.395,1.337
Somalia,52,13.294,3.295
Peru,1961,12.991,59.467
Chile,323,12.907,16.900
Colombia,479,12.902,9.404
Mexico,3573,12.853,27.737
Bahrain,9,12.589,5.290
CaboVerde,2,12.256,3.600
Mayotte,11,12.142,40.323
Russia,2116,12.070,14.496
DRC,41,11.938,0.440
Eswatini,2,11.800,1.726
Pakistan,724,11.594,3.279
Bangladesh,250,11.509,1.516
Guatemala,26,11.480,1.447
India,2310,11.312,1.683
Afghanistan,127,11.247,3.250
Brazil,11653,10.890,54.832
SouthAfrica,206,10.726,3.467
Maldives,3,10.183,5.548
Nigeria,150,9.616,0.743
Bolivia,122,9.309,10.472
ElSalvador,18,9.142,2.778
Paraguay,10,8.719,1.409
Kuwait,75,8.492,17.559
Honduras,116,8.393,11.710
Ethiopia,5,8.255,0.038
Guinea-Bissau,3,7.939,1.526
Ghana,22,7.650,0.708
SierraLeone,19,7.566,2.361
Zambia,7,7.271,0.393
Haiti,16,6.582,1.378
Gabon,9,6.207,4.040
Sudan,74,5.981,1.697
Yemen,9,4.947,0.321
Chad,31,4.793,1.925
Tajikistan,21,4.596,2.192
Benin,2,3.959,0.165
SaoTomeandPrincipe,5,2.203,22.812
