2020/04/14 19:21:49 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3341,781.608,2.315
S.Korea,222,217.551,4.329
Martinique,6,124.520,15.975
Guadeloupe,8,114.814,19.972
Taiwan,6,109.724,0.260
TrinidadandTobago,8,75.874,5.735
Australia,61,62.102,2.392
HongKong,4,61.375,0.533
Iceland,8,59.821,23.442
Luxembourg,67,45.144,107.034
Norway,139,42.159,25.647
Jordan,7,41.305,0.688
Austria,384,40.398,42.649
Barbados,4,36.336,13.944
Venezuela,9,35.729,0.333
Slovenia,56,34.284,26.944
Zambia,2,33.906,0.089
Thailand,41,33.229,0.581
Uruguay,8,31.976,2.302
Switzerland,1174,31.680,135.660
Lebanon,21,30.953,3.080
Montenegro,4,30.202,6.375
NewZealand,9,29.682,1.865
Palestine,2,29.303,0.390
Greece,101,28.656,9.681
Togo,3,28.639,0.351
Angola,2,28.234,0.063
Estonia,31,27.242,23.369
Iran,4683,27.067,55.725
Italy,21067,26.807,348.377
Latvia,5,26.746,2.648
Tunisia,34,26.730,2.867
Mauritius,9,25.570,7.083
Lithuania,29,24.820,10.651
Germany,3294,24.159,39.320
Spain,18056,23.628,386.150
Andorra,29,23.394,375.339
Bulgaria,35,22.926,5.056
Czechia,161,22.896,15.044
Jamaica,4,22.788,1.370
Albania,24,22.538,8.337
Iraq,78,21.919,1.950
Armenia,16,21.676,5.398
Kenya,9,21.301,0.167
Malaysia,82,21.111,2.532
SriLanka,7,21.033,0.330
Senegal,2,20.879,0.120
Denmark,299,19.412,51.617
Cameroon,14,19.127,0.528
SintMaarten,9,18.493,209.942
Israel,123,18.356,14.214
ChannelIslands,13,17.796,74.780
France,15729,17.774,240.924
Mayotte,3,17.327,10.991
CostaRica,3,17.319,0.587
Croatia,31,17.051,7.550
Congo,5,16.866,0.917
Honduras,26,16.818,2.619
SanMarino,36,16.606,1060.981
Malta,3,16.524,6.794
Finland,64,15.427,11.561
SouthAfrica,27,15.038,0.458
Paraguay,7,14.977,0.969
Philippines,335,14.811,3.079
Argentina,102,14.462,2.240
Netherlands,2945,14.409,171.852
Belgium,4157,14.355,358.673
Portugal,567,14.349,55.602
World,125145,14.293,16.028
Total:,125145,14.293,16.053
Cyprus,12,14.213,9.945
Algeria,326,14.119,7.402
BurkinaFaso,27,13.982,1.311
BosniaandHerzegovina,40,13.906,12.188
Slovakia,2,13.378,0.366
Nigeria,10,13.277,0.058
Pakistan,96,12.915,0.428
Bermuda,5,12.786,80.263
Bahamas,8,12.274,20.408
Poland,263,12.259,6.938
Sweden,1033,12.214,102.262
DRC,20,12.028,0.249
Canada,898,11.818,23.805
Georgia,3,11.770,0.750
NorthMacedonia,44,11.664,21.128
Guyana,6,11.659,7.660
Syria,2,11.474,0.138
AntiguaandBarbuda,2,11.351,20.435
Chile,92,11.112,4.811
Romania,351,10.952,18.267
USA,25195,10.894,76.107
Ethiopia,3,10.653,0.026
Morocco,126,10.398,3.404
Haiti,3,10.323,0.300
Panama,94,9.650,21.794
Qatar,7,9.500,2.430
Azerbaijan,13,9.467,1.282
DominicanRepublic,183,9.353,16.874
Afghanistan,23,9.268,0.580
IsleofMan,2,9.212,23.520
UK,12107,9.151,178.368
Zimbabwe,3,9.144,0.176
Indonesia,459,8.520,1.707
Kazakhstan,14,8.518,0.750
Egypt,178,8.434,1.742
Colombia,112,8.207,2.199
Kuwait,3,8.075,0.702
Serbia,94,8.068,10.758
Bolivia,28,8.067,2.373
Moldova,38,8.019,9.412
Hungary,122,7.882,12.668
Bahrain,7,7.708,4.112
Kyrgyzstan,5,7.648,0.767
Turkey,1403,7.505,16.635
ElSalvador,6,7.497,0.926
SaudiArabia,73,7.433,2.094
Brazil,1378,7.428,6.483
Cuba,21,7.354,1.864
Japan,143,7.225,1.122
IvoryCoast,6,7.128,0.226
Malawi,2,7.000,0.100
Ireland,406,6.947,82.233
Ecuador,355,6.857,20.124
Mexico,332,6.733,2.582
UAE,28,6.577,2.832
India,393,6.290,0.274
Niger,13,6.278,0.546
Guatemala,5,6.267,0.269
Oman,4,6.185,0.782
Singapore,10,6.169,1.710
Uzbekistan,4,6.124,0.119
Tanzania,3,6.124,0.051
Ghana,8,6.098,0.252
Sudan,5,5.869,0.109
Ukraine,98,5.806,2.238
Mali,13,5.137,0.632
Belize,2,5.137,5.000
Russia,170,4.689,1.168
Myanmar,4,4.612,0.063
Peru,230,3.884,6.965
Belarus,33,3.627,3.490
Djibouti,2,3.479,2.022
Liberia,6,3.373,1.220
Bangladesh,46,2.666,0.273
Somalia,2,2.408,0.133
