2020/05/18 19:30:46 UTC
Country,Total deaths,Td,Deaths/Mil.
China,4634,11177.999,3.240
Iceland,10,8740.932,29.329
NewZealand,21,3634.170,4.357
Slovenia,104,1183.085,50.014
Tunisia,45,1003.883,3.819
Thailand,56,916.728,0.794
Guadeloupe,13,749.636,32.458
HongKong,4,638.039,0.534
Andorra,51,612.970,660.185
Israel,276,587.004,31.956
Switzerland,1886,584.359,218.082
SintMaarten,15,371.175,350.260
France,28239,346.215,432.703
S.Korea,263,341.720,5.134
Croatia,95,335.391,23.110
ChannelIslands,43,333.571,247.599
IsleofMan,24,322.654,282.412
Luxembourg,107,322.160,171.276
Libya,3,312.950,0.415
Australia,99,303.419,3.884
Norway,233,294.332,43.033
Cyprus,17,275.649,14.089
Austria,629,201.538,69.902
Estonia,64,198.867,48.251
Slovakia,28,188.453,5.132
Martinique,14,183.881,37.333
Italy,32007,178.065,529.232
Germany,8119,170.518,96.960
Palestine,2,167.824,0.394
Netherlands,5694,155.857,332.422
Malaysia,113,154.203,3.500
Japan,744,153.103,5.894
Jamaica,9,137.730,3.046
Spain,27709,131.932,592.652
Uruguay,20,129.462,5.749
Belgium,9080,125.318,783.810
Greece,165,122.652,15.825
SanMarino,41,119.605,1208.622
Lithuania,59,118.623,21.624
Bermuda,9,116.917,144.439
Denmark,548,114.517,94.631
Bahamas,11,114.006,27.958
Myanmar,6,111.579,0.096
Czechia,298,109.376,27.818
Ireland,1547,107.808,313.747
Barbados,7,104.300,24.341
Serbia,231,96.812,26.427
Cuba,79,90.682,6.972
Portugal,1231,90.182,120.702
BurkinaFaso,51,83.377,2.435
Benin,2,79.791,0.165
Finland,300,75.720,54.169
Latvia,19,75.257,10.056
BosniaandHerzegovina,133,66.128,40.523
Hungary,462,65.879,47.834
Turkey,4171,65.062,49.523
CostaRica,10,62.186,1.963
Lebanon,26,60.281,3.798
Liberia,22,59.269,4.323
Albania,31,58.063,10.758
Paraguay,11,57.280,1.549
NorthMacedonia,104,55.160,49.911
Romania,1120,54.623,58.183
Georgia,12,51.524,3.013
Niger,54,50.381,2.270
UK,34796,48.745,512.890
Morocco,192,47.803,5.220
Malta,6,46.758,13.591
Angola,3,46.052,0.120
Canada,5839,44.205,154.849
USA,91539,44.200,276.766
Jordan,9,43.080,0.887
Iran,7057,42.533,84.171
Uzbekistan,13,41.927,0.391
Bulgaria,110,41.789,15.799
Ecuador,2736,41.360,155.344
Guyana,10,41.195,12.735
SaoTomeandPrincipe,7,39.755,32.021
Panama,275,37.771,63.869
Sweden,3698,37.281,366.428
World,318763,35.377,40.908
Total:,318763,35.377,40.895
Philippines,831,35.330,7.579
SriLanka,9,34.829,0.417
Poland,936,33.322,24.732
Eswatini,2,30.666,1.727
Ukraine,535,27.937,12.214
Singapore,22,27.922,3.764
DominicanRepublic,434,27.029,40.041
Kyrgyzstan,14,27.002,2.153
Cameroon,140,26.141,5.275
Ghana,29,24.379,0.935
Algeria,555,24.164,12.717
Mali,52,23.668,2.558
Malawi,3,23.617,0.171
Moldova,217,23.547,53.773
Syria,3,23.072,0.155
Kazakhstan,35,22.830,1.864
Guinea,16,22.676,1.222
IvoryCoast,27,22.506,1.024
Djibouti,7,21.396,7.097
Iraq,127,20.910,3.180
Indonesia,1191,20.814,4.365
Maldives,4,20.358,7.415
Zimbabwe,4,19.794,0.261
Belarus,171,19.727,18.094
UAE,224,19.569,22.678
Kenya,50,18.340,0.932
Venezuela,10,18.135,0.351
Azerbaijan,40,18.059,3.944
Egypt,645,17.986,6.317
Russia,2722,17.806,18.654
CaboVerde,3,16.866,5.405
Somalia,57,16.746,3.604
Argentina,374,16.703,8.298
Mayotte,18,16.612,66.193
Peru,2648,16.547,80.439
Honduras,142,16.503,14.382
Senegal,26,16.212,1.553
Nigeria,182,15.986,0.886
Pakistan,903,15.725,4.094
Guinea-Bissau,4,15.644,2.040
Bahrain,12,15.340,7.086
SaudiArabia,320,14.476,9.207
Mexico,5177,14.258,40.180
Colombia,574,14.187,11.278
Ethiopia,5,14.180,0.043
India,3155,13.896,2.295
Armenia,61,13.785,20.591
Qatar,15,13.358,5.218
SouthAfrica,264,12.902,4.458
ElSalvador,30,12.485,4.628
DRC,61,11.928,0.674
Brazil,16370,11.927,77.053
Congo,15,11.895,2.731
Oman,25,11.860,4.913
Afghanistan,173,11.795,4.452
Bangladesh,349,11.565,2.120
Chile,478,11.373,25.032
SierraLeone,33,11.314,4.133
Nicaragua,8,10.872,1.280
Bolivia,169,10.332,14.511
Chad,53,10.164,3.268
EquatorialGuinea,7,9.835,5.014
Togo,11,9.540,1.316
Kuwait,118,9.249,27.682
Guatemala,35,8.121,1.959
SouthSudan,4,7.826,0.359
Sudan,105,7.571,2.391
Gabon,11,7.015,4.958
Yemen,20,5.869,0.625
Haiti,20,5.283,1.754
Tajikistan,41,5.046,4.316
Nepal,2,4.715,0.069
Zambia,7,4.633,0.386
Mauritania,4,2.096,0.840
