2020/06/19 01:34:54 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,45,672.974,1326.272
Europe,Belgium,9683,457.241,835.638
Europe,Andorra,52,1380.401,673.020
Europe,UK,42288,158.476,623.056
Europe,Spain,27136,551.448,580.409
Europe,Italy,34514,570.478,570.840
Europe,Sweden,5053,32.578,500.404
Europe,France,29603,247.479,453.634
North America,USA,120688,60.682,364.679
Europe,Netherlands,6078,221.626,354.680
Europe,Ireland,1714,1049.053,347.262
Europe,Channel Islands,48,550.702,276.126
South America,Ecuador,4087,48.687,231.750
South America,Peru,7461,37.582,226.405
Europe,Switzerland,1956,967.978,226.068
South America,Brazil,47869,24.342,225.238
North America,Canada,8300,178.333,219.964
South America,Chile,3841,12.802,200.989
Europe,Luxembourg,110,506.536,175.823
North America,Mexico,19747,22.990,153.245
Europe,Portugal,1524,82.364,149.443
North America,Bermuda,9,230.463,144.500
Asia,Iran,9272,52.364,110.431
North America,Panama,475,21.259,110.151
Europe,Moldova,444,24.223,110.068
Europe,Germany,8946,274.510,106.763
Africa,Mayotte,29,78.405,106.410
Asia,Armenia,309,19.994,104.278
Europe,North Macedonia,216,17.560,103.693
Europe,Denmark,600,191.394,103.581
North America,Saint Martin,3,201.350,77.643
Europe,Romania,1473,56.541,76.586
Europe,Austria,688,439.720,76.418
Asia,Kuwait,308,48.257,72.158
Europe,Finland,326,625.600,58.844
Europe,Hungary,568,492.356,58.763
North America,Dominican Republic,635,34.793,58.566
All,Total:,456269,39.924,58.536
All,World,456269,39.924,58.515
South America,Bolivia,679,16.024,58.200
Asia,Turkey,4882,86.772,57.911
Africa,Sao Tome and Principe,12,57.150,54.802
Europe,Russia,7660,43.944,52.492
Europe,Slovenia,109,316.325,52.444
Europe,Estonia,69,796.944,52.003
Europe,Bosnia and Herzegovina,168,42.558,51.183
Europe,Norway,244,420.084,45.028
Africa,Djibouti,43,136.621,43.547
South America,Colombia,1950,16.930,38.341
North America,Martinique,14,53.974,37.312
Europe,Belarus,331,54.324,35.030
North America,Guadeloupe,14,116.085,34.959
Europe,Poland,1316,51.013,34.751
North America,Honduras,343,12.842,34.655
Asia,Israel,303,63.811,32.937
Asia,Saudi Arabia,1139,21.117,32.737
Asia,Bahrain,55,23.834,32.378
Europe,Czechia,334,114.919,31.191
Asia,Qatar,86,41.252,30.629
Asia,UAE,298,74.296,30.146
Europe,Serbia,258,116.649,29.530
Europe,Iceland,10,976.604,29.312
Africa,South Africa,1737,13.503,29.299
North America,Bahamas,11,502.181,28.029
Europe,Lithuania,76,268.067,27.904
Europe,Bulgaria,190,27.820,27.357
Europe,Croatia,107,548.033,26.078
North America,Guatemala,449,14.855,25.083
North America,Barbados,7,468.217,24.392
Asia,Oman,119,16.412,23.327
Africa,Equatorial Guinea,32,20.029,22.846
Europe,Ukraine,966,30.611,22.092
Asia,Iraq,856,11.199,21.303
South America,Argentina,948,15.401,20.977
Africa,Mauritania,97,9.305,20.889
Europe,Malta,9,137.425,20.389
Africa,Egypt,1938,20.325,18.943
