2020/05/03 02:21:16 UTC
Country,Total deaths,Td,Deaths/Mil.
China,4633,8374.907,3.242
HongKong,4,2520.629,0.535
Montenegro,8,1559.926,12.745
Iceland,10,1451.564,29.305
S.Korea,250,1003.435,4.870
Taiwan,6,696.264,0.250
TrinidadandTobago,8,560.406,5.724
Australia,93,488.784,3.647
NewZealand,20,477.921,4.148
Monaco,4,458.513,101.937
Andorra,44,400.288,569.467
Thailand,54,324.639,0.765
Guadeloupe,12,243.402,30.000
Slovakia,24,241.380,4.401
Austria,596,224.256,66.158
Martinique,14,214.693,37.307
Syria,3,211.054,0.205
Luxembourg,92,205.384,146.978
Bahamas,11,196.497,28.037
Barbados,7,194.071,24.370
Switzerland,1762,188.930,203.578
SintMaarten,13,181.940,303.276
Croatia,77,172.236,18.771
Jordan,9,169.250,0.880
Slovenia,94,159.935,45.204
BurkinaFaso,44,155.738,2.092
Palestine,2,153.267,0.391
Libya,3,150.400,0.429
Estonia,53,144.768,39.961
Myanmar,6,144.092,0.119
ChannelIslands,41,143.930,235.807
Lebanon,25,134.349,3.649
France,24760,127.333,379.349
IsleofMan,22,126.946,258.706
Norway,211,124.704,38.909
Greece,143,120.978,13.700
AntiguaandBarbuda,3,118.858,30.600
Malta,4,111.094,9.060
Bermuda,7,108.182,112.430
Germany,6812,104.678,81.306
Israel,229,103.391,26.458
Czechia,245,99.803,22.873
CostaRica,6,91.146,1.179
Portugal,1023,89.726,100.310
Niger,35,86.829,1.427
Cyprus,15,86.746,12.431
Italy,28710,84.710,474.824
Netherlands,4987,79.200,291.020
Tunisia,42,79.144,3.538
Iran,6156,75.974,73.274
Venezuela,10,73.636,0.348
Malaysia,103,73.219,3.185
Latvia,16,69.175,8.487
Belgium,7765,68.565,670.070
Nicaragua,3,65.472,0.429
SanMarino,41,64.548,1208.369
Japan,455,62.168,3.594
Ethiopia,3,62.074,0.023
Spain,25100,60.457,536.820
NorthMacedonia,82,58.433,39.367
Albania,31,58.306,10.766
Djibouti,2,58.163,2.025
Uruguay,17,54.029,4.902
Zimbabwe,4,52.526,0.235
Denmark,475,52.396,82.003
Ireland,1286,51.217,260.467
Guyana,9,47.266,11.415
Malawi,3,43.623,0.158
Kyrgyzstan,8,40.413,1.228
Turkey,3336,39.889,39.563
Finland,220,39.381,39.699
Uzbekistan,9,38.795,0.268
Congo,9,35.834,1.611
Poland,664,34.432,17.525
Azerbaijan,25,34.424,2.468
Romania,771,33.941,40.088
Morocco,173,32.069,4.683
World,244581,32.045,31.350
Total:,244581,32.045,31.378
Serbia,189,31.925,21.621
USA,67391,29.871,203.609
Cuba,66,29.808,5.818
Hungary,335,29.804,34.730
Philippines,603,29.620,5.471
Haiti,8,29.232,0.659
IvoryCoast,15,28.678,0.573
Sweden,2669,28.633,264.217
Moldova,124,28.033,30.725
UK,28131,27.562,414.418
Georgia,8,26.917,2.007
Argentina,229,26.742,5.053
Ecuador,1371,25.581,77.725
BosniaandHerzegovina,72,25.121,21.964
Panama,192,25.081,44.486
Canada,3566,24.822,94.504
Iraq,95,24.478,2.355
Indonesia,831,24.322,3.066
Kenya,22,23.875,0.405
Bulgaria,72,23.798,10.344
DominicanRepublic,326,22.969,30.070
Bahrain,8,22.501,4.702
Liberia,18,22.394,3.506
Oman,12,22.327,2.349
Togo,9,21.354,1.098
Algeria,459,20.303,10.473
Cameroon,64,19.574,2.403
Singapore,17,19.170,2.905
Armenia,33,18.395,11.136
UAE,119,17.766,12.032
Ukraine,279,17.277,6.381
SriLanka,7,16.484,0.329
Mayotte,4,16.406,14.664
Angola,2,16.323,0.057
Zambia,3,16.078,0.151
Colombia,324,15.997,6.360
Guatemala,16,15.723,0.894
Egypt,415,15.561,4.088
DRC,32,15.538,0.371
Chile,247,14.968,12.916
SouthAfrica,123,14.615,2.077
Mali,26,14.468,1.290
Ghana,18,14.440,0.581
Benin,2,14.232,0.156
Jamaica,8,13.938,2.704
Bolivia,66,13.860,5.639
India,1323,13.743,0.966
Pakistan,437,13.640,1.976
Kazakhstan,25,13.507,1.329
Honduras,75,13.465,7.592
CaboVerde,2,13.461,3.592
Qatar,12,13.163,4.165
SaudiArabia,176,12.987,5.053
Paraguay,10,12.809,1.411
ElSalvador,10,12.033,1.547
Mexico,1972,12.001,15.309
Kuwait,33,11.925,7.730
Belarus,97,11.722,10.265
Russia,1222,11.366,8.373
Brazil,6750,11.273,31.737
Somalia,31,11.254,1.940
Peru,1200,11.141,36.394
Guinea,7,10.429,0.534
Tanzania,16,10.251,0.267
Afghanistan,72,10.153,1.837
Bangladesh,175,10.020,1.055
Senegal,9,9.554,0.541
SierraLeone,8,9.498,0.981
Gabon,5,7.538,2.254
Nigeria,85,6.899,0.427
Sudan,41,5.300,0.970
Chad,10,5.197,0.598
Yemen,2,2.107,0.060
