2020/07/26 02:21:17 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,Belgium,9817,209.452,846.805
Europe,UK,45738,311.589,673.480
Europe,Andorra,52,253.582,672.928
Europe,Spain,28432,124.981,608.060
Europe,Italy,35102,721.442,580.646
Europe,Sweden,5697,220.931,563.880
South America,Peru,18030,58.204,546.333
South America,Chile,9020,110.612,471.592
Europe,France,30192,147.190,462.426
North America,USA,149398,40.960,451.167
South America,Brazil,86496,33.718,406.739
Europe,Netherlands,6139,219.856,358.221
Europe,Ireland,1764,1052.338,356.973
North America,Sint Maarten,15,29.739,349.516
North America,Mexico,43374,38.027,336.145
South America,Ecuador,5507,55.900,311.831
North America,Panama,1275,40.780,295.205
Europe,Channel Islands,47,2831.159,270.170
Asia,Armenia,700,82.263,236.190
North America,Canada,8885,152.461,235.278
Europe,Switzerland,1977,203.039,228.293
Europe,North Macedonia,460,50.619,220.785
South America,Bolivia,2535,30.172,216.964
Asia,Kyrgyzstan,1249,18.199,191.254
Asia,Iran,15484,78.873,184.196
Europe,Moldova,732,51.992,181.493
Europe,Luxembourg,112,40.059,178.740
Europe,Portugal,1716,152.439,168.319
South America,Colombia,8269,20.802,162.396
Africa,Mayotte,38,171.144,139.094
South America,French Guiana,41,50.083,137.064
Europe,Romania,2165,27.835,112.617
Africa,South Africa,6655,22.773,112.117
Europe,Germany,9202,263.824,109.800
North America,Honduras,1061,35.756,107.007
Asia,Iraq,4284,27.581,106.370
Europe,Denmark,613,243.610,105.786
Europe,Monaco,4,77.954,101.897
Asia,Kuwait,429,67.279,100.364
North America,Dominican Republic,1055,29.016,97.191
North America,Guatemala,1699,30.980,94.741
Europe,Russia,13192,92.367,90.397
Europe,Bosnia and Herzegovina,280,27.009,85.373
All,Total:,648403,41.980,83.183
All,World,648403,41.980,83.175
Asia,Bahrain,137,66.083,80.364
Europe,Austria,712,126.553,79.014
Asia,Saudi Arabia,2703,75.198,77.569
North America,Saint Martin,3,76.798,77.510
Asia,Oman,371,36.350,72.542
Europe,Montenegro,43,17.206,68.468
Asia,Turkey,5596,166.792,66.305
South America,Argentina,2893,18.924,63.969
Africa,Sao Tome and Principe,14,32.661,63.812
Europe,Hungary,596,233.449,61.702
Europe,Serbia,526,38.345,60.213
North America,El Salvador,390,22.922,60.114
Europe,Finland,329,509.667,59.361
Africa,Djibouti,58,676.721,58.645
Asia,Qatar,164,191.496,58.408
Europe,Belarus,530,307.478,56.091
Europe,Slovenia,116,77.106,55.810
Europe,Estonia,69,819.586,51.996
North America,Turks and Caicos,2,23.749,51.609
Asia,Israel,457,23.515,49.686
Europe,Bulgaria,338,27.391,48.674
Europe,Norway,255,530.183,47.020
Europe,Albania,134,33.284,46.555
Africa,Egypt,4558,98.294,44.494
Europe,Poland,1664,69.452,43.960
Asia,Azerbaijan,408,55.050,40.218
North America,Martinique,15,184.020,39.981
Africa,Cabo Verde,22,42.429,39.538
South America,Suriname,23,15.077,39.188
Europe,Ukraine,1590,50.850,36.362
North America,Guadeloupe,14,120.678,34.966
Asia,UAE,343,151.070,34.650
Europe,Czechia,369,51.928,34.445
Africa,Mauritania,156,85.849,33.503
Europe,Croatia,133,40.663,32.417
Asia,Afghanistan,1248,235.454,32.000
Asia,Kazakhstan,585,36.892,31.129
North America,Antigua and Barbuda,3,63.854,30.622
Europe,Lithuania,80,110.451,29.425
North America,Aruba,3,69.720,28.084
North America,Bahamas,11,5.644,27.939
Asia,Maldives,15,46.534,27.721
Asia,Pakistan,5822,135.366,26.327
Africa,Algeria,1146,28.314,26.119
South America,Guyana,20,50.466,25.444
North America,Barbados,7,128.564,24.370
Africa,Eswatini,28,22.652,24.118
Asia,India,32096,19.389,23.235
Africa,Gabon,49,48.186,21.981
Europe,Malta,9,330.417,20.375
Europe,Greece,201,108.012,19.299
North America,Costa Rica,98,14.938,19.224
Asia,Bangladesh,2874,53.689,17.438
Asia,Philippines,1897,26.525,17.298
Asia,Indonesia,4714,35.574,17.202
Europe,Latvia,31,415.537,16.451
Africa,Sudan,717,76.126,16.311
North America,Nicaragua,108,54.682,16.299
Asia,Yemen,474,84.887,15.857
Asia,Cyprus,19,316.892,15.734
Asia,Palestine,75,21.271,14.678
Africa,Cameroon,385,144.689,14.471
Africa,Liberia,71,81.193,14.016
North America,Haiti,156,167.735,13.666
Africa,Guinea-Bissau,26,1893.746,13.200
Africa,CAR,59,194.994,12.203
Africa,Senegal,187,50.022,11.159
South America,Uruguay,34,41.344,9.789
Africa,Congo,51,33.912,9.233
Africa,Libya,58,13.779,8.426
Africa,Morocco,305,33.759,8.260
Africa,Sierra Leone,66,125.594,8.250
Africa,Comoros,7,135.034,8.029
Asia,Japan,993,27.514,7.865
Africa,Mauritius,10,1666.671,7.849
North America,Cuba,87,361.912,7.689
Africa,Zambia,139,13.002,7.547
Asia,Lebanon,47,19.007,6.889
Asia,Tajikistan,59,107.341,6.181
Australia/Oceania,Australia,155,24.379,6.070
Africa,Mali,123,389.331,6.044
Africa,Somalia,93,227.711,5.853
Asia,S. Korea,298,167.084,5.813
North America,Trinidad and Tobago,8,68.870,5.714
South America,Paraguay,40,27.545,5.601
Africa,Ghana,161,29.765,5.176
Africa,Kenya,278,18.209,5.161
Europe,Slovakia,28,60.500,5.127
North America,Belize,2,26.612,5.042
South America,Venezuela,138,18.488,4.853
Asia,Singapore,27,105.956,4.613
Africa,Chad,75,168.316,4.590
Africa,Malawi,87,23.547,4.535
Australia/Oceania,New Zealand,22,2514.160,4.397
Africa,Tunisia,50,71.246,4.227
Africa,Lesotho,9,31.395,4.189
Africa,Nigeria,856,47.654,4.154
Africa,South Sudan,45,161.082,4.026
Asia,Georgia,16,58.436,4.011
Asia,Malaysia,123,356.780,3.794
Africa,Ivory Coast,94,45.051,3.561
North America,Jamaica,10,62.005,3.381
Africa,Réunion,3,94.153,3.347
Asia,Uzbekistan,111,24.974,3.316
Asia,China,4634,2390.195,3.206
Africa,Guinea,42,74.635,3.195
Africa,Niger,69,270.251,2.824
Africa,Madagascar,78,18.797,2.815
Africa,Benin,34,86.892,2.810
Africa,Namibia,7,14.349,2.751
Africa,Burkina Faso,53,132.670,2.538
