2020/08/26 09:00:41 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,571.727,1237.403
Europe,Belgium,9996,110.242,861.906
South America,Peru,28001,48.291,847.477
Europe,Andorra,53,140.425,685.800
Europe,Spain,28924,55.812,618.564
Europe,UK,41449,234.952,610.106
Europe,Italy,35445,212.494,586.421
Europe,Sweden,5814,282.430,575.171
South America,Chile,10958,175.275,572.488
North America,USA,182412,102.689,550.602
South America,Brazil,116666,67.218,548.279
North America,Mexico,61450,71.351,475.825
Europe,France,30544,49.625,467.838
North America,Panama,1919,74.247,443.723
South America,Bolivia,4664,65.034,398.755
North America,Sint Maarten,17,21.343,395.799
Europe,Netherlands,6207,106.144,362.166
South America,Ecuador,6368,113.697,360.131
Europe,Ireland,1777,206.788,359.294
South America,Colombia,17889,34.877,351.016
Asia,Armenia,861,204.253,290.485
Europe,Channel Islands,48,427.321,275.690
Europe,North Macedonia,573,90.157,275.018
Asia,Iran,20901,132.308,248.376
North America,Canada,9090,228.383,240.511
Europe,Moldova,960,54.183,238.058
Europe,Switzerland,2002,127.620,231.069
Africa,South Africa,13308,140.059,223.972
Europe,Luxembourg,124,137.377,197.612
South America,French Guiana,56,221.412,186.799
Europe,Portugal,1805,221.584,177.104
Europe,Romania,3367,55.128,175.198
North America,Honduras,1703,61.987,171.528
Europe,Bosnia and Herzegovina,560,51.920,170.848
South America,Argentina,7563,30.020,167.100
Asia,Iraq,6596,41.959,163.447
Asia,Kyrgyzstan,1057,171.139,161.629
North America,Guatemala,2630,68.394,146.394
North America,Dominican Republic,1585,106.954,145.889
North America,Bermuda,9,405.140,144.589
Africa,Mayotte,39,201.539,142.458
Europe,Montenegro,87,66.655,138.527
North America,Saint Martin,5,9.852,128.990
Asia,Oman,642,390.240,125.265
Asia,Kuwait,519,113.016,121.261
North America,Bahamas,46,20.806,116.816
Europe,Russia,16683,137.992,114.306
Europe,Germany,9345,139.354,111.469
Asia,Bahrain,186,94.936,108.786
Europe,Denmark,623,145.637,107.513
Asia,Saudi Arabia,3722,209.793,106.661
North America,El Salvador,687,83.271,105.837
All,World,823917,69.863,105.712
All,Total:,823917,69.863,105.701
South America,Suriname,61,34.743,103.839
Asia,Israel,867,52.027,94.267
Europe,Albania,259,42.405,90.010
Europe,Bulgaria,572,79.765,82.411
Europe,Austria,733,62.352,81.316
Asia,Kazakhstan,1523,336.549,80.966
Europe,Serbia,705,191.268,80.748
North America,Aruba,8,19.137,74.884
Africa,Eswatini,86,75.595,74.015
North America,Costa Rica,376,32.502,73.709
Asia,Turkey,6163,154.292,72.957
Asia,Qatar,194,367.286,69.093
Europe,Belarus,652,368.162,69.001
Africa,Sao Tome and Principe,15,615.858,68.257
Africa,Cabo Verde,37,67.634,66.440
Europe,Slovenia,133,55.212,63.959
Europe,Hungary,614,87.263,63.629
Africa,Djibouti,60,2899.627,60.602
Europe,Finland,335,217.588,60.444
Africa,Equatorial Guinea,83,225.195,58.889
Europe,Ukraine,2318,36.560,53.062
Europe,Poland,1994,57.175,52.692
Asia,Maldives,28,39.120,51.665
Africa,Egypt,5298,544.511,51.613
North America,Turks and Caicos,2,15.475,51.555
Asia,Azerbaijan,521,181.305,51.310
Europe,Norway,264,156.568,48.638
Europe,Estonia,64,105.373,48.242
Asia,India,59645,36.492,43.163
Europe,Croatia,175,25.924,42.673
North America,Martinique,16,15.032,42.655
South America,Guyana,31,13.350,39.393
Europe,Czechia,416,56.295,38.836
Asia,UAE,377,141.463,38.051
North America,Guadeloupe,15,8.005,37.492
Africa,Gambia,90,30.254,37.092
Asia,Afghanistan,1401,357.346,35.877
Africa,Mauritania,158,255.354,33.847
Africa,Algeria,1456,83.603,33.100
South America,Paraguay,231,16.515,32.325
Europe,Lithuania,85,55.045,31.306
Africa,Libya,203,22.219,29.476
Europe,Iceland,10,237.510,29.278
Asia,Philippines,3137,31.859,28.570
Asia,Pakistan,6267,378.421,28.290
Asia,Palestine,133,43.609,25.981
Africa,Morocco,955,29.714,25.833
Asia,Indonesia,6944,48.593,25.363
North America,Belize,10,17.473,25.082
Asia,Bangladesh,4028,97.561,24.427
North America,Barbados,7,69.885,24.372
Africa,Gabon,53,291.098,23.730
Europe,Greece,243,30.976,23.335
Europe,Malta,10,32.717,22.639
Africa,Namibia,57,17.454,22.374
Australia/Oceania,Australia,549,98.537,21.499
North America,Nicaragua,137,116.710,20.638
Asia,Lebanon,138,17.344,20.236
Africa,Sudan,819,144.640,18.622
Asia,Yemen,557,289.296,18.528
Europe,Latvia,33,191.645,17.519
North America,Haiti,196,203.636,17.155
Africa,Guinea-Bissau,33,323.412,16.707
Asia,Cyprus,20,77.907,16.540
Africa,Senegal,274,101.404,16.307
Africa,Liberia,82,480.907,16.147
Africa,Cameroon,410,261.342,15.386
Africa,Zambia,282,48.851,15.268
Africa,Congo,78,147.221,14.094
Africa,Lesotho,30,46.948,13.985
Africa,CAR,61,1894.312,12.601
South America,Uruguay,43,143.692,12.374
South America,Venezuela,343,34.085,12.067
Africa,Zimbabwe,166,51.900,11.145
North America,Trinidad and Tobago,15,7.402,10.711
Asia,Hong Kong,78,181.901,10.398
Africa,Kenya,559,86.568,10.361
Asia,Japan,1196,45.117,9.455
Africa,Malawi,170,141.345,8.840
Africa,Ghana,270,338.044,8.665
Africa,Sierra Leone,69,228.730,8.621
