2020/07/17 18:33:10 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,Belgium,9795,296.043,844.931
Europe,Andorra,52,168.354,672.927
Europe,UK,45233,250.824,666.219
Europe,Spain,28420,204.704,607.821
Europe,Italy,35028,735.561,579.332
Europe,Sweden,5593,144.184,553.647
Europe,France,30138,222.850,461.680
North America,USA,141562,32.993,427.555
South America,Peru,12615,63.475,382.380
South America,Chile,7290,75.508,381.223
South America,Brazil,76997,34.856,362.129
Europe,Netherlands,6138,378.143,358.231
Europe,Ireland,1752,754.194,354.622
South America,Ecuador,5207,46.001,294.989
North America,Mexico,37574,35.170,291.278
Europe,Channel Islands,47,469.025,270.230
North America,Canada,8835,193.571,234.033
North America,Panama,1000,27.466,231.612
Europe,Switzerland,1969,201.045,227.442
Asia,Armenia,620,50.787,209.207
Europe,North Macedonia,406,32.629,194.867
Europe,Luxembourg,111,35.555,177.222
South America,Bolivia,1984,23.655,169.876
Europe,Moldova,675,51.933,167.350
Europe,Portugal,1682,80.861,164.992
Asia,Iran,13791,66.417,164.096
North America,Bermuda,9,243.402,144.533
Africa,Mayotte,37,166.292,135.512
South America,Colombia,6029,18.891,118.453
South America,French Guiana,34,30.719,113.737
Europe,Germany,9159,344.307,109.305
Europe,Denmark,611,246.266,105.474
Europe,Romania,1988,32.165,103.392
Europe,Monaco,4,526.442,101.908
Asia,Kuwait,404,50.032,94.545
Asia,Iraq,3616,20.530,89.815
North America,Dominican Republic,942,23.571,86.807
North America,Honduras,835,30.918,84.266
Europe,Russia,12123,68.519,83.066
Europe,Austria,711,112.021,78.931
Africa,South Africa,4669,15.767,78.685
North America,Guatemala,1404,22.934,78.301
All,Total:,595149,38.304,76.353
All,World,595149,38.304,76.345
Europe,Bosnia and Herzegovina,245,18.527,74.696
Asia,Bahrain,124,45.402,72.801
Asia,Saudi Arabia,2407,50.495,69.101
Asia,Turkey,5458,132.403,64.679
Africa,Sao Tome and Principe,14,254.031,63.832
Europe,Hungary,595,295.135,61.537
Europe,Finland,328,1262.739,59.212
Asia,Oman,298,22.468,58.307
Africa,Djibouti,56,503.293,56.649
Asia,Qatar,153,133.203,54.492
Europe,Slovenia,111,63.947,53.414
Europe,Estonia,69,1086.583,52.023
Europe,Belarus,491,230.371,51.965
Europe,Serbia,452,32.776,51.743
North America,Turks and Caicos,2,42.409,51.622
North America,El Salvador,309,20.490,47.617
South America,Argentina,2133,20.598,47.182
Europe,Norway,255,823.149,47.024
Asia,Israel,392,16.766,42.620
Europe,Poland,1612,75.400,42.584
Europe,Bulgaria,293,24.338,42.201
Europe,Montenegro,26,7.389,41.402
Africa,Egypt,4120,61.400,40.253
North America,Martinique,15,203.776,40.000
Europe,Albania,107,23.887,37.173
North America,Guadeloupe,14,83.564,34.964
Africa,Cabo Verde,19,21.794,34.159
Asia,UAE,337,93.778,34.057
Asia,Azerbaijan,341,28.483,33.619
Europe,Czechia,358,84.557,33.440
Europe,Ukraine,1456,50.752,33.308
South America,Suriname,19,17.278,32.376
Africa,Mauritania,150,49.049,32.232
North America,Antigua and Barbuda,3,356.619,30.608
Asia,Afghanistan,1147,126.955,29.433
Europe,Iceland,10,270.993,29.295
Europe,Croatia,120,25.337,29.239
Europe,Lithuania,79,179.086,29.025
North America,Aruba,3,172.236,28.083
North America,Bahamas,11,32.906,27.944
Asia,Maldives,15,36.782,27.729
Asia,Kyrgyzstan,173,14.421,26.503
Asia,Pakistan,5475,74.470,24.764
North America,Barbados,7,81.652,24.365
South America,Guyana,19,50.238,24.127
Africa,Algeria,1057,23.212,24.080
Africa,Gabon,46,116.354,20.652
Asia,Kazakhstan,375,24.212,19.962
Asia,India,26285,18.175,19.049
Europe,Greece,194,63.411,18.597
Africa,Eswatini,21,16.806,18.095
Europe,Latvia,31,183.036,16.455
Asia,Cyprus,19,215.484,15.726
Asia,Bangladesh,2547,38.057,15.459
Africa,Sudan,668,135.980,15.229
Asia,Philippines,1660,24.674,15.151
North America,Nicaragua,99,48.262,14.943
Asia,Yemen,440,32.271,14.797
Asia,Indonesia,3957,30.053,14.470
Africa,Cameroon,373,60.712,14.036
Africa,Liberia,69,38.652,13.609
Africa,Guinea-Bissau,26,65.791,13.196
North America,Haiti,145,70.516,12.709
Africa,CAR,53,110.231,10.965
Asia,Palestine,52,12.222,10.187
Africa,Senegal,160,52.083,9.551
South America,Uruguay,32,99.150,9.201
Africa,Congo,49,13.158,8.877
North America,Costa Rica,42,12.550,8.241
Africa,Sierra Leone,65,88.554,8.125
Africa,Comoros,7,111.232,8.046
Africa,Mauritius,10,1661.819,7.872
Asia,Japan,985,41.617,7.789
North America,Cuba,87,286.795,7.689
Africa,Morocco,264,46.807,7.150
Africa,Libya,47,20.317,6.840
Africa,Mali,121,120.959,5.984
Africa,Zambia,109,12.316,5.935
Asia,Tajikistan,56,85.120,5.867
Asia,Lebanon,40,16.469,5.867
Africa,Somalia,93,219.189,5.839
Asia,S. Korea,293,196.178,5.722
North America,Trinidad and Tobago,8,217.524,5.706
Europe,Slovakia,28,81.184,5.130
North America,Belize,2,25.222,5.050
Asia,Singapore,27,110.977,4.613
Africa,Chad,75,304.978,4.566
Australia/Oceania,Australia,116,26.840,4.543
Africa,Ghana,139,45.149,4.469
Australia/Oceania,New Zealand,22,1071.257,4.403
Africa,Tunisia,50,59.277,4.229
Africa,Kenya,222,16.413,4.123
South America,Paraguay,27,20.512,3.781
Asia,Malaysia,122,587.564,3.762
Asia,Georgia,15,130.006,3.757
Africa,Nigeria,769,38.710,3.729
Africa,South Sudan,41,67.770,3.664
South America,Venezuela,104,18.687,3.660
North America,Jamaica,10,306.885,3.373
Africa,Réunion,3,59.607,3.352
Africa,Ivory Coast,87,33.971,3.293
Asia,China,4634,10963.424,3.214
Africa,Guinea,39,62.091,2.968
Africa,Niger,69,1066.960,2.818
Africa,Lesotho,6,5.763,2.797
Africa,Malawi,51,15.523,2.670
Africa,Benin,31,22.005,2.554
Africa,Burkina Faso,53,124.317,2.536
Asia,Uzbekistan,77,17.445,2.298
Africa,DRC,193,96.870,2.153
Africa,Madagascar,54,9.045,1.946
Africa,Togo,15,78.308,1.802
Africa,Zimbabwe,23,12.575,1.554
Asia,Hong Kong,11,21.380,1.470
Asia,Nepal,40,90.160,1.371
Africa,Ethiopia,148,24.873,1.292
Asia,Syria,22,19.516,1.245
Africa,Gambia,3,24.527,1.231
Asia,Jordan,10,144.213,0.976
Africa,Angola,28,11.360,0.830
Asia,Thailand,58,422.319,0.824
