2020/09/07 01:19:47 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,576.580,1237.358
South America,Peru,29838,75.747,902.651
Europe,Belgium,9906,150.680,854.065
Europe,Andorra,53,62.325,685.728
Europe,Spain,29418,38.314,629.167
Europe,UK,41551,130.345,611.502
South America,Chile,11592,161.093,605.431
South America,Brazil,126686,70.471,595.218
Europe,Italy,35541,140.624,587.968
North America,USA,193250,106.802,583.198
Europe,Sweden,5835,399.078,577.080
North America,Mexico,67558,78.118,522.969
North America,Panama,2086,92.140,482.082
Europe,France,30724,31.158,470.542
South America,Bolivia,5398,134.094,461.277
North America,Sint Maarten,19,49.188,442.205
South America,Colombia,21412,52.740,420.003
South America,Ecuador,6724,127.820,380.046
Europe,Netherlands,6243,75.635,364.210
Europe,Ireland,1777,155.423,359.149
Asia,Armenia,897,207.912,302.612
Europe,North Macedonia,617,93.891,296.152
Europe,Isle of Man,24,1632.707,281.947
Europe,Channel Islands,48,3034.944,275.578
Asia,Iran,22293,140.903,264.812
Europe,Moldova,1063,59.891,263.633
Africa,South Africa,14889,227.719,250.460
North America,Canada,9145,159.372,241.911
Europe,Switzerland,2013,87.805,232.261
South America,Argentina,9859,30.524,217.775
South America,French Guiana,62,181.428,206.638
Europe,Romania,3893,53.560,202.611
North America,Honduras,2006,72.281,201.965
Europe,Bosnia and Herzegovina,655,56.741,199.872
Europe,Luxembourg,124,119.296,197.508
Asia,Iraq,7512,40.801,186.033
Europe,Portugal,1840,114.976,180.556
Europe,Montenegro,108,32.827,171.948
North America,Dominican Republic,1845,92.204,169.765
Asia,Kyrgyzstan,1060,424.193,161.997
North America,Guatemala,2852,97.506,158.675
North America,Saint Martin,6,42.129,154.695
Africa,Mayotte,40,221.822,145.999
South America,Suriname,85,60.114,144.653
North America,Bermuda,9,139.077,144.617
North America,Bahamas,56,33.383,142.145
Asia,Oman,728,274.056,141.926
North America,Aruba,14,23.781,131.025
North America,Turks and Caicos,5,29.392,128.829
Asia,Kuwait,544,85.431,127.046
Europe,Russia,17820,139.002,122.107
North America,El Salvador,759,187.232,116.902
Asia,Saudi Arabia,4081,262.777,116.899
Asia,Bahrain,199,67.546,116.258
All,World,887540,67.314,113.867
All,Total:,887540,67.314,113.864
Europe,Germany,9401,142.461,112.151
Asia,Israel,1019,35.650,110.789
