2020/04/11 11:49:59 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3339,1263.937,2.322
Zambia,2,191.645,0.100
S.Korea,211,154.504,4.107
TrinidadandTobago,8,63.652,5.725
Martinique,6,60.213,15.987
Taiwan,6,59.809,0.249
Guadeloupe,8,50.908,19.972
Venezuela,9,39.980,0.309
Australia,56,38.667,2.198
Norway,114,35.616,21.025
Jordan,7,34.353,0.677
HongKong,4,32.455,0.535
Austria,337,31.483,37.417
Luxembourg,54,29.163,86.269
Iceland,7,29.007,20.515
Italy,18849,28.713,311.772
SriLanka,7,28.339,0.320
Syria,2,28.234,0.105
Lebanon,20,27.841,2.940
Greece,92,26.368,8.829
Tunisia,25,25.087,2.124
Slovenia,50,24.814,24.032
Thailand,35,24.584,0.500
Jamaica,4,23.773,1.354
Switzerland,1003,23.630,115.889
Latvia,3,22.750,1.590
Palestine,2,22.493,0.396
Estonia,24,21.358,18.092
Armenia,13,21.299,4.383
Iran,4357,21.266,51.889
Senegal,2,20.340,0.122
Uruguay,7,19.668,2.012
Bulgaria,26,19.155,3.731
Barbados,4,19.144,13.910
Andorra,26,19.072,336.486
Spain,16353,18.627,349.789
Albania,23,18.477,7.968
Malaysia,73,18.461,2.256
Montenegro,2,18.307,3.183
Czechia,123,17.730,11.496
Germany,2736,17.206,32.652
Croatia,21,17.117,5.113
Lithuania,23,16.981,8.451
SouthAfrica,24,16.974,0.407
SaintMartin,2,16.866,51.750
Myanmar,3,16.866,0.054
Israel,95,16.662,10.979
CostaRica,3,16.522,0.591
SanMarino,34,15.394,1002.012
Bermuda,4,15.362,64.250
NewZealand,4,15.029,0.829
Paraguay,6,14.883,0.857
France,13197,14.794,202.179
Netherlands,2511,14.762,146.548
Cyprus,10,14.522,8.286
AntiguaandBarbuda,2,14.420,20.381
Algeria,256,14.190,5.815
BurkinaFaso,26,14.157,1.219
Mayotte,2,13.690,7.330
Denmark,247,13.638,42.659
Philippines,247,13.535,2.231
Zimbabwe,3,13.195,0.208
World,103639,13.109,13.313
Total:,103639,13.109,13.295
Nigeria,7,13.001,0.023
Iraq,70,12.898,1.751
Argentina,82,12.828,1.827
Portugal,435,12.590,42.651
Georgia,3,12.556,0.756
NorthMacedonia,32,12.549,15.347
Bahrain,6,12.446,3.526
Honduras,24,12.274,2.449
BosniaandHerzegovina,37,12.245,11.298
Kenya,7,11.967,0.148
Sweden,870,11.904,86.147
DRC,20,11.835,0.179
Belgium,3346,11.585,288.765
Finland,49,11.177,8.839
Slovakia,2,11.143,0.365
Haiti,2,11.071,0.194
Chile,65,10.874,3.399
Canada,569,10.351,15.081
Tanzania,3,10.323,0.047
Cameroon,12,10.175,0.454
Mauritius,9,10.026,7.075
Kazakhstan,10,9.854,0.536
Romania,282,9.597,14.641
USA,18761,9.452,56.673
SaudiArabia,47,9.401,1.352
Egypt,135,9.389,1.355
Poland,195,9.368,5.157
Sudan,2,9.144,0.047
ChannelIslands,9,8.990,51.761
Morocco,110,8.858,2.954
Pakistan,77,8.797,0.346
Malta,3,8.787,6.795
Guyana,6,8.768,7.650
Bahamas,8,8.670,20.381
Ireland,287,8.609,58.117
UK,8958,8.581,131.896
DominicanRepublic,126,8.576,11.638
Singapore,7,8.473,1.195
Panama,74,8.434,17.144
Ethiopia,3,8.134,0.026
Indonesia,327,7.982,1.192
Ghana,6,7.930,0.190
Togo,3,7.862,0.355
Afghanistan,18,7.845,0.454
Angola,2,7.559,0.063
Azerbaijan,10,7.546,0.989
Serbia,71,7.486,8.118
Moldova,29,7.485,7.179
Bolivia,19,7.391,1.631
Hungary,85,7.367,8.824
Colombia,80,7.255,1.585
Cuba,15,7.219,1.330
Turkey,1006,7.183,11.936
Oman,3,7.150,0.588
Japan,99,6.778,0.775
Qatar,6,6.719,2.083
Ecuador,297,6.684,16.839
ElSalvador,6,6.510,0.915
Mali,7,6.449,0.322
Brazil,1074,6.443,5.062
SintMaarten,8,6.248,186.560
IvoryCoast,3,6.147,0.112
UAE,16,6.041,1.619
Ukraine,73,5.977,1.657
Mexico,233,5.896,1.818
Kyrgyzstan,5,5.667,0.767
Guatemala,3,5.533,0.175
India,249,5.376,0.197
Belize,2,5.295,5.000
Congo,5,4.836,0.917
Uzbekistan,3,4.813,0.091
Russia,106,4.600,0.726
Peru,169,3.986,5.130
Niger,11,3.748,0.452
Liberia,5,3.709,0.946
Belarus,23,2.993,2.438
Bangladesh,30,2.515,0.187
