2020/08/01 20:46:58 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,Belgium,9841,82.997,848.819
Europe,UK,46193,241.816,680.087
Europe,Andorra,52,157.852,672.908
Europe,Spain,28445,98.688,608.394
South America,Peru,19217,49.433,582.161
Europe,Italy,35146,533.917,581.437
Europe,Sweden,5743,271.398,568.359
South America,Chile,9533,103.668,498.322
North America,USA,157679,43.391,476.143
Europe,France,30265,120.922,463.512
South America,Brazil,92789,37.165,436.258
North America,Mexico,46688,35.727,361.839
Europe,Netherlands,6148,121.826,358.779
Europe,Ireland,1763,477.425,356.733
North America,Sint Maarten,15,11.519,349.570
North America,Panama,1421,41.120,328.923
South America,Ecuador,5736,55.788,324.742
Europe,Channel Islands,47,946.953,270.150
South America,Bolivia,2977,29.803,254.748
Asia,Armenia,749,82.136,252.713
North America,Canada,8941,165.115,236.751
Europe,North Macedonia,493,45.834,236.654
Europe,Switzerland,1981,134.141,228.745
Asia,Kyrgyzstan,1397,32.376,213.828
Asia,Iran,16982,71.122,201.956
South America,Colombia,10105,20.617,198.436
Europe,Moldova,788,43.860,195.392
Europe,Luxembourg,114,48.370,181.872
Europe,Portugal,1737,151.429,170.382
North America,Bermuda,9,249.872,144.577
South America,French Guiana,43,60.450,143.689
Africa,Mayotte,39,141.277,142.702
Africa,South Africa,8153,27.542,137.322
North America,Honduras,1337,37.399,134.833
Europe,Romania,2379,23.511,123.718
Asia,Iraq,4805,25.450,119.268
Europe,Germany,9226,198.362,110.069
North America,Guatemala,1959,29.648,109.173
North America,Dominican Republic,1170,25.582,107.768
Europe,Denmark,615,188.175,106.150
Asia,Kuwait,453,65.398,105.949
Europe,Bosnia and Herzegovina,339,24.817,103.390
Europe,Monaco,4,143.121,101.867
Europe,Russia,14058,89.540,96.326
All,Total:,686442,41.028,88.063
All,World,686442,41.028,88.052
Asia,Bahrain,147,76.330,86.183
Asia,Saudi Arabia,2887,89.102,82.819
Asia,Oman,421,69.096,82.286
Europe,Austria,718,100.682,79.680
Europe,Montenegro,50,26.612,79.612
South America,Argentina,3558,22.052,78.673
North America,Saint Martin,3,34.254,77.491
North America,El Salvador,459,22.880,70.748
Africa,Sao Tome and Principe,15,300.473,68.341
Asia,Turkey,5710,145.261,67.648
Europe,Serbia,582,38.969,66.628
Asia,Qatar,174,234.320,61.970
Europe,Hungary,597,169.127,61.863
Europe,Belarus,563,297.273,59.585
Europe,Finland,329,570.803,59.364
Africa,Equatorial Guinea,83,10.759,59.018
Africa,Djibouti,58,545.742,58.639
Europe,Slovenia,119,86.070,57.225
Asia,Israel,526,24.993,57.190
Europe,Albania,161,29.204,55.944
