2020/04/03 20:58:14 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3322,1411.939,2.320
S.Korea,174,64.422,3.389
SanMarino,30,29.636,884.204
Bangladesh,6,20.244,0.039
Lebanon,17,18.535,2.476
Taiwan,5,18.313,0.216
Venezuela,5,15.613,0.171
Bahrain,4,13.254,2.351
Norway,59,12.811,10.888
Jordan,5,12.769,0.484
Slovenia,20,12.422,9.615
Italy,14681,12.231,242.831
SriLanka,4,11.967,0.176
Ghana,5,11.824,0.171
TrinidadandTobago,6,11.817,4.286
Iceland,4,11.364,11.721
Malaysia,53,11.198,1.638
Uruguay,4,11.064,1.149
Finland,20,10.976,3.604
Austria,168,10.969,18.660
Switzerland,591,10.427,68.276
Togo,3,10.323,0.375
SouthAfrica,9,10.013,0.150
Singapore,5,9.918,0.853
HongKong,4,9.915,0.535
Albania,17,9.876,5.928
Andorra,16,9.758,207.089
Iran,3294,9.749,39.206
Estonia,12,9.447,9.041
Australia,28,9.327,1.099
Martinique,3,9.107,8.000
Thailand,19,8.749,0.269
Bulgaria,14,8.607,2.021
Paraguay,3,8.504,0.424
Guadeloupe,7,8.408,17.500
Iraq,54,8.331,1.317
Luxembourg,31,8.273,49.526
CostaRica,2,8.248,0.394
Jamaica,3,8.195,1.021
Greece,62,8.191,5.958
Spain,11009,7.975,235.500
SaudiArabia,25,7.909,0.723
Denmark,139,7.757,24.011
Japan,63,7.642,0.506
Indonesia,181,7.568,0.638
Germany,1275,7.413,15.217
Qatar,3,7.221,1.041
Croatia,8,7.220,1.950
NorthMacedonia,12,7.191,5.749
Total:,58518,7.105,7.508
Czechia,53,7.082,4.949
BurkinaFaso,16,7.067,0.742
Egypt,66,7.052,0.670
Angola,2,7.000,0.050
Lithuania,9,6.914,3.310
Hungary,26,6.640,2.671
Netherlands,1487,6.474,86.820
Sweden,358,6.460,35.444
Pakistan,40,6.363,0.179
Argentina,39,6.347,0.863
Bolivia,9,6.286,0.750
Tunisia,18,6.224,1.527
Panama,37,6.195,8.579
France,6507,6.130,99.722
Armenia,7,6.026,2.359
Mauritius,7,5.837,5.495
Belgium,1143,5.818,98.624
Portugal,246,5.776,24.137
Ireland,120,5.681,24.292
Ecuador,145,5.541,8.223
Israel,40,5.421,4.620
Romania,133,5.381,6.894
Montenegro,2,5.329,3.184
BosniaandHerzegovina,17,5.256,5.168
Poland,65,5.219,1.712
Mayotte,2,5.162,7.328
Colombia,25,5.118,0.493
Mexico,50,5.117,0.397
DRC,13,5.023,0.097
Cyprus,11,4.863,9.111
Uzbekistan,2,4.823,0.062
Peru,61,4.796,1.836
Morocco,47,4.767,1.297
Chile,22,4.615,1.148
Nigeria,2,4.523,0.009
Afghanistan,6,4.431,0.149
Brazil,359,4.376,1.705
India,72,4.357,0.056
DominicanRepublic,68,4.352,6.261
Canada,208,4.337,5.513
USA,6991,4.193,21.120
Algeria,105,4.182,2.421
Syria,2,4.171,0.112
Serbia,39,4.139,4.465
Honduras,15,4.101,1.486
UK,3605,4.091,53.081
Sudan,2,4.030,0.040
Moldova,8,4.024,1.990
ChannelIslands,4,3.860,23.000
ElSalvador,2,3.840,0.304
Mali,3,3.834,0.154
Azerbaijan,5,3.763,0.497
Kazakhstan,6,3.699,0.323
Belarus,4,3.683,0.422
Philippines,136,3.665,1.262
UAE,9,3.637,0.911
Kenya,4,3.542,0.066
Russia,34,3.497,0.229
Cuba,6,3.491,0.535
Guyana,4,3.179,5.043
Ukraine,27,3.117,0.630
Congo,2,2.846,0.364
Turkey,425,2.770,5.038
Cameroon,8,2.765,0.299
SintMaarten,2,2.382,46.609
Niger,5,1.953,0.208
