2020/05/11 02:02:16 UTC
Country,Total deaths,Td,Deaths/Mil.
China,4633,10871.105,3.241
Iceland,10,4366.827,29.306
ChannelIslands,41,2641.930,235.844
Montenegro,9,1569.631,14.333
Taiwan,6,1065.019,0.245
Andorra,48,730.228,621.266
HongKong,4,723.990,0.534
NewZealand,21,723.920,4.349
Thailand,56,661.196,0.800
S.Korea,256,487.670,4.998
Aruba,3,487.625,28.099
Monaco,4,463.365,101.917
Switzerland,1833,451.399,211.819
Slovenia,102,390.314,49.075
Guadeloupe,13,371.175,32.500
Tunisia,45,355.232,3.794
Israel,252,343.659,29.120
Luxembourg,101,322.654,161.350
IsleofMan,23,317.802,270.494
Libya,3,308.098,0.422
Austria,618,305.594,68.610
Australia,97,271.647,3.797
Estonia,60,231.946,45.233
Barbados,7,201.350,24.333
Norway,219,193.214,40.395
Bermuda,7,188.410,112.415
SaintMartin,3,186.793,77.615
Cyprus,16,179.110,13.256
Martinique,14,178.058,37.333
Slovakia,26,158.230,4.765
Greece,151,154.444,14.511
Malta,5,147.974,11.321
Italy,30560,146.598,505.404
Germany,7569,143.180,90.319
Palestine,2,137.522,0.395
Czechia,280,127.207,26.163
Croatia,90,120.946,21.934
Lithuania,50,117.160,18.357
France,26380,111.923,404.115
Netherlands,5440,108.933,317.515
Japan,624,107.070,4.944
Malaysia,108,104.140,3.343
Latvia,18,103.510,9.546
Belgium,8656,89.077,746.868
Ireland,1458,88.710,295.265
Serbia,215,85.654,24.616
Cuba,77,84.986,6.802
Zimbabwe,4,84.887,0.222
Tanzania,21,82.712,0.371
Jamaica,9,76.120,3.048
Spain,26621,76.032,569.409
Nicaragua,5,75.180,0.625
CostaRica,6,74.404,1.174
Syria,3,73.562,0.191
Georgia,10,70.904,2.504
Hungary,413,66.984,42.781
Uruguay,19,66.152,5.482
Denmark,529,64.213,91.354
SanMarino,41,63.784,1208.325
Portugal,1135,62.600,111.315
Albania,31,62.336,10.786
NorthMacedonia,91,61.793,43.671
Djibouti,3,59.998,3.037
Turkey,3786,58.712,44.889
Niger,46,57.896,1.905
Iran,6640,55.834,79.048
BosniaandHerzegovina,107,51.315,32.600
Uzbekistan,10,48.766,0.298
Bahamas,11,47.131,27.978
BurkinaFaso,49,43.654,2.349
Myanmar,6,43.495,0.100
Finland,267,43.084,48.187
USA,80787,40.392,244.079
Guyana,10,39.575,12.692
Canada,4870,38.887,129.022
Romania,961,37.812,49.983
Philippines,719,37.532,6.594
Lebanon,26,36.568,3.815
Poland,800,36.522,21.155
World,283859,35.395,36.397
Total:,283859,35.395,36.417
SriLanka,9,34.904,0.417
UK,31855,34.703,469.287
Sweden,3225,32.981,319.290
Venezuela,10,32.755,0.362
Moldova,169,32.722,41.881
Congo,10,32.499,1.825
Jordan,9,32.448,0.883
Panama,244,30.275,56.552
Iraq,109,29.397,2.718
IvoryCoast,21,28.282,0.791
Bulgaria,91,27.965,13.106
Liberia,20,26.760,3.920
Morocco,188,26.627,5.085
Kyrgyzstan,12,25.764,1.844
Indonesia,973,25.343,3.536
Mali,38,25.043,1.889
Cameroon,114,23.836,4.288
Algeria,502,23.321,11.491
Argentina,305,23.014,6.773
Ukraine,391,22.965,8.933
UAE,198,22.949,20.020
Singapore,20,22.328,3.419
Guinea,11,21.364,0.836
DominicanRepublic,388,21.253,35.774
Kazakhstan,31,21.206,1.650
Azerbaijan,32,20.323,3.150
Angola,2,19.307,0.044
Oman,17,19.115,3.331
Belarus,131,17.789,13.862
Armenia,45,17.405,15.186
Senegal,19,16.386,1.134
SaudiArabia,246,15.681,7.069
Malawi,3,15.562,0.161
Kenya,32,15.362,0.571
Egypt,525,15.074,5.138
Togo,11,15.032,1.328
SouthAfrica,194,14.828,3.274
Colombia,463,14.813,9.082
Qatar,14,14.705,4.860
EquatorialGuinea,4,14.618,2.852
Somalia,51,14.601,3.194
Chile,312,14.471,16.321
Bahrain,8,14.466,4.702
CaboVerde,2,14.248,3.593
Mexico,3465,14.233,26.911
Peru,1889,13.814,57.282
Russia,1915,13.219,13.124
Bangladesh,228,13.180,1.384
India,2212,13.149,1.614
Pakistan,659,13.094,2.976
DRC,41,12.984,0.455
Eswatini,2,12.318,1.721
Mayotte,11,12.142,40.323
Guatemala,26,12.037,1.458
Brazil,11123,11.912,52.300
Bolivia,118,11.579,10.110
Afghanistan,120,11.568,3.080
Maldives,3,11.179,5.551
Ghana,22,10.789,0.707
Nigeria,143,10.757,0.683
ElSalvador,17,10.299,2.620
Kuwait,58,9.735,13.579
Ethiopia,5,9.072,0.042
SierraLeone,18,8.902,2.228
Guinea-Bissau,3,8.601,1.525
Paraguay,10,8.251,1.403
Gabon,8,8.246,3.595
Haiti,15,8.102,1.319
Honduras,108,7.757,10.899
Zambia,7,7.271,0.393
Sudan,70,6.934,1.590
Tajikistan,20,4.958,2.092
Chad,31,4.793,1.925
Benin,2,4.041,0.163
Yemen,8,3.353,0.314
SaoTomeandPrincipe,5,2.203,22.812
