2020/04/04 18:40:25 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3326,1614.368,2.322
S.Korea,177,70.226,3.451
SanMarino,32,42.634,943.044
Taiwan,5,21.406,0.211
Lebanon,17,20.842,2.485
SouthAfrica,9,20.441,0.150
Guadeloupe,7,20.003,17.500
Jordan,5,17.817,0.495
Italy,15362,16.257,254.037
TrinidadandTobago,6,15.599,4.277
Venezuela,7,15.353,0.226
Norway,62,14.952,11.439
Uruguay,4,14.158,1.150
CostaRica,2,14.117,0.394
Slovenia,22,13.609,10.583
Austria,186,13.336,20.651
Switzerland,641,13.291,74.064
Bahrain,4,13.172,2.349
Ghana,5,12.965,0.171
Bangladesh,8,12.860,0.046
SriLanka,5,12.616,0.241
Iceland,4,12.562,11.721
Singapore,6,12.322,1.024
Luxembourg,31,12.158,49.527
Malaysia,57,11.941,1.767
Andorra,17,11.717,220.015
Bulgaria,17,11.595,2.433
Australia,30,11.465,1.178
BurkinaFaso,16,11.301,0.755
Martinique,3,11.277,7.993
HongKong,4,11.249,0.534
Iran,3452,10.692,41.120
Greece,68,10.654,6.544
Germany,1330,10.362,15.876
Estonia,13,10.177,9.797
Finland,25,10.153,4.516
Togo,3,9.808,0.366
Thailand,20,9.571,0.290
Guatemala,2,9.391,0.105
Senegal,2,9.303,0.119
Albania,18,9.243,6.270
Netherlands,1651,9.111,96.317
Croatia,12,9.006,2.920
Paraguay,3,9.002,0.406
Czechia,59,8.979,5.505
Spain,11744,8.905,251.194
Japan,69,8.819,0.541
Iraq,56,8.804,1.403
Jamaica,3,8.526,1.019
Total:,63924,8.278,8.198
SaudiArabia,29,8.168,0.838
Indonesia,191,8.168,0.730
Oman,2,8.085,0.390
Denmark,161,7.871,27.801
Egypt,71,7.835,0.664
Sweden,373,7.757,36.935
Bolivia,10,7.697,0.863
Pakistan,41,7.654,0.189
Armenia,7,7.610,2.364
Ecuador,172,7.555,9.729
Ireland,137,7.520,27.733
Mauritius,7,7.429,5.500
Lithuania,10,7.227,3.671
Argentina,42,7.205,0.931
Hungary,32,7.121,3.304
Sudan,2,7.000,0.040
Angola,2,7.000,0.060
NorthMacedonia,17,6.979,8.166
Belgium,1283,6.911,110.681
Portugal,266,6.826,26.084
DominicanRepublic,68,6.671,6.261
Colombia,25,6.608,0.493
Mayotte,2,6.429,7.328
Panama,41,6.423,9.509
Tunisia,19,6.332,1.615
Israel,44,6.265,5.083
Chile,27,6.227,1.415
SaintMartin,2,6.219,51.750
Poland,79,6.104,2.091
Qatar,3,5.997,1.042
Morocco,58,5.938,1.576
DRC,16,5.897,0.216
Mali,3,5.894,0.146
Kazakhstan,5,5.817,0.267
Mexico,60,5.667,0.462
Nigeria,4,5.652,0.019
Cyprus,11,5.596,9.115
BosniaandHerzegovina,19,5.565,5.789
ChannelIslands,5,5.564,28.750
France,7560,5.558,115.812
Bahamas,3,5.542,7.625
Brazil,376,5.528,1.762
Cuba,6,5.490,0.521
Montenegro,2,5.412,3.184
UK,4313,5.410,63.507
Serbia,44,5.380,5.039
Canada,228,5.329,6.037
Romania,146,5.323,7.597
USA,8173,5.283,24.697
Uzbekistan,2,5.167,0.060
Peru,61,5.074,1.852
Afghanistan,7,4.852,0.187
Algeria,130,4.787,3.014
Honduras,15,4.747,1.534
Azerbaijan,5,4.613,0.489
Guyana,4,4.594,5.043
Philippines,144,4.590,1.303
ElSalvador,3,4.489,0.482
India,86,4.261,0.056
Ukraine,28,4.250,0.628
Syria,2,4.171,0.112
UAE,10,4.154,1.010
Turkey,501,4.134,5.945
Moldova,12,4.111,2.968
Kenya,4,4.048,0.063
Russia,43,3.676,0.291
MSZaandam,2,3.226,0.089
Belarus,5,3.144,0.534
Congo,2,2.846,0.364
Cameroon,8,2.818,0.299
SintMaarten,4,2.382,93.217
Niger,5,1.953,0.208
