2020/09/17 21:51:17 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,3505.591,1237.286
South America,Peru,31051,84.324,938.997
Europe,Belgium,9935,71.950,856.426
Europe,Andorra,53,37.057,685.712
Europe,Spain,30405,39.977,650.233
South America,Bolivia,7478,110.690,638.814
South America,Chile,12142,169.061,634.032
South America,Brazil,134935,97.202,633.852
South America,Ecuador,11029,63.082,623.182
Europe,UK,41705,76.420,613.640
North America,USA,202106,114.856,609.819
Europe,Italy,35658,141.975,589.950
Europe,Sweden,5864,249.737,579.894
North America,Mexico,71978,96.402,557.067
North America,Panama,2198,111.033,507.746
Europe,France,31095,30.269,476.138
South America,Colombia,23478,69.696,460.392
North America,Sint Maarten,19,97.649,442.083
Europe,Netherlands,6266,42.218,365.546
Europe,Ireland,1789,90.984,361.454
Europe,North Macedonia,675,89.368,323.978
Asia,Armenia,925,165.926,312.040
Europe,Moldova,1170,64.106,290.192
Asia,Iran,23808,111.061,282.712
Europe,Isle of Man,24,819.991,281.912
Europe,Channel Islands,48,385.125,275.531
South America,Argentina,12229,34.769,270.050
Africa,South Africa,15772,283.256,265.220
North America,Canada,9199,116.066,243.297
Europe,Switzerland,2042,74.316,235.565
Europe,Bosnia and Herzegovina,747,55.464,228.001
Europe,Romania,4312,56.096,224.467
South America,French Guiana,65,287.574,216.480
North America,Honduras,2102,80.738,211.528
Asia,Iraq,8332,49.022,206.196
North America,Aruba,22,29.231,205.873
Europe,Montenegro,126,27.056,200.605
Europe,Luxembourg,124,114.798,197.421
North America,Dominican Republic,2022,114.067,185.995
Europe,Portugal,1888,72.993,185.285
North America,Bahamas,69,38.447,175.104
North America,Guatemala,3009,151.247,167.316
Asia,Kyrgyzstan,1063,464.699,162.370
South America,Suriname,95,111.383,161.633
Asia,Oman,818,127.883,159.360
North America,Saint Martin,6,19.109,154.618
North America,Bermuda,9,861.233,144.607
Asia,Kuwait,575,92.444,134.228
Europe,Russia,19061,132.889,130.600
North America,Costa Rica,666,33.201,130.489
North America,Turks and Caicos,5,100.699,128.778
Asia,Israel,1169,26.101,127.101
Asia,Bahrain,216,68.430,126.069
Asia,Saudi Arabia,4399,357.461,125.947
North America,El Salvador,801,233.239,123.373
All,World,949442,70.363,121.805
All,Total:,949442,70.363,121.805
Europe,Albania,347,50.819,120.614
Europe,Germany,9455,117.009,112.778
Europe,Denmark,635,39.566,109.559
Europe,Bulgaria,749,78.682,107.964
Asia,Kazakhstan,1671,1098.078,88.766
Africa,Cabo Verde,49,46.080,87.935
Africa,Eswatini,101,152.917,86.874
