2020/05/03 19:15:41 UTC
Country,Total deaths,Td,Deaths/Mil.
China,4633,8040.008,3.242
HongKong,4,2520.629,0.535
Montenegro,8,1559.926,12.745
Iceland,10,1244.544,29.305
S.Korea,250,803.233,4.887
Taiwan,6,696.264,0.250
TrinidadandTobago,8,560.406,5.724
Monaco,4,458.513,101.937
NewZealand,20,421.979,4.143
Andorra,44,400.288,569.467
Australia,95,385.788,3.730
Thailand,54,304.071,0.782
Guadeloupe,12,243.402,30.000
Slovakia,24,233.140,4.398
Martinique,14,214.693,37.307
Syria,3,211.054,0.205
Austria,598,200.997,66.406
Barbados,7,194.071,24.370
SintMaarten,13,181.940,303.276
Luxembourg,96,181.268,153.364
Switzerland,1762,169.482,203.568
Slovenia,96,159.935,46.165
Jordan,9,157.332,0.879
BurkinaFaso,44,155.738,2.092
Palestine,2,153.267,0.391
Croatia,79,151.650,19.260
Libya,3,150.400,0.429
ChannelIslands,41,143.930,235.807
Estonia,55,142.270,41.476
Bahamas,11,131.799,27.964
France,24895,121.705,381.336
AntiguaandBarbuda,3,118.858,30.600
IsleofMan,22,117.365,258.723
Lebanon,25,116.755,3.664
Norway,211,115.588,38.924
Greece,144,114.451,13.819
Bermuda,7,108.182,112.430
Israel,230,102.313,26.575
Germany,6840,99.284,81.642
Czechia,245,97.477,22.878
Niger,35,86.829,1.427
Portugal,1043,84.059,102.270
Myanmar,6,81.113,0.116
Tunisia,42,79.144,3.538
CostaRica,6,79.041,1.177
Malta,4,77.356,9.057
Italy,28884,75.941,477.706
Cyprus,15,74.474,12.420
Venezuela,10,73.636,0.348
Netherlands,5056,69.759,295.103
Iran,6203,65.628,73.857
Nicaragua,3,65.472,0.429
Belgium,7844,61.738,676.798
SanMarino,41,61.721,1208.302
Latvia,16,61.198,8.482
Djibouti,2,58.163,2.025
Malaysia,105,56.532,3.251
NorthMacedonia,84,56.190,40.304
Spain,25264,56.049,540.301
Uruguay,17,54.029,4.902
Albania,31,53.441,10.762
Zimbabwe,4,52.526,0.235
Ethiopia,3,52.122,0.022
Japan,474,50.295,3.741
Guyana,9,47.266,11.415
Denmark,484,46.272,83.555
Ireland,1303,44.030,263.860
Uzbekistan,10,36.336,0.300
Turkey,3397,35.947,40.291
Congo,9,35.834,1.611
Malawi,3,35.364,0.154
Finland,230,35.118,41.500
Kyrgyzstan,10,31.648,1.535
Azerbaijan,25,30.171,2.472
Serbia,193,29.800,22.086
Poland,678,29.511,17.924
Haiti,8,29.232,0.659
IvoryCoast,15,28.678,0.573
World,247355,28.452,31.733
Total:,247355,28.452,31.733
Romania,790,27.530,41.051
USA,68222,27.030,206.101
Sweden,2679,26.950,265.295
Hungary,340,26.710,35.157
Cuba,67,26.074,5.932
Morocco,174,25.887,4.720
Moldova,125,25.541,31.000
Georgia,9,25.242,2.261
Philippines,607,24.715,5.528
UK,28446,24.312,419.070
BosniaandHerzegovina,77,23.915,23.469
Argentina,241,22.696,5.354
Liberia,18,22.394,3.506
Bulgaria,73,22.173,10.512
Indonesia,845,20.989,3.096
Iraq,97,20.884,2.408
Togo,9,20.619,1.089
Canada,3675,20.131,97.390
Bahrain,8,19.777,4.701
Panama,197,19.640,45.652
Cameroon,64,19.574,2.403
Oman,12,19.332,2.350
DominicanRepublic,333,18.686,30.688
Ecuador,1564,18.486,88.636
Kenya,24,17.976,0.465
Algeria,463,17.340,10.556
Singapore,18,16.739,3.077
Mayotte,4,16.406,14.664
Angola,2,16.323,0.057
Colombia,324,15.997,6.360
Armenia,35,15.537,11.808
UAE,126,15.465,12.740
SriLanka,7,15.311,0.331
Ukraine,288,14.980,6.576
Ghana,18,14.440,0.581
Benin,2,14.232,0.156
Zambia,3,14.148,0.169
Egypt,429,13.675,4.181
CaboVerde,2,13.461,3.592
Mali,27,13.124,1.343
Kazakhstan,27,12.986,1.435
Guatemala,17,12.949,0.939
Chile,260,12.484,13.606
SouthAfrica,131,12.125,2.202
Pakistan,457,11.833,2.071
Qatar,12,11.741,4.165
Jamaica,8,11.624,2.695
India,1391,11.515,1.014
DRC,33,11.500,0.392
SaudiArabia,184,11.211,5.286
Peru,1200,11.141,36.394
Brazil,6777,10.916,31.903
Guinea,7,10.429,0.534
Mexico,2061,10.383,15.956
Belarus,99,10.371,10.478
Tanzania,16,10.251,0.267
Honduras,76,10.177,7.675
Kuwait,38,10.051,8.899
Paraguay,10,10.022,1.405
ElSalvador,11,9.757,1.706
Somalia,32,9.620,1.994
Russia,1280,9.530,8.772
SierraLeone,8,9.266,1.019
Bolivia,71,9.170,6.086
Bangladesh,177,8.708,1.067
Senegal,9,8.570,0.541
Afghanistan,85,8.530,2.169
Gabon,5,7.538,2.254
Nigeria,85,6.899,0.427
Sudan,41,5.300,0.970
Chad,10,5.197,0.598
Yemen,2,2.107,0.060
