2020/04/02 21:17:28 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3318,1299.784,2.318
S.Korea,169,63.399,3.303
SanMarino,30,29.636,884.204
Bangladesh,6,20.119,0.032
Taiwan,5,16.360,0.206
Venezuela,3,15.837,0.104
SriLanka,4,12.368,0.185
Lebanon,16,12.303,2.332
Malaysia,50,11.336,1.540
Bahrain,4,11.329,2.351
Italy,13915,11.084,230.142
TrinidadandTobago,5,10.808,3.564
Albania,16,10.435,5.545
Estonia,11,10.395,8.295
Norway,50,10.170,9.218
Uruguay,4,10.150,1.154
Finland,19,9.585,3.430
Singapore,4,9.546,0.683
Switzerland,536,9.223,61.922
Jamaica,3,9.223,1.023
Togo,2,9.188,0.256
Slovenia,17,9.155,8.168
Iran,3160,8.983,37.631
Jordan,5,8.775,0.485
Guadeloupe,6,8.640,15.000
Qatar,3,8.521,1.040
HongKong,4,8.494,0.534
Iceland,4,8.336,11.721
Thailand,15,8.300,0.216
Japan,57,8.073,0.454
Denmark,123,8.034,21.251
Australia,27,7.986,1.061
Austria,158,7.863,17.543
Luxembourg,30,7.780,47.925
Paraguay,3,7.699,0.429
Greece,53,7.682,5.080
Bulgaria,10,7.682,1.444
Egypt,58,7.578,0.536
CostaRica,2,7.155,0.394
BurkinaFaso,16,7.142,0.778
Indonesia,170,6.977,0.665
SouthAfrica,5,6.704,0.085
Martinique,3,6.578,8.000
SaudiArabia,21,6.563,0.602
Croatia,7,6.532,1.703
Total:,52853,6.525,6.780
Czechia,44,6.363,4.105
Montenegro,2,6.342,3.181
Germany,1107,6.322,13.213
Pakistan,34,6.311,0.157
NorthMacedonia,11,6.265,5.271
Sweden,308,6.139,30.479
Iraq,54,6.046,1.329
Lithuania,9,6.023,3.300
Hungary,21,6.012,2.190
Argentina,34,5.961,0.750
Spain,10348,5.940,221.337
Andorra,15,5.898,194.124
Armenia,7,5.868,2.365
Netherlands,1339,5.850,78.170
France,5387,5.700,82.484
Panama,32,5.650,7.411
DRC,11,5.511,0.089
Ireland,98,5.388,19.834
Belgium,1011,5.386,87.214
Colombia,19,5.365,0.376
Ecuador,120,5.054,6.791
Tunisia,14,5.018,1.169
Sudan,2,4.947,0.050
Angola,2,4.947,0.050
Cyprus,10,4.891,8.287
Poland,57,4.858,1.509
Israel,36,4.799,4.158
BosniaandHerzegovina,16,4.593,4.872
Mexico,37,4.556,0.295
Peru,55,4.491,1.673
Chile,18,4.443,0.941
Ghana,5,4.417,0.172
Portugal,209,4.395,20.497
Romania,115,4.387,5.964
Serbia,31,4.352,3.547
UAE,8,4.319,0.812
Brazil,299,4.292,1.399
Morocco,44,4.233,1.181
Uzbekistan,2,4.224,0.059
ElSalvador,2,4.224,0.293
Syria,2,4.171,0.112
Bolivia,8,4.131,0.715
Afghanistan,6,4.117,0.154
Mauritius,7,4.117,5.509
Algeria,86,4.101,1.919
Canada,161,4.100,4.267
Moldova,6,3.975,1.485
USA,5808,3.868,17.538
DominicanRepublic,60,3.855,5.522
Belarus,4,3.843,0.421
UK,2921,3.840,43.055
Nigeria,2,3.781,0.010
India,72,3.740,0.057
Philippines,107,3.690,0.975
Guyana,4,3.634,5.053
Kenya,3,3.546,0.055
Kazakhstan,3,3.506,0.159
Cameroon,7,3.451,0.275
Cuba,6,3.446,0.541
ChannelIslands,3,3.383,17.254
Honduras,14,3.375,1.406
Russia,30,3.368,0.203
Azerbaijan,5,3.326,0.487
Congo,2,2.846,0.364
Ukraine,22,2.774,0.515
Turkey,356,2.415,4.221
Niger,5,1.839,0.204
Mali,3,1.679,0.167
