2020/07/05 00:28:41 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,Belgium,9771,550.130,842.981
Europe,Spain,28385,811.141,607.136
Europe,Italy,34854,1053.814,576.475
Europe,Sweden,5420,52.699,536.619
Europe,France,29893,198.880,457.992
North America,USA,132313,44.186,399.721
Europe,Netherlands,6113,1296.652,356.688
Europe,Ireland,1741,1765.722,352.582
North America,Sint Maarten,15,376.027,349.808
South America,Chile,6192,68.829,323.893
South America,Peru,10412,60.386,315.758
South America,Brazil,64365,30.204,302.786
South America,Ecuador,4769,40.417,270.245
North America,Mexico,29843,34.188,231.442
North America,Canada,8674,240.091,229.787
Europe,Switzerland,1965,266.458,227.027
Europe,Luxembourg,110,90.363,175.715
North America,Panama,720,25.869,166.844
Asia,Armenia,477,39.113,160.966
Europe,North Macedonia,334,36.998,160.303
Europe,Portugal,1605,107.487,157.409
Europe,Moldova,580,57.839,143.786
Asia,Iran,11408,73.436,135.815
Africa,Mayotte,35,81.937,128.294
South America,Bolivia,1320,26.586,113.077
Europe,Germany,9081,372.619,108.373
Europe,Denmark,606,394.137,104.605
Europe,Monaco,4,169.001,101.925
Europe,Romania,1731,58.660,89.996
Asia,Kuwait,365,52.391,85.463
Europe,Austria,705,170.042,78.282
South America,Colombia,3942,19.660,77.457
North America,Dominican Republic,786,34.009,72.444
Europe,Russia,10027,79.209,68.708
All,World,532856,45.381,68.366
All,Total:,532856,45.381,68.362
Asia,Turkey,5206,132.246,61.726
North America,Honduras,605,18.472,61.085
Europe,Hungary,589,630.458,60.960
Europe,Finland,329,700.921,59.373
Africa,Sao Tome and Principe,13,579.006,59.305
Asia,Iraq,2368,19.333,58.881
Europe,Bosnia and Herzegovina,191,20.923,58.239
Asia,Bahrain,96,41.948,56.428
Africa,Djibouti,55,244.654,55.662
South America,French Guiana,16,13.850,53.569
Europe,Slovenia,111,80.678,53.418
Asia,Saudi Arabia,1858,40.159,53.368
Europe,Estonia,69,1609.255,52.001
North America,Turks and Caicos,2,10.226,51.644
North America,Guatemala,920,15.332,51.354
Africa,South Africa,3026,15.748,51.014
Europe,Norway,251,590.848,46.286
Europe,Belarus,418,168.586,44.238
Asia,Qatar,123,98.443,43.806
Europe,Poland,1512,93.198,39.960
Asia,Oman,203,28.969,39.753
North America,Martinique,14,170.156,37.333
Africa,Equatorial Guinea,51,11.327,36.353
Asia,Israel,330,23.628,35.874
Europe,Serbia,306,40.601,35.029
North America,Guadeloupe,14,443.956,35.000
Europe,Bulgaria,241,23.675,34.683
Europe,Czechia,351,56.890,32.786
South America,Argentina,1481,18.209,32.773
Asia,UAE,321,78.189,32.455
North America,El Salvador,210,20.635,32.366
Africa,Egypt,3280,38.126,32.031
Europe,Iceland,10,407.786,29.301
Europe,Lithuania,79,552.825,29.037
Africa,Cabo Verde,16,23.410,28.780
North America,Aruba,3,124.924,28.086
Europe,Ukraine,1227,46.804,28.052
Africa,Mauritania,129,32.057,27.740
Europe,Croatia,113,34.769,27.538
Europe,Albania,74,30.310,25.725
South America,Suriname,14,25.470,23.862
Asia,Azerbaijan,241,25.948,23.770
Africa,Algeria,946,31.282,21.544
Asia,Afghanistan,826,90.529,21.211
Asia,Pakistan,4619,46.487,20.913
Europe,Montenegro,13,12.028,20.692
Europe,Malta,9,1627.855,20.384
Africa,Gabon,44,63.890,19.769
Asia,Maldives,10,103.994,18.497
Europe,Greece,192,123.747,18.429
South America,Guyana,14,28.929,17.809
Europe,Latvia,30,775.976,15.922
Asia,Cyprus,19,605.288,15.739
