2020/05/05 01:21:36 UTC
Country,Total deaths,Td,Deaths/Mil.
China,4633,8934.043,3.242
Iceland,10,2179.774,29.305
HongKong,4,1681.227,0.534
S.Korea,252,1067.098,4.923
Montenegro,8,781.174,12.731
Andorra,45,517.431,582.420
NewZealand,20,478.568,4.143
SintMaarten,13,366.323,303.276
Australia,95,349.857,3.730
Thailand,54,293.343,0.777
Austria,600,284.664,66.603
Guadeloupe,12,243.402,30.000
Slovakia,25,233.977,4.582
Taiwan,6,233.698,0.247
France,25201,229.116,386.056
Slovenia,97,222.793,46.646
Luxembourg,96,211.054,153.354
Syria,3,211.054,0.205
Switzerland,1784,200.449,206.123
Barbados,7,196.497,24.329
Greece,146,191.057,14.034
Estonia,55,189.727,41.468
Croatia,80,186.343,19.495
ChannelIslands,41,186.099,235.825
Lebanon,25,153.670,3.649
Libya,3,150.400,0.429
Israel,235,149.735,27.151
Martinique,14,143.930,37.282
Jordan,9,138.572,0.890
Norway,214,132.122,39.475
Bahamas,11,131.799,27.964
AntiguaandBarbuda,3,118.858,30.600
Germany,6993,117.506,83.460
Cyprus,15,112.169,12.426
Czechia,252,111.484,23.527
Bermuda,7,109.153,112.426
Malta,4,103.417,9.058
Portugal,1063,100.585,104.243
Italy,29079,96.119,480.904
IsleofMan,23,96.110,270.480
SanMarino,41,94.929,1208.302
CostaRica,6,94.856,1.181
Tunisia,43,94.404,3.633
Lithuania,46,89.352,16.889
BurkinaFaso,46,85.674,2.190
Palestine,2,85.373,0.392
Uruguay,17,83.707,4.890
Netherlands,5082,81.584,296.543
Belgium,7924,80.706,683.677
Zimbabwe,4,80.034,0.235
Iran,6277,76.492,74.703
NorthMacedonia,85,73.479,40.820
Spain,25428,72.039,543.889
Albania,31,71.059,10.771
Latvia,16,70.003,8.482
Niger,37,65.383,1.519
Djibouti,2,64.394,2.025
Myanmar,6,62.641,0.112
Venezuela,10,59.404,0.364
Malaysia,105,58.945,3.239
Denmark,493,54.827,85.090
Ireland,1319,53.283,267.108
Japan,536,47.505,4.230
Ethiopia,3,46.052,0.021
Turkey,3461,45.155,41.046
Finland,240,41.559,43.296
Serbia,197,41.273,22.551
Uzbekistan,10,40.009,0.297
Malawi,3,37.308,0.146
Congo,10,37.006,1.822
Hungary,351,35.669,36.314
Poland,698,35.526,18.439
Nicaragua,5,33.906,0.667
Azerbaijan,26,33.570,2.569
Sweden,2769,33.077,274.207
Georgia,9,32.602,2.261
Cuba,69,32.549,6.081
Romania,818,32.091,42.498
World,252364,31.489,32.404
Total:,252364,31.489,32.376
Moldova,132,31.301,32.720
Kyrgyzstan,10,30.519,1.530
Liberia,18,29.725,3.578
USA,69921,29.672,211.233
Bulgaria,78,29.189,11.237
UK,28734,28.918,423.206
Morocco,179,28.113,4.853
Philippines,623,27.642,5.714
Panama,200,27.196,46.353
SriLanka,8,25.101,0.373
BosniaandHerzegovina,78,24.900,23.773
Iraq,98,24.726,2.423
Indonesia,864,24.575,3.132
Canada,3854,24.405,102.102
Argentina,260,24.317,5.746
IvoryCoast,17,23.416,0.641
Cameroon,64,23.075,2.403
Oman,12,22.774,2.348
Guyana,9,22.285,11.446
Singapore,18,21.289,3.077
Bahrain,8,21.224,4.701
Togo,9,20.119,1.071
Algeria,465,20.051,10.605
DominicanRepublic,346,19.439,31.890
Jamaica,9,18.828,3.038
UAE,137,18.804,13.849
Angola,2,18.697,0.057
Kenya,24,17.961,0.441
Ukraine,303,17.948,6.929
Ecuador,1569,17.756,88.930
Haiti,11,17.680,0.990
Guatemala,17,17.177,0.943
Kazakhstan,29,16.679,1.547
Armenia,39,16.461,13.161
Egypt,436,16.118,4.288
Qatar,12,15.848,4.165
Mali,29,15.487,1.450
Colombia,358,13.713,7.050
SaudiArabia,191,13.637,5.486
Somalia,35,13.517,2.222
Belarus,103,13.497,10.901
Pakistan,476,13.483,2.159
Chile,270,13.382,14.126
Zambia,3,13.253,0.153
SouthAfrica,138,13.177,2.332
DRC,34,13.108,0.399
Guinea,9,12.587,0.684
India,1566,12.360,1.147
Mayotte,6,12.141,21.997
Benin,2,11.967,0.167
Honduras,82,11.911,8.317
Peru,1344,11.610,40.769
Kuwait,40,11.335,9.367
CaboVerde,2,11.321,3.600
Senegal,10,11.164,0.598
Russia,1356,11.027,9.288
Bangladesh,182,10.762,1.112
Afghanistan,90,10.561,2.301
Brazil,7343,10.529,34.522
Mexico,2271,10.272,17.599
Tanzania,16,10.251,0.267
ElSalvador,13,10.206,2.014
Ghana,18,9.966,0.583
Bolivia,82,9.599,7.024
SierraLeone,9,9.029,1.112
Paraguay,10,8.930,1.414
Gabon,6,8.766,2.698
Nigeria,93,6.558,0.465
Sudan,41,6.409,0.907
Chad,10,5.983,0.598
SaoTomeandPrincipe,3,4.594,13.696
Yemen,2,1.953,0.067
