2020/04/06 18:21:49 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3331,1663.328,2.324
S.Korea,186,77.642,3.635
SanMarino,32,33.366,943.038
Lebanon,19,25.127,2.774
Taiwan,5,24.506,0.214
Venezuela,7,23.205,0.264
SouthAfrica,11,21.892,0.186
Guadeloupe,7,20.063,17.474
Austria,220,19.643,24.425
TrinidadandTobago,8,19.625,5.714
Norway,76,18.685,14.018
Jordan,6,18.373,0.585
Italy,16523,18.342,273.250
Uruguay,6,17.985,1.729
Slovenia,30,16.147,14.427
Australia,41,15.589,1.606
Switzerland,762,15.276,88.053
Senegal,2,14.573,0.115
BurkinaFaso,17,14.346,0.838
Ghana,5,14.183,0.164
HongKong,4,13.693,0.533
Luxembourg,41,13.563,65.502
Iceland,6,13.349,17.581
Malaysia,62,13.196,1.912
CostaRica,2,13.160,0.392
Greece,79,13.107,7.562
Thailand,26,12.899,0.375
Iran,3739,12.868,44.497
SriLanka,5,12.844,0.225
Bahrain,4,12.640,2.349
Andorra,18,11.967,232.958
Bulgaria,22,11.423,3.166
Croatia,16,11.123,3.902
Estonia,19,11.077,14.319
Singapore,6,10.844,1.025
IvoryCoast,3,10.581,0.115
Spain,13169,10.535,281.652
Germany,1662,10.483,19.834
Slovakia,2,10.473,0.367
Netherlands,1867,10.320,108.924
Martinique,4,10.294,10.658
Czechia,78,10.196,7.281
Finland,27,10.195,4.876
Jamaica,3,10.174,1.034
Iraq,64,9.851,1.614
Hungary,38,9.523,3.933
Albania,21,9.241,7.297
Lithuania,15,8.977,5.516
Total:,73831,8.892,9.470
Armenia,8,8.869,2.699
Togo,3,8.821,0.346
SaudiArabia,38,8.793,1.084
Belgium,1632,8.677,140.822
Indonesia,209,8.569,0.755
Paraguay,5,8.535,0.708
Egypt,78,8.349,0.731
Sweden,477,8.342,47.263
Mayotte,2,8.312,7.333
Denmark,187,8.129,32.279
Georgia,2,8.064,0.500
Portugal,311,8.025,30.490
Israel,56,7.999,6.471
Tunisia,22,7.959,1.878
Ireland,174,7.934,35.228
Oman,2,7.893,0.393
Colombia,35,7.812,0.684
Mali,5,7.686,0.213
BosniaandHerzegovina,29,7.669,8.820
Bolivia,11,7.644,0.962
Argentina,48,7.590,1.050
Mauritius,7,7.521,5.508
Ecuador,191,7.499,10.807
Ethiopia,2,7.480,0.018
Guatemala,3,7.297,0.171
Japan,85,7.220,0.675
Chile,37,7.177,1.936
DRC,18,7.063,0.224
NorthMacedonia,21,7.000,10.095
Angola,2,7.000,0.057
Sudan,2,7.000,0.050
Panama,54,6.949,12.522
Cyprus,9,6.892,7.452
DominicanRepublic,86,6.858,7.951
Cuba,9,6.719,0.797
Bahamas,5,6.663,12.759
Romania,168,6.632,8.737
Nigeria,5,6.582,0.022
Morocco,80,6.551,2.143
Syria,2,6.493,0.105
SaintMartin,2,6.404,51.750
Honduras,22,6.362,2.215
Poland,107,6.349,2.837
Kazakhstan,6,6.317,0.323
Mexico,94,6.308,0.746
Afghanistan,7,6.305,0.172
France,8911,6.154,136.561
Pakistan,52,6.055,0.235
Canada,321,5.948,8.503
USA,10490,5.910,31.698
ChannelIslands,7,5.854,40.266
Kyrgyzstan,4,5.832,0.611
ElSalvador,4,5.825,0.638
UK,5373,5.734,79.125
Azerbaijan,7,5.684,0.688
Philippines,163,5.630,1.470
Congo,5,5.627,0.889
Algeria,173,5.448,3.890
Bangladesh,12,5.272,0.068
Montenegro,2,5.161,3.185
Brazil,506,5.009,2.373
Qatar,4,4.991,1.389
Uzbekistan,2,4.951,0.060
Peru,92,4.893,2.802
Ukraine,38,4.800,0.864
Turkey,649,4.727,7.689
Serbia,58,4.708,6.644
Kenya,6,4.217,0.114
Moldova,19,4.129,4.706
UAE,11,3.967,1.113
Russia,47,3.914,0.319
Guyana,4,3.768,5.103
Liberia,3,3.309,0.692
India,136,3.245,0.085
MSZaandam,2,3.226,0.089
Belarus,13,3.177,1.374
Cameroon,9,3.121,0.342
SintMaarten,6,2.667,139.946
Niger,10,2.284,0.435
