2020/05/06 10:52:46 UTC
Country,Total deaths,Td,Deaths/Mil.
China,4633,8553.974,3.242
Iceland,10,2179.774,29.305
HongKong,4,1681.227,0.534
S.Korea,255,968.517,4.979
Montenegro,8,521.589,12.741
Aruba,2,487.625,18.733
Andorra,46,453.054,595.366
NewZealand,21,448.808,4.361
SintMaarten,14,366.323,326.605
Thailand,55,281.934,0.791
Guadeloupe,13,243.402,32.500
Australia,97,241.053,3.809
Austria,608,230.285,67.491
Syria,3,211.054,0.205
Taiwan,6,210.569,0.246
Barbados,7,196.497,24.329
Switzerland,1795,193.006,207.380
Luxembourg,96,185.763,153.350
France,25531,175.907,391.159
ChannelIslands,40,173.853,230.092
Slovenia,99,173.206,47.654
Greece,146,166.234,13.981
Croatia,83,155.215,20.200
Estonia,55,154.383,41.451
Slovakia,25,151.640,4.584
Libya,3,150.400,0.429
Israel,238,132.638,27.500
Norway,215,128.399,39.649
Martinique,14,123.711,37.308
AntiguaandBarbuda,3,118.858,30.600
Germany,6993,111.767,83.452
Djibouti,2,110.770,2.025
Bermuda,7,109.153,112.426
Lebanon,25,107.829,3.667
Tunisia,43,103.061,3.618
Cyprus,15,101.459,12.420
Jordan,9,101.432,0.879
Malta,5,94.998,11.328
Czechia,258,94.582,24.105
IsleofMan,23,90.597,270.497
Portugal,1074,87.919,105.344
Italy,29315,87.363,484.838
Lithuania,48,80.034,17.647
Zimbabwe,4,80.034,0.235
SanMarino,41,76.933,1208.351
Netherlands,5168,72.184,301.625
CostaRica,6,70.812,1.176
Belgium,8339,69.025,719.590
NorthMacedonia,86,68.061,41.253
Niger,38,66.102,1.594
Latvia,17,65.776,9.010
BurkinaFaso,48,64.307,2.302
Spain,25613,63.497,547.811
Myanmar,6,62.641,0.112
Uruguay,17,62.560,4.897
Palestine,2,61.832,0.394
Iran,6418,51.938,76.397
Malaysia,107,51.589,3.313
Ireland,1339,48.180,271.174
Albania,31,46.762,10.768
Japan,556,46.317,4.411
Bahamas,11,45.512,27.933
Venezuela,10,44.390,0.354
Denmark,503,41.887,86.853
Turkey,3520,39.868,41.726
Serbia,200,37.312,22.900
Malawi,3,37.308,0.146
Congo,10,37.006,1.822
Uzbekistan,10,36.214,0.298
Cuba,69,30.476,6.101
Hungary,373,30.181,38.607
Finland,246,29.970,44.406
Sweden,2854,28.840,282.622
Georgia,9,27.399,2.257
World,258962,27.256,33.240
Total:,258962,27.256,33.219
USA,72284,27.153,218.363
Poland,723,26.759,19.103
Moldova,136,26.700,33.727
Azerbaijan,26,26.641,2.562
Liberia,20,25.941,4.000
UK,29427,25.451,433.429
Romania,858,24.973,44.582
Argentina,264,24.771,5.837
BosniaandHerzegovina,79,23.646,24.073
Kyrgyzstan,12,23.417,1.846
Nicaragua,5,23.368,0.625
Cameroon,64,23.075,2.403
IvoryCoast,18,22.767,0.689
Canada,4043,22.533,107.125
SriLanka,9,22.097,0.420
Panama,210,21.786,48.683
Bulgaria,82,21.242,11.801
Guyana,10,21.231,12.688
Philippines,658,21.206,5.985
Iraq,102,20.930,2.517
Morocco,182,20.588,4.937
Ethiopia,4,19.307,0.025
Togo,9,18.886,1.055
Jamaica,9,18.523,3.044
Indonesia,895,18.084,3.238
Ecuador,1569,17.756,88.930
DominicanRepublic,354,17.396,32.645
Bahrain,8,17.317,4.701
Algeria,470,17.203,10.686
Haiti,12,17.061,1.069
Angola,2,16.866,0.056
UAE,146,16.794,14.761
Singapore,18,16.130,3.076
Oman,13,15.695,2.544
Ukraine,327,14.388,7.466
Kazakhstan,29,13.840,1.545
Egypt,452,13.613,4.394
Kenya,24,13.553,0.449
Guatemala,19,13.316,1.071
Mali,32,13.221,1.569
Colombia,378,13.112,7.417
Guinea,10,12.810,0.762
Zambia,4,12.748,0.230
Armenia,40,12.165,13.501
Benin,2,11.967,0.167
SaudiArabia,200,11.836,5.745
Qatar,12,11.819,4.165
SouthAfrica,148,11.669,2.502
Chile,275,11.364,14.390
Pakistan,526,11.183,2.379
India,1695,10.660,1.234
Belarus,112,10.648,11.854
Somalia,38,10.586,2.412
Brazil,7958,10.454,37.473
Tanzania,16,10.251,0.267
Mayotte,9,10.235,32.992
Senegal,11,10.125,0.654
Ghana,18,9.966,0.583
CaboVerde,2,9.911,3.602
Peru,1444,9.794,43.809
Gabon,6,9.483,2.690
Mexico,2507,9.397,19.459
Kuwait,40,9.276,9.366
DRC,35,9.224,0.395
Russia,1537,8.468,10.532
Bolivia,86,8.438,7.350
Honduras,93,8.184,9.373
Bangladesh,186,8.151,1.127
ElSalvador,14,7.994,2.167
Afghanistan,104,7.849,2.667
Paraguay,10,7.726,1.392
SierraLeone,11,7.477,1.382
Nigeria,98,7.405,0.465
Maldives,2,5.850,3.700
Sudan,45,5.423,1.041
Chad,17,4.096,1.000
Guinea-Bissau,2,2.591,1.015
SaoTomeandPrincipe,3,1.576,13.690
Yemen,4,1.570,0.127
