2020/04/08 00:08:52 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3331,2129.858,2.323
S.Korea,192,110.453,3.754
Guadeloupe,7,45.705,17.475
Martinique,4,40.909,10.658
Taiwan,5,36.336,0.213
Lebanon,19,36.055,2.774
Venezuela,7,32.533,0.253
SanMarino,34,28.988,1002.086
Austria,243,28.540,26.974
TrinidadandTobago,8,26.342,5.682
Bermuda,2,24.527,32.103
HongKong,4,24.051,0.534
Italy,17127,23.794,283.332
Latvia,2,23.559,1.062
Australia,49,23.339,1.923
Senegal,2,21.951,0.118
Norway,89,21.628,16.422
Uruguay,7,21.404,2.014
Slovenia,36,21.051,17.303
SriLanka,6,20.494,0.292
SouthAfrica,13,20.476,0.216
Jordan,6,20.314,0.595
Thailand,27,19.973,0.383
Luxembourg,44,19.610,70.296
CostaRica,2,19.171,0.393
Greece,81,18.786,7.782
Switzerland,821,18.573,94.854
Iceland,6,18.493,17.584
Iran,3872,17.714,46.089
Croatia,18,16.958,4.381
BurkinaFaso,19,15.716,0.891
Malaysia,63,15.675,1.939
Bulgaria,23,15.510,3.308
Zimbabwe,2,15.236,0.127
Germany,2016,14.794,24.062
Spain,14045,14.762,300.409
Andorra,22,14.499,284.749
Bahrain,5,13.691,2.941
Czechia,88,13.561,8.209
Netherlands,2101,13.351,122.648
Slovakia,2,12.998,0.365
Ecuador,220,12.967,12.446
Nigeria,6,12.827,0.024
Ghana,5,12.554,0.157
Tunisia,23,12.532,1.957
Estonia,21,12.485,15.828
Albania,22,12.403,7.640
Singapore,6,12.355,1.025
Armenia,8,12.089,2.701
Portugal,345,11.813,33.829
Lithuania,15,11.687,5.506
Israel,65,11.624,7.506
DominicanRepublic,98,11.527,9.018
Iraq,65,11.217,1.622
Cyprus,9,11.174,7.451
Total:,81977,11.155,10.515
Sweden,591,10.989,58.539
Hungary,47,10.971,4.890
Belgium,2035,10.472,175.589
Finland,34,10.377,6.143
SaudiArabia,41,9.994,1.174
Argentina,60,9.967,1.329
Philippines,177,9.947,1.599
Denmark,203,9.905,35.028
Indonesia,221,9.898,0.807
DRC,18,9.673,0.200
Ireland,210,9.617,42.522
Jamaica,3,9.598,1.000
Mauritius,7,9.522,5.511
Paraguay,5,9.498,0.696
Colombia,50,9.446,0.983
BosniaandHerzegovina,33,9.442,10.064
Georgia,3,9.404,0.750
Bolivia,14,9.279,1.227
Chile,43,9.269,2.253
NorthMacedonia,26,9.225,12.501
Algeria,193,8.823,4.339
Oman,2,8.526,0.394
Afghanistan,14,8.499,0.364
Honduras,22,8.470,2.236
Panama,55,8.430,12.755
Ethiopia,2,8.309,0.019
Japan,92,8.307,0.730
Romania,197,8.290,10.258
Togo,3,8.212,0.369
Mali,5,8.205,0.268
Mayotte,2,8.109,7.333
Kazakhstan,6,7.999,0.319
Ukraine,45,7.948,1.016
Morocco,90,7.927,2.432
Barbados,3,7.867,10.429
Egypt,94,7.809,0.908
Cuba,11,7.765,0.972
UK,6159,7.724,90.754
Canada,381,7.647,10.091
Poland,129,7.571,3.406
Syria,2,7.559,0.105
USA,12795,7.547,38.643
Pakistan,57,7.528,0.254
France,10328,7.475,158.231
ChannelIslands,7,7.278,40.266
IvoryCoast,3,7.267,0.112
Montenegro,2,7.214,3.187
Guatemala,3,7.133,0.156
Azerbaijan,8,7.014,0.792
Sudan,2,7.000,0.043
Mexico,125,6.963,0.974
Kyrgyzstan,4,6.741,0.614
Kenya,6,6.443,0.105
SaintMartin,2,6.404,51.750
Turkey,725,6.243,8.587
Bahamas,6,6.154,15.273
Peru,107,6.040,3.260
Serbia,61,5.800,6.980
Liberia,3,5.726,0.643
Congo,5,5.627,0.889
Brazil,686,5.625,3.226
Angola,2,5.468,0.059
ElSalvador,4,5.446,0.615
Qatar,6,5.382,2.083
Moldova,22,5.304,5.458
SintMaarten,6,5.295,139.950
Russia,58,4.886,0.395
Guyana,5,4.796,6.364
Uzbekistan,2,4.598,0.062
India,150,4.563,0.113
UAE,12,4.560,1.216
Cameroon,9,4.499,0.342
Bangladesh,17,4.368,0.104
MSZaandam,2,3.226,0.444
Belarus,13,2.915,1.374
Niger,11,2.309,0.435
