2020/09/03 04:48:38 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,140.210,1237.314
South America,Peru,29259,61.847,885.307
Europe,Belgium,9898,142.247,853.377
Europe,Andorra,53,55.138,685.773
Europe,Spain,29194,41.649,624.359
Europe,UK,41514,164.731,610.925
South America,Chile,11344,160.187,592.529
Europe,Italy,35497,144.346,587.270
South America,Brazil,123899,67.029,582.180
North America,USA,189964,102.671,573.328
North America,Mexico,65816,77.518,509.544
Europe,France,30686,33.567,469.887
North America,Panama,2030,88.815,469.223
South America,Bolivia,5203,95.632,444.687
North America,Sint Maarten,19,42.844,442.259
South America,Colombia,20348,47.853,399.160
South America,Ecuador,6619,111.697,374.184
Europe,Netherlands,6235,90.559,363.708
Europe,Ireland,1777,185.662,359.196
Asia,Armenia,884,209.721,298.223
Europe,North Macedonia,606,100.819,290.880
Europe,Channel Islands,48,380.273,275.677
Asia,Iran,21797,137.353,258.915
Europe,Moldova,1024,63.938,253.938
Africa,South Africa,14389,202.994,242.100
North America,Canada,9135,177.366,241.658
Europe,Switzerland,2011,95.517,232.076
South America,French Guiana,61,161.233,203.362
South America,Argentina,9118,28.394,201.431
North America,Honduras,1924,49.155,193.735
Europe,Romania,3721,50.434,193.644
Europe,Bosnia and Herzegovina,627,49.709,191.336
Europe,Portugal,1827,118.155,179.263
Asia,Iraq,7201,41.888,178.358
Europe,Montenegro,104,44.361,165.584
North America,Dominican Republic,1765,148.696,162.423
Asia,Kyrgyzstan,1059,367.870,161.870
North America,Guatemala,2790,71.994,155.242
North America,Saint Martin,6,25.782,154.720
Africa,Mayotte,40,247.825,146.041
North America,Bermuda,9,206.202,144.628
Asia,Oman,689,373.177,134.355
North America,Bahamas,50,19.111,126.936
Asia,Kuwait,535,97.291,124.962
South America,Suriname,72,44.898,122.551
Europe,Russia,17414,140.413,119.316
Asia,Saudi Arabia,3956,229.212,113.327
North America,El Salvador,731,162.074,112.596
North America,Aruba,12,21.269,112.315
Europe,Germany,9393,140.612,112.044
All,World,867360,66.351,111.275
All,Total:,867360,66.351,111.275
Asia,Bahrain,190,103.695,111.042
Europe,Denmark,626,124.353,108.016
Asia,Israel,969,42.651,105.353
North America,Turks and Caicos,4,32.790,103.078
Europe,Albania,296,56.466,102.876
Europe,Bulgaria,648,90.654,93.396
North America,Costa Rica,453,27.528,88.790
Asia,Kazakhstan,1588,649.625,84.393
Europe,Serbia,716,250.008,82.004
Europe,Austria,734,67.641,81.407
Africa,Eswatini,94,78.151,80.871
Asia,Turkey,6462,120.410,76.489
Africa,Cabo Verde,41,44.518,73.604
Europe,Belarus,691,297.508,73.132
Asia,Qatar,199,392.645,70.873
Africa,Sao Tome and Principe,15,1084.427,68.237
Europe,Slovenia,134,53.780,64.459
Europe,Hungary,619,21.569,64.125
Europe,Ukraine,2656,36.385,60.789
Europe,Finland,336,246.606,60.646
Africa,Djibouti,60,6532.045,60.579
Africa,Equatorial Guinea,83,648.661,58.844
Europe,Poland,2078,68.053,54.924
Asia,Maldives,29,40.690,53.490
Africa,Egypt,5461,328.640,53.191
Asia,Azerbaijan,538,171.440,52.977
South America,Guyana,41,20.682,52.096
South America,Paraguay,358,19.239,50.095
Asia,India,67486,31.934,48.827
Europe,Norway,264,98.568,48.642
Europe,Estonia,64,110.226,48.232
North America,Martinique,18,20.634,47.984
Europe,Croatia,191,25.826,46.570
North America,Guadeloupe,18,12.874,44.980
Africa,Gambia,97,38.975,39.945
Europe,Czechia,425,41.840,39.675
Asia,UAE,387,96.166,39.046
Africa,Libya,250,19.611,36.306
Asia,Afghanistan,1409,1424.928,36.070
Africa,Algeria,1523,83.848,34.637
Africa,Mauritania,160,304.675,34.262
Asia,Philippines,3623,43.157,32.992
Africa,Morocco,1216,30.629,32.883
North America,Belize,13,13.090,32.589
Africa,Namibia,82,24.429,32.177
Europe,Lithuania,86,59.404,31.661
Asia,Palestine,162,28.646,31.633
Europe,Malta,13,49.586,29.427
Europe,Iceland,10,261.442,29.274
Asia,Pakistan,6328,604.103,28.549
Asia,Indonesia,7616,40.321,27.783
Australia/Oceania,Australia,678,171.415,26.548
Asia,Bangladesh,4351,97.720,26.378
Europe,Greece,273,32.852,26.216
Asia,Lebanon,177,19.074,25.950
North America,Barbados,7,75.180,24.341
Africa,Gabon,53,589.380,23.719
North America,Nicaragua,141,127.727,21.235
North America,Trinidad and Tobago,28,15.752,19.994
Asia,Yemen,571,205.991,19.072
Africa,Sudan,823,295.211,18.720
Africa,Congo,102,32.113,18.403
Europe,Latvia,34,145.864,18.064
North America,Haiti,206,292.185,18.036
Asia,Cyprus,21,657.006,17.376
Africa,Senegal,287,117.273,17.062
Africa,Liberia,82,902.129,16.149
Africa,Zambia,292,55.516,15.805
Africa,Cameroon,415,191.446,15.568
Africa,Lesotho,31,152.398,14.457
South America,Venezuela,398,31.797,14.004
Africa,Zimbabwe,206,80.774,13.841
Africa,CAR,62,1630.628,12.803
South America,Uruguay,44,92.606,12.664
Asia,Hong Kong,92,244.304,12.245
Africa,Réunion,10,18.018,11.158
Africa,Kenya,581,110.868,10.763
Asia,Japan,1307,62.187,10.342
Asia,Uzbekistan,327,83.957,9.748
North America,Jamaica,27,10.844,9.108
Africa,Malawi,175,255.371,9.097
Africa,Sierra Leone,71,376.214,8.853
Africa,Ghana,276,241.303,8.850
North America,Cuba,98,52.085,8.646
Asia,Nepal,251,25.444,8.588
Africa,Comoros,7,204.746,8.016
Africa,Mauritius,10,213.480,7.865
Africa,Ethiopia,846,26.232,7.324
Asia,Tajikistan,69,171.793,7.208
Africa,Madagascar,196,152.981,7.045
Africa,Tunisia,81,18.030,6.834
Asia,Syria,120,28.206,6.832
Asia,S. Korea,329,49.219,6.423
Africa,Mali,126,157.507,6.206
Africa,Somalia,98,456.433,6.129
Europe,Slovakia,33,36.279,6.042
Africa,Nigeria,1027,180.820,4.959
Asia,Georgia,19,64.606,4.762
Africa,Chad,77,257.278,4.694
Asia,Singapore,27,753.425,4.609
Africa,Guinea,59,144.972,4.475
Africa,Ivory Coast,117,155.478,4.419
Australia/Oceania,New Zealand,22,147.293,4.403
Africa,South Sudan,47,555.995,4.195
Asia,Malaysia,128,655.759,3.952
Africa,Togo,30,61.967,3.619
Africa,Angola,112,27.782,3.388
Africa,Benin,40,214.817,3.282
Asia,China,4634,5652.316,3.214
Africa,DRC,259,240.504,2.868
Africa,Niger,69,1899.569,2.816
Africa,Burkina Faso,55,366.862,2.609
Africa,Botswana,6,89.474,2.544
Australia/Oceania,Fiji,2,138.269,2.207
Asia,Jordan,15,23.380,1.465
Africa,Rwanda,17,32.025,1.306
Asia,Thailand,58,720.524,0.829
Africa,Mozambique,25,35.423,0.795
