2020/05/14 20:38:59 UTC
Country,Total deaths,Td,Deaths/Mil.
China,4633,9142.438,3.240
Iceland,10,2912.026,29.306
Palestine,2,1817.084,0.395
NewZealand,21,905.508,4.349
ChannelIslands,43,883.876,247.328
HongKong,4,726.762,0.532
Tunisia,45,712.899,3.794
Thailand,56,560.779,0.798
Slovenia,103,471.128,49.530
Monaco,4,463.365,101.917
Andorra,49,366.808,634.167
Switzerland,1872,364.336,216.310
Australia,98,362.201,3.842
Israel,265,342.812,30.610
IsleofMan,23,319.743,270.458
Luxembourg,103,294.375,164.537
S.Korea,260,292.201,5.062
Austria,626,252.187,69.508
Guadeloupe,13,248.254,32.458
Bahamas,11,225.611,27.968
Estonia,62,222.035,46.729
Slovakia,27,221.517,4.954
Norway,232,205.541,42.790
Bermuda,8,193.262,128.463
SaintMartin,3,186.793,77.615
France,27425,183.048,420.107
Cyprus,17,180.929,14.076
Barbados,7,135.034,24.376
Ecuador,2338,134.340,132.529
Martinique,14,128.564,37.333
Germany,7915,125.162,94.450
Greece,156,123.167,14.981
Italy,31368,122.858,518.826
Czechia,292,112.706,27.272
Croatia,94,103.206,22.897
Japan,678,95.380,5.365
Netherlands,5590,95.135,326.290
Malaysia,112,91.547,3.466
Lithuania,54,91.545,19.835
Belgium,8903,89.395,768.156
Latvia,19,85.620,10.073
Serbia,224,83.888,25.630
BurkinaFaso,51,82.792,2.441
Tanzania,21,82.712,0.371
Denmark,537,80.057,92.733
Jamaica,9,77.216,3.041
SanMarino,41,76.151,1208.361
Syria,3,75.180,0.188
Uruguay,19,73.387,5.470
Ireland,1506,70.763,304.967
Hungary,436,68.849,45.148
Cuba,79,67.460,6.993
Spain,27321,67.303,584.306
Malta,6,64.195,13.586
Albania,31,63.560,10.771
Portugal,1184,61.840,116.105
Finland,287,60.711,51.795
Georgia,12,59.778,3.004
Zimbabwe,4,57.382,0.216
CostaRica,8,55.904,1.571
Turkey,4007,51.540,47.503
BosniaandHerzegovina,122,44.117,37.183
Niger,49,43.893,2.051
Myanmar,6,43.751,0.099
NorthMacedonia,95,42.963,45.598
Romania,1053,42.626,54.766
Iran,6854,40.661,81.626
Djibouti,3,36.458,3.037
USA,86584,35.149,261.561
Philippines,790,35.106,7.184
Canada,5468,33.680,144.874
Panama,256,33.291,59.335
UK,33614,32.811,495.089
Bulgaria,99,32.771,14.237
SriLanka,9,32.577,0.418
Venezuela,10,32.512,0.341
Uzbekistan,11,32.080,0.330
World,302298,30.128,38.766
Total:,302298,30.128,38.779
Lebanon,26,29.116,3.815
Poland,883,28.963,23.309
EquatorialGuinea,6,28.019,4.276
Sweden,3529,27.236,349.418
Morocco,190,26.590,5.148
Liberia,20,25.692,4.000
Kyrgyzstan,12,25.572,1.841
Guyana,10,24.909,12.743
Ukraine,456,23.391,10.421
Mali,46,23.028,2.244
Kazakhstan,32,22.774,1.706
Jordan,9,22.649,0.875
Moldova,194,22.504,48.107
Singapore,21,22.030,3.590
Indonesia,1043,21.527,3.845
IvoryCoast,24,20.907,0.904
Congo,11,20.897,1.982
SaoTomeandPrincipe,6,20.685,27.382
Iraq,115,20.480,2.854
Guinea,14,19.711,1.067
DominicanRepublic,422,19.329,38.919
Algeria,529,19.102,12.071
Kenya,42,18.364,0.776
Cameroon,139,18.330,5.223
Argentina,344,17.436,7.601
Angola,2,16.866,0.042
Armenia,49,16.646,16.541
UAE,208,16.592,21.033
Azerbaijan,35,16.028,3.453
Belarus,151,14.722,15.979
Somalia,52,14.534,3.285
Russia,2305,13.732,15.790
Egypt,571,13.642,5.589
DRC,50,13.327,0.564
Colombia,509,13.225,9.999
Mexico,4220,12.957,32.764
Ethiopia,5,12.949,0.037
Malawi,3,12.704,0.143
SaudiArabia,283,12.650,8.127
Oman,18,12.649,3.525
Peru,2267,12.585,68.766
Pakistan,770,12.236,3.486
Bangladesh,283,11.622,1.725
Eswatini,2,11.582,1.722
Senegal,23,11.452,1.376
Bahrain,10,11.192,5.877
Honduras,123,11.179,12.436
India,2649,11.142,1.906
Mayotte,14,11.126,51.321
Nicaragua,8,10.872,1.280
Brazil,13618,10.871,64.085
Maldives,4,10.774,7.401
Qatar,14,10.710,4.859
Nigeria,164,10.598,0.792
ElSalvador,20,10.323,3.076
Chile,368,10.227,19.254
SouthAfrica,238,9.912,4.017
CaboVerde,2,9.698,3.600
Afghanistan,136,9.546,3.497
Bolivia,142,9.471,12.179
Guatemala,29,9.334,1.621
Paraguay,11,9.008,1.546
Guinea-Bissau,3,8.583,1.525
Ghana,24,8.341,0.773
SierraLeone,26,8.152,3.250
Togo,11,7.823,1.340
Kuwait,88,7.534,20.606
Mauritania,2,7.000,0.375
Sudan,90,6.402,2.030
Haiti,18,6.275,1.615
Gabon,9,5.865,4.043
Chad,46,5.687,2.767
Tajikistan,29,5.560,3.037
Benin,2,5.487,0.165
Yemen,12,3.965,0.424
Zambia,7,3.236,0.385
