2020/08/30 06:30:49 JST
北海道,1744,103
青森県,35,1
岩手県,19,0
宮城県,193,2
秋田県,48,0
山形県,77,1
福島県,151,0
茨城県,538,13
栃木県,302,1
群馬県,432,19
埼玉県,3806,88
千葉県,2961,61
東京都,20322,358
神奈川県,4742,116
新潟県,141,0
富山県,370,23
石川県,613,33
福井県,206,8
山梨県,172,3
長野県,219,-
岐阜県,551,9
静岡県,478,1
愛知県,4362,60
三重県,360,2
滋賀県,436,4
京都府,1401,22
大阪府,8339,147
兵庫県,2209,51
奈良県,508,5
和歌山県,228,4
鳥取県,22,0
島根県,137,0
岡山県,145,-
広島県,454,3
山口県,151,0
徳島県,127,4
香川県,74,1
愛媛県,114,6
高知県,119,3
福岡県,4346,53
佐賀県,235,0
長崎県,224,3
熊本県,498,7
大分県,144,1
宮崎県,331,1
鹿児島県,356,11
沖縄県,2056,26
