2020/07/24 06:17:19 JST
北海道,1361,102
青森県,31,1
岩手県,0,0
宮城県,136,1
秋田県,16,0
山形県,75,1
福島県,85,0
茨城県,235,10
栃木県,139,0
群馬県,174,19
埼玉県,1891,70
千葉県,1333,46
東京都,10054,327
神奈川県,2107,98
新潟県,92,0
富山県,234,22
石川県,306,27
福井県,126,8
山梨県,80,1
長野県,86,-
岐阜県,200,7
静岡県,119,1
愛知県,714,35
三重県,58,1
滋賀県,128,1
京都府,586,18
大阪府,2662,86
兵庫県,853,45
奈良県,171,2
和歌山県,100,3
鳥取県,5,0
島根県,26,0
岡山県,44,-
広島県,220,3
山口県,43,0
徳島県,10,1
香川県,44,0
愛媛県,83,5
高知県,77,3
福岡県,1113,33
佐賀県,55,0
長崎県,47,1
熊本県,52,3
大分県,60,1
宮崎県,20,0
鹿児島県,172,0
沖縄県,157,7
