2020/07/23 08:41:40 JST
北海道,1351,102
青森県,30,1
岩手県,0,0
宮城県,136,1
秋田県,16,0
山形県,75,1
福島県,84,0
茨城県,230,10
栃木県,136,0
群馬県,169,19
埼玉県,1830,70
千葉県,1333,46
東京都,9816,327
神奈川県,2039,98
新潟県,90,0
富山県,233,22
石川県,306,27
福井県,126,8
山梨県,79,1
長野県,86,-
岐阜県,194,7
静岡県,109,1
愛知県,655,34
三重県,58,1
滋賀県,117,1
京都府,566,18
大阪府,2541,86
兵庫県,841,45
奈良県,163,2
和歌山県,96,3
鳥取県,5,0
島根県,25,0
岡山県,44,-
広島県,213,3
山口県,42,0
徳島県,10,1
香川県,44,0
愛媛県,83,5
高知県,76,3
福岡県,1060,33
佐賀県,49,0
長崎県,44,1
熊本県,51,3
大分県,60,1
宮崎県,20,0
鹿児島県,172,0
沖縄県,155,7
