2020/08/04 05:43:08 JST
北海道,1446,103
青森県,32,1
岩手県,4,0
宮城県,165,1
秋田県,18,0
山形県,76,1
福島県,89,0
茨城県,322,10
栃木県,195,0
群馬県,192,19
埼玉県,2461,74
千葉県,1780,49
東京都,13455,332
神奈川県,2615,99
新潟県,116,0
富山県,244,22
石川県,323,27
福井県,140,8
山梨県,94,1
長野県,117,-
岐阜県,351,7
静岡県,269,1
愛知県,1977,35
三重県,112,1
滋賀県,184,1
京都府,758,20
大阪府,4446,90
兵庫県,1252,45
奈良県,264,2
和歌山県,167,3
鳥取県,18,0
島根県,29,0
岡山県,88,-
広島県,347,3
山口県,58,0
徳島県,28,1
香川県,46,0
愛媛県,95,5
高知県,81,3
福岡県,2047,34
佐賀県,95,0
長崎県,112,2
熊本県,217,3
大分県,68,1
宮崎県,157,0
鹿児島県,256,0
沖縄県,517,7
