2020/09/03 05:49:49 JST
北海道,1781,103
青森県,35,1
岩手県,19,0
宮城県,207,2
秋田県,49,0
山形県,78,1
福島県,167,0
茨城県,549,13
栃木県,306,1
群馬県,445,19
埼玉県,3975,90
千葉県,3068,63
東京都,20987,364
神奈川県,5020,123
新潟県,144,0
富山県,394,25
石川県,653,33
福井県,232,8
山梨県,173,4
長野県,261,-
岐阜県,558,10
静岡県,482,1
愛知県,4535,65
三重県,380,2
滋賀県,452,6
京都府,1452,23
大阪府,8656,155
兵庫県,2276,53
奈良県,523,6
和歌山県,230,4
鳥取県,22,0
島根県,137,0
岡山県,145,-
広島県,458,3
山口県,170,0
徳島県,133,4
香川県,77,1
愛媛県,114,6
高知県,128,3
福岡県,4598,62
佐賀県,237,0
長崎県,232,3
熊本県,524,7
大分県,147,2
宮崎県,337,1
鹿児島県,362,11
沖縄県,2139,28
