2020/09/10 05:20:59 JST
北海道,1828,105
青森県,35,1
岩手県,23,0
宮城県,242,2
秋田県,50,0
山形県,78,1
福島県,179,0
茨城県,583,14
栃木県,314,1
群馬県,492,19
埼玉県,4136,93
千葉県,3225,64
東京都,21849,372
神奈川県,5460,126
新潟県,145,0
富山県,402,25
石川県,708,39
福井県,243,8
山梨県,176,5
長野県,290,1
岐阜県,564,10
静岡県,494,1
愛知県,4698,74
三重県,424,3
滋賀県,464,7
京都府,1575,25
大阪府,9088,166
兵庫県,2354,54
奈良県,538,8
和歌山県,234,4
鳥取県,22,0
島根県,137,0
岡山県,146,-
広島県,459,3
山口県,184,0
徳島県,145,5
香川県,84,1
愛媛県,114,6
高知県,132,3
福岡県,4817,69
佐賀県,241,0
長崎県,234,3
熊本県,547,8
大分県,157,2
宮崎県,339,1
鹿児島県,371,11
沖縄県,2229,36
