2020/11/07 19:30:37 JST
北海道,3447,112
青森県,264,4
岩手県,29,0
宮城県,804,3
秋田県,67,0
山形県,86,1
福島県,401,6
茨城県,789,18
栃木県,494,1
群馬県,913,20
埼玉県,6018,111
千葉県,5207,81
東京都,31893,461
神奈川県,9021,173
新潟県,185,0
富山県,424,26
石川県,815,49
福井県,257,11
山梨県,221,6
長野県,350,6
岐阜県,710,12
静岡県,690,2
愛知県,6457,96
三重県,575,7
滋賀県,584,9
京都府,2090,30
大阪府,13316,249
兵庫県,3363,67
奈良県,694,10
和歌山県,280,4
鳥取県,38,0
島根県,141,0
岡山県,315,6
広島県,665,5
山口県,223,2
徳島県,164,9
香川県,103,2
愛媛県,116,6
高知県,144,4
福岡県,5251,104
佐賀県,266,0
長崎県,245,3
熊本県,824,8
大分県,159,3
宮崎県,371,1
鹿児島県,505,13
沖縄県,3435,64
