2020/04/15 04:22:06 JST
北海道,272,11
青森県,22,0
岩手県,0,0
宮城県,54,0
秋田県,15,0
山形県,35,0
福島県,38,0
茨城県,110,3
栃木県,36,0
群馬県,91,2
埼玉県,414,5
千葉県,474,4
東京都,2171,19
神奈川県,572,12
新潟県,42,0
富山県,49,0
石川県,121,0
福井県,92,2
山梨県,35,0
長野県,34,0
岐阜県,112,1
静岡県,46,0
愛知県,328,23
三重県,17,0
滋賀県,40,0
京都府,205,3
大阪府,836,6
兵庫県,384,14
奈良県,44,0
和歌山県,34,1
鳥取県,1,0
島根県,8,0
岡山県,16,0
広島県,57,0
山口県,24,0
徳島県,3,0
香川県,16,0
愛媛県,37,2
高知県,60,0
福岡県,373,0
佐賀県,13,0
長崎県,14,0
熊本県,28,1
大分県,43,0
宮崎県,17,0
鹿児島県,4,0
沖縄県,72,0
