2020/10/01 16:37:44 JST
北海道,2075,107
青森県,36,1
岩手県,23,0
宮城県,397,2
秋田県,53,0
山形県,78,1
福島県,251,3
茨城県,652,17
栃木県,428,1
群馬県,699,19
埼玉県,4624,102
千葉県,3862,71
東京都,25547,407
神奈川県,6819,137
新潟県,170,0
富山県,417,25
石川県,776,47
福井県,244,11
山梨県,183,6
長野県,305,1
岐阜県,623,10
静岡県,534,2
愛知県,5309,83
三重県,502,7
滋賀県,501,8
京都府,1739,25
大阪府,10534,204
兵庫県,2684,59
奈良県,568,9
和歌山県,241,4
鳥取県,36,0
島根県,140,0
岡山県,154,-
広島県,548,3
山口県,201,2
徳島県,147,9
香川県,93,2
愛媛県,114,6
高知県,138,4
福岡県,5028,96
佐賀県,245,0
長崎県,236,3
熊本県,573,8
大分県,158,2
宮崎県,344,1
鹿児島県,415,12
沖縄県,2460,46
