2020/08/05 04:32:47 JST
北海道,1455,103
青森県,32,1
岩手県,4,0
宮城県,168,1
秋田県,18,0
山形県,76,1
福島県,89,0
茨城県,327,10
栃木県,202,0
群馬県,194,19
埼玉県,2510,74
千葉県,1823,50
東京都,13713,333
神奈川県,2663,99
新潟県,119,0
富山県,248,22
石川県,323,27
福井県,142,8
山梨県,103,1
長野県,119,-
岐阜県,362,7
静岡県,309,1
愛知県,2143,35
三重県,124,1
滋賀県,202,1
京都府,826,20
大阪府,4527,91
兵庫県,1312,45
奈良県,272,2
和歌山県,169,3
鳥取県,18,0
島根県,29,0
岡山県,91,-
広島県,357,3
山口県,58,0
徳島県,28,1
香川県,46,0
愛媛県,99,5
高知県,82,3
福岡県,2192,34
佐賀県,102,0
長崎県,117,2
熊本県,243,4
大分県,68,1
宮崎県,157,0
鹿児島県,256,0
沖縄県,554,7
