2020/08/26 07:05:42 JST
北海道,1712,103
青森県,33,1
岩手県,12,0
宮城県,192,2
秋田県,45,0
山形県,77,1
福島県,128,0
茨城県,507,11
栃木県,289,1
群馬県,384,19
埼玉県,3592,86
千葉県,2801,59
東京都,19428,352
神奈川県,4459,108
新潟県,139,0
富山県,342,23
石川県,573,31
福井県,164,8
山梨県,167,1
長野県,183,-
岐阜県,543,9
静岡県,446,1
愛知県,4187,57
三重県,342,2
滋賀県,401,4
京都府,1319,21
大阪府,7901,131
兵庫県,2129,49
奈良県,492,3
和歌山県,227,4
鳥取県,22,0
島根県,135,0
岡山県,141,-
広島県,451,3
山口県,114,0
徳島県,109,1
香川県,71,1
愛媛県,114,6
高知県,109,3
福岡県,4118,50
佐賀県,224,0
長崎県,204,3
熊本県,471,7
大分県,140,1
宮崎県,321,1
鹿児島県,346,9
沖縄県,1911,23
