2020/08/02 05:47:05 JST
北海道,1413,103
青森県,32,1
岩手県,3,0
宮城県,158,1
秋田県,18,0
山形県,76,1
福島県,89,0
茨城県,280,10
栃木県,195,0
群馬県,190,19
埼玉県,2313,74
千葉県,1656,49
東京都,12691,332
神奈川県,2484,99
新潟県,111,0
富山県,238,22
石川県,321,27
福井県,139,8
山梨県,94,1
長野県,105,-
岐阜県,331,7
静岡県,269,1
愛知県,1609,35
三重県,91,1
滋賀県,171,1
京都府,758,20
大阪府,4057,90
兵庫県,1158,45
奈良県,235,2
和歌山県,150,3
鳥取県,15,0
島根県,29,0
岡山県,79,-
広島県,312,3
山口県,53,0
徳島県,25,1
香川県,46,0
愛媛県,89,5
高知県,80,3
福岡県,1756,33
佐賀県,82,0
長崎県,74,2
熊本県,191,3
大分県,66,1
宮崎県,121,0
鹿児島県,236,0
沖縄県,395,7
