2020/10/05 05:39:57 JST
北海道,2141,107
青森県,37,1
岩手県,23,0
宮城県,418,2
秋田県,53,0
山形県,78,1
福島県,263,3
茨城県,671,17
栃木県,435,1
群馬県,725,19
埼玉県,4765,102
千葉県,4010,72
東京都,26376,411
神奈川県,7099,143
新潟県,170,0
富山県,422,26
石川県,777,47
福井県,244,11
山梨県,193,6
長野県,312,1
岐阜県,627,10
静岡県,551,2
愛知県,5403,86
三重県,525,7
滋賀県,503,8
京都府,1767,26
大阪府,10770,217
兵庫県,2767,59
奈良県,580,9
和歌山県,242,4
鳥取県,36,0
島根県,140,0
岡山県,158,-
広島県,597,3
山口県,201,2
徳島県,148,9
香川県,93,2
愛媛県,114,6
高知県,138,4
福岡県,5054,99
佐賀県,246,0
長崎県,238,3
熊本県,588,8
大分県,158,2
宮崎県,344,1
鹿児島県,422,12
沖縄県,2569,47
