2020/10/18 05:32:16 JST
北海道,2460,107
青森県,83,1
岩手県,26,0
宮城県,508,2
秋田県,59,0
山形県,81,1
福島県,343,6
茨城県,723,18
栃木県,458,1
群馬県,766,19
埼玉県,5286,102
千葉県,4473,76
東京都,28604,431
神奈川県,7843,153
新潟県,180,0
富山県,423,26
石川県,788,47
福井県,254,11
山梨県,199,6
長野県,323,3
岐阜県,642,10
静岡県,575,2
愛知県,5615,91
三重県,544,7
滋賀県,520,8
京都府,1907,27
大阪府,11414,226
兵庫県,2960,60
奈良県,610,9
和歌山県,254,4
鳥取県,36,0
島根県,140,0
岡山県,170,1
広島県,646,3
山口県,209,2
徳島県,149,9
香川県,97,2
愛媛県,116,6
高知県,140,4
福岡県,5138,99
佐賀県,250,0
長崎県,241,3
熊本県,735,8
大分県,159,2
宮崎県,366,1
鹿児島県,462,12
沖縄県,2855,54
