2020/08/06 05:57:49 JST
北海道,1478,103
青森県,32,1
岩手県,4,0
宮城県,174,1
秋田県,18,0
山形県,76,1
福島県,89,0
茨城県,334,10
栃木県,202,0
群馬県,197,19
埼玉県,2559,76
千葉県,1870,50
東京都,14022,333
神奈川県,2752,99
新潟県,120,0
富山県,254,22
石川県,324,27
福井県,145,8
山梨県,107,1
長野県,122,-
岐阜県,379,7
静岡県,321,1
愛知県,2268,35
三重県,144,1
滋賀県,207,1
京都府,855,20
大阪府,4720,92
兵庫県,1339,45
奈良県,277,2
和歌山県,170,3
鳥取県,19,0
島根県,29,0
岡山県,94,-
広島県,376,3
山口県,59,0
徳島県,30,1
香川県,46,0
愛媛県,100,5
高知県,82,3
福岡県,2269,35
佐賀県,111,0
長崎県,135,2
熊本県,280,4
大分県,73,1
宮崎県,175,0
鹿児島県,262,2
沖縄県,637,7
