2020/08/18 04:26:23 JST
北海道,1619,103
青森県,33,1
岩手県,8,0
宮城県,184,1
秋田県,42,0
山形県,76,1
福島県,105,0
茨城県,452,10
栃木県,276,1
群馬県,298,19
埼玉県,3221,82
千葉県,2463,56
東京都,17714,340
神奈川県,3854,105
新潟県,129,0
富山県,307,22
石川県,456,29
福井県,155,8
山梨県,136,1
長野県,148,-
岐阜県,512,7
静岡県,398,1
愛知県,3454,43
三重県,281,1
滋賀県,337,4
京都府,1061,21
大阪府,6845,106
兵庫県,1863,48
奈良県,394,3
和歌山県,196,4
鳥取県,21,0
島根県,132,0
岡山県,126,-
広島県,435,3
山口県,83,0
徳島県,90,1
香川県,63,1
愛媛県,110,6
高知県,102,3
福岡県,3559,39
佐賀県,195,0
長崎県,185,3
熊本県,407,6
大分県,103,1
宮崎県,261,1
鹿児島県,296,4
沖縄県,1618,13
