2020/09/04 04:22:40 JST
北海道,1797,103
青森県,35,1
岩手県,22,0
宮城県,210,2
秋田県,49,0
山形県,78,1
福島県,168,0
茨城県,555,14
栃木県,307,1
群馬県,451,19
埼玉県,4013,90
千葉県,3092,63
東京都,21128,364
神奈川県,5096,124
新潟県,145,0
富山県,396,25
石川県,666,34
福井県,236,8
山梨県,173,4
長野県,268,1
岐阜県,562,10
静岡県,484,1
愛知県,4559,68
三重県,380,2
滋賀県,454,6
京都府,1474,23
大阪府,8752,157
兵庫県,2297,53
奈良県,524,7
和歌山県,231,4
鳥取県,22,0
島根県,137,0
岡山県,145,-
広島県,459,3
山口県,175,0
徳島県,137,4
香川県,78,1
愛媛県,114,6
高知県,129,3
福岡県,4636,63
佐賀県,239,0
長崎県,232,3
熊本県,528,7
大分県,150,2
宮崎県,338,1
鹿児島県,363,11
沖縄県,2152,29
