Date,High,Low,Open,Close,Volume,Adj Close,Ma25,Ma75,Ma25&75 Signal,MACD,MACD Signal,MACD Hist,RSI
2021-03-31,33173.76953125,32980.5703125,33116.0390625,32981.55078125,414140000,32981.55078125,,,,0.0,,,
2021-04-01,33167.171875,32985.3515625,33054.578125,33153.2109375,311880000,33153.2109375,,,,13.693687678067363,,,
2021-04-05,33617.94921875,33222.37890625,33222.37890625,33527.19140625,344270000,33527.19140625,,,,54.09950672580453,,,
2021-04-06,33544.7890625,33380.4296875,33500.01953125,33430.23828125,297940000,33430.23828125,,,,77.40581644439953,,,
2021-04-07,33521.76171875,33347.9609375,33444.98046875,33446.26171875,273440000,33446.26171875,,,,96.0618510792483,,,
2021-04-08,33506.80078125,33342.640625,33469.890625,33503.5703125,304040000,33503.5703125,,,,114.15530619397032,,,
2021-04-09,33810.87109375,33526.19140625,33526.19140625,33800.6015625,316410000,33800.6015625,,,,150.72497551525885,,,
2021-04-12,33786.19140625,33665.5390625,33775.05859375,33745.3984375,327370000,33745.3984375,,,,173.25509420840535,,,
2021-04-13,33741.640625,33545.83984375,33721.16015625,33677.26953125,324480000,33677.26953125,,,,183.4976950311393,95.8771036529215,87.6205913782178,
2021-04-14,33911.25,33668.94921875,33668.94921875,33730.890625,315330000,33730.890625,,,,193.70884907993604,117.40030910624773,76.30853997368831,
2021-04-15,34068.73046875,33788.53125,33788.53125,34035.98828125,319680000,34035.98828125,,,,223.83980731953488,140.74987795529967,83.08992936423522,
2021-04-16,34256.75,34058.16015625,34058.16015625,34200.671875,343760000,34200.671875,,,,258.0329552158655,163.4091500097509,94.62380520611461,
2021-04-19,34182.37890625,33980.55859375,34182.37890625,34077.62890625,312540000,34077.62890625,,,,272.066518536747,185.03811690890063,87.02840162784639,
2021-04-20,34034.1796875,33687.01171875,34034.1796875,33821.30078125,350960000,33821.30078125,,,,259.51317477347766,203.19937509714833,56.313799676329324,
2021-04-21,34160.33984375,33773.80078125,33808.30078125,34137.30859375,290300000,34137.30859375,,,,271.92911926352826,220.72979877154364,51.19932049198462,74.53764981804551
2021-04-22,34126.5703125,33717.19140625,34109.87890625,33815.8984375,344470000,33815.8984375,,,,252.9182471344975,232.08460672923684,20.833640405260667,63.22824429147551
2021-04-23,34157.5703125,33713.2890625,33804.51953125,34043.48828125,346380000,34043.48828125,,,,253.29674514298677,240.9781234997459,12.318621643240874,60.94577628785043
2021-04-26,34148.94140625,33941.37109375,34044.23046875,33981.5703125,279300000,33981.5703125,,,,245.76739143006125,247.89697865518167,-2.1295872251204173,61.86479575109829
2021-04-27,34043.98046875,33870.4609375,33932.12890625,33984.9296875,289030000,33984.9296875,,,,237.3355414677353,252.7443889204927,-15.408847452757385,61.65579404510546
2021-04-28,33946.6015625,33805.55859375,33860.4609375,33820.37890625,335820000,33820.37890625,,,,214.8981546286741,251.7508719548415,-36.85271732616741,56.551120272826694
2021-04-29,34087.2109375,33744.28125,33855.640625,34060.359375,408450000,34060.359375,,,,214.0137646735311,246.859850783471,-32.846086109939876,55.50119458103627
2021-04-30,33988.75,33784.9609375,33988.75,33874.8515625,374890000,33874.8515625,,,,196.0836192423085,238.41730641742228,-42.333687175113795,52.59818048965589
2021-05-03,34221.05859375,33904.890625,33904.890625,34113.23046875,289770000,34113.23046875,,,,198.81719446864008,231.67330860577366,-32.856114137133574,58.190208090551245
2021-05-04,34147.78125,33765.6796875,34080.19921875,34133.03125,407860000,34133.03125,,,,200.27271094831667,223.71148545963902,-23.43877451132235,57.65207825414759
2021-05-05,34331.19921875,34039.66015625,34163.98828125,34230.33984375,253180000,34230.33984375,33813.08640625,,,206.8932716694544,218.59759929685646,-11.704327627402051,54.01574853991858
2021-05-06,34561.2890625,34185.05859375,34245.109375,34548.53125,315430000,34548.53125,33875.765625,,,235.105352827959,216.5763334840756,18.52901934388339,56.75881624326031
2021-05-07,34811.390625,34464.30859375,34578.26953125,34777.76171875,303400000,34777.76171875,33940.74765625,,,272.81576317632425,219.58170812254926,53.234055053774995,63.06431203787931
2021-05-10,35091.55859375,34741.5703125,34785.26953125,34742.8203125,361620000,34742.8203125,33989.3728125,,,296.46459627630975,226.15160310127976,70.31299317502999,68.7439714091846
2021-05-11,34572.73828125,34075.30859375,34572.73828125,34269.16015625,413180000,34269.16015625,34022.9296875,,,273.8295146307064,232.69953199039446,41.12998264031194,52.52026425665868
2021-05-12,34207.87109375,33555.21875,34206.3984375,33587.66015625,381350000,33587.66015625,34028.585625,,,198.6102396704082,230.98802921226968,-32.37778954186149,46.16524575531447
2021-05-13,34181.76953125,33623.48828125,33624.73828125,34021.44921875,350820000,34021.44921875,34049.30078125,,,172.01865043176076,228.3141437888755,-56.29549335711474,49.65370441750898
2021-05-14,34454.05078125,34050.859375,34050.859375,34382.12890625,303230000,34382.12890625,34072.561875,,,177.9966265219191,226.00074735035093,-48.00412082843184,55.753699059033444
2021-05-17,34383.83984375,34176.6484375,34375.2890625,34327.7890625,291910000,34327.7890625,34095.8575,,,176.31697208803234,223.33899858809713,-47.02202650006478,54.85380841359234
2021-05-18,34408.98828125,34044.1015625,34351.1796875,34060.66015625,289590000,34060.66015625,34111.193125,,,151.682264872441,217.20444227731787,-65.52217740487686,53.30561813210435
2021-05-19,33945.80859375,33473.80078125,33945.80859375,33896.0390625,348480000,33896.0390625,34117.7990625,,,117.52082849416183,204.1394951291182,-86.61866663495636,47.6915326563673
2021-05-20,34233.3984375,33872.41015625,33906.30078125,34084.1484375,320150000,34084.1484375,34119.72546875,,,104.42277773061505,185.42916341292826,-81.00638568231321,52.938176553811736
2021-05-21,34415.48046875,34121.91015625,34121.91015625,34207.83984375,306360000,34207.83984375,34120.0121875,,,102.8378897081202,163.91508490535165,-61.07719519723145,51.37234681504482
2021-05-24,34472.51171875,34253.87109375,34253.87109375,34393.98046875,251010000,34393.98046875,34132.66625,,,115.27305134624476,146.29770009596703,-31.024648749722274,53.61092222487683
2021-05-25,34511.3515625,34266.03125,34428.66015625,34312.4609375,285760000,34312.4609375,34152.31265625,,,117.19906379667373,137.2520138877743,-20.05295009110057,51.14134972762443
2021-05-26,34409.58984375,34271.44140625,34336.33984375,34323.05078125,258780000,34323.05078125,34159.74234375,,,118.21721990402148,131.27407716246995,-13.056857258448474,46.57318412538217
2021-05-27,34608.8203125,34389.23828125,34432.46875,34464.640625,520630000,34464.640625,34185.69203125,,,128.96263208323217,125.8258555581714,3.1367765250607675,45.11099807389462
2021-05-28,34631.109375,34520.08984375,34558.5,34529.44921875,290850000,34529.44921875,34205.13046875,,,141.08165899477171,121.91082077003132,19.170838224740393,46.699257343477136
2021-06-01,34849.3203125,34542.87109375,34584.19140625,34575.30859375,287700000,34575.30859375,34228.88,,,152.62715262638085,122.01580829824687,30.61134432813398,55.458422828233864
2021-06-02,34706.6484375,34545.9609375,34614.62109375,34600.37890625,263810000,34600.37890625,34253.49796875,,,161.93333749300655,126.95053152034072,34.98280597266583,73.57421363517328
2021-06-03,34667.41015625,34334.41015625,34550.30859375,34577.0390625,297380000,34577.0390625,34283.764375,,,165.5172459355963,133.73880576533864,31.778440170257653,65.98830477723546
2021-06-04,34772.12109375,34618.69140625,34618.69140625,34756.390625,270050000,34756.390625,34311.605625,,,180.74616214064736,142.3952804800639,38.35088166058347,62.02516711557142
2021-06-07,34820.91015625,34574.51171875,34766.19921875,34630.23828125,259120000,34630.23828125,34341.82109375,,,180.5544290432881,149.64876689084647,30.905662152441636,59.289136939396926
2021-06-08,34665.37890625,34452.94140625,34645.83984375,34599.8203125,289440000,34599.8203125,34361.2846875,,,175.92010584400123,156.1733271183273,19.74677872567392,69.3766618093401
2021-06-09,34654.671875,34439.37109375,34626.16015625,34447.140625,245100000,34447.140625,34373.8490625,,,158.1048621027512,160.6052873626306,-2.5004252598793926,69.97728727350993
2021-06-10,34737.7890625,34447.25,34502.51171875,34466.23828125,309310000,34466.23828125,34383.285,,,143.86874500230624,162.26152213141663,-18.392777129110385,65.78481082110386
2021-06-11,34618.08984375,34328.6484375,34499.80859375,34479.6015625,260840000,34479.6015625,34380.5278125,,,132.14157888370391,161.26817989685352,-29.12660101314961,62.35302473410393
2021-06-14,34472.51953125,34211.5390625,34472.51953125,34393.75,295530000,34393.75,34365.16734375,,,114.59918358983123,157.04285000390357,-42.44366641407234,49.98847300534149
2021-06-15,34420.37890625,34199.16015625,34397.1015625,34299.328125,272430000,34299.328125,34347.42765625,,,92.01693874602643,149.27436125423912,-57.2574225082127,49.35152609326296
2021-06-16,34333.25,33917.109375,34308.48046875,34033.671875,347150000,34033.671875,34338.008125,,,52.08371912485745,136.6706360530459,-84.58691692818846,38.586100745406306
2021-06-17,34091.7890625,33626.609375,34014.37890625,33823.44921875,354690000,33823.44921875,34347.4396875,,,3.433563434482494,116.96923619680537,-113.53567276232287,26.008576665273274
2021-06-18,33622.69921875,33271.9296875,33622.69921875,33290.078125,563920000,33290.078125,34318.18484375,,,-77.26990577802644,88.32208788332598,-165.59199366135243,15.665641509556469
2021-06-21,33908.08984375,33312.0703125,33312.0703125,33876.96875,317260000,33876.96875,34297.9784375,,,-92.80106506671291,58.464180004357736,-151.26524507107064,35.11565289644274
2021-06-22,34040.69921875,33751.05859375,33872.55859375,33945.578125,284130000,33945.578125,34282.69,,,-98.4386777280306,29.95934224538198,-128.39801997341257,36.29794684588511
2021-06-23,34009.3984375,33869.828125,33948.5390625,33874.23828125,255280000,33874.23828125,34275.233125,,,-107.42473013814015,2.037845007554602,-109.46257514569476,35.583134742884795
2021-06-24,34233.01953125,33933.91015625,33933.91015625,34196.8203125,275870000,34196.8203125,34287.264375,,,-87.50783161172149,-22.367645047492665,-65.14018656422883,39.15837178043376
