Date,High,Low,Open,Close,Volume,Adj Close,Ma25,Ma75,Ma25&75 Signal,MACD,MACD Signal,MACD Hist,RSI
2018-12-31,6365.39013671875,6273.93994140625,6354.85009765625,6329.97021484375,2098560000,6329.97021484375,,,,0.0,,,
2019-01-02,6394.740234375,6198.68017578125,6198.68017578125,6360.8701171875,2261800000,6360.8701171875,,,,2.464949474714558,,,
2019-01-03,6292.68017578125,6139.39990234375,6274.759765625,6147.1298828125,2607290000,6147.1298828125,,,,-12.682415923724875,,,
2019-01-04,6445.2001953125,6234.58984375,6250.0498046875,6422.669921875,2579550000,6422.669921875,,,,-2.4250789639700088,,,
2019-01-07,6521.43994140625,6412.97998046875,6434.5498046875,6488.25,2507550000,6488.25,,,,10.870391598105925,,,
2019-01-08,6574.72998046875,6457.0,6555.91015625,6551.85009765625,2378290000,6551.85009765625,,,,26.236703770623535,,,
2019-01-09,6631.06005859375,6549.43994140625,6576.5400390625,6600.68994140625,2422590000,6600.68994140625,,,,41.872899375637644,,,
2019-01-10,6625.10986328125,6517.5400390625,6551.0498046875,6620.93994140625,2179080000,6620.93994140625,,,,55.261680554771374,,,
2019-01-11,6604.56005859375,6562.0400390625,6579.89013671875,6601.39990234375,2066500000,6601.39990234375,,,,63.56295408267124,20.573564885425487,42.98938919724576,
2019-01-14,6566.8701171875,6512.64013671875,6536.3701171875,6541.0400390625,1942210000,6541.0400390625,,,,64.52740488599466,27.743276539424894,36.78412834656976,
2019-01-15,6674.52978515625,6567.31982421875,6571.14990234375,6669.64013671875,2038090000,6669.64013671875,,,,74.80637094224858,35.78121225803979,39.02515868420879,
2019-01-16,6720.41015625,6665.0498046875,6677.3798828125,6668.56005859375,2149580000,6668.56005859375,,,,81.92103759239217,46.2927070931639,35.62833049922827,
2019-01-17,6747.27978515625,6637.10009765625,6646.18994140625,6718.4501953125,2128840000,6718.4501953125,,,,90.54147350847506,56.622324034546686,33.91914947392838,
2019-01-18,6816.22998046875,6727.93994140625,6771.52001953125,6784.60986328125,2451240000,6784.60986328125,,,,101.54125893871515,66.69686485016993,34.844394088545215,
2019-01-22,6738.56982421875,6603.56005859375,6736.64990234375,6646.81005859375,2380950000,6646.81005859375,,,,98.00958209059809,74.67162910794488,23.337952982653206,63.404062813727805
2019-01-23,6712.85986328125,6584.5,6689.080078125,6658.759765625,2274420000,6658.759765625,,,,95.07893347316258,80.58341067433655,14.49552279882603,62.80772395955796
2019-01-24,6710.72998046875,6656.52001953125,6680.33984375,6702.5498046875,2400290000,6702.5498046875,,,,95.19254313146212,85.02017318285773,10.172369948604384,77.96734102994559
2019-01-25,6800.97021484375,6733.31982421875,6755.669921875,6787.3701171875,2440840000,6787.3701171875,,,,100.96303097620967,89.17573728213978,11.787293694069888,72.72955786511245
2019-01-28,6697.52978515625,6644.31005859375,6691.83984375,6697.08984375,2435480000,6697.08984375,,,,97.13164743532889,92.79843089873248,4.33321653659641,62.626962223977834
2019-01-29,6701.47021484375,6613.419921875,6695.7099609375,6632.7900390625,2089690000,6632.7900390625,,,,87.89360870389282,94.25256842780406,-6.358959723911241,54.88968742459649
2019-01-30,6826.919921875,6688.330078125,6708.56005859375,6807.91015625,2544050000,6807.91015625,,,,93.62388846255362,95.55288519115533,-1.9289967286017031,60.86128202883908
2019-01-31,6936.33984375,6837.919921875,6840.93017578125,6906.83984375,2918710000,6906.83984375,,,,104.93831190922447,97.15253390234972,7.78577800687475,63.843427644629166
2019-02-01,6921.9501953125,6857.31005859375,6872.72998046875,6875.52001953125,2383430000,6875.52001953125,,,,110.10856296925976,98.10445657241023,12.004106396849537,63.12333736961938
2019-02-04,6960.97021484375,6872.60009765625,6876.56005859375,6959.9599609375,2099470000,6959.9599609375,,,,119.64048077270127,100.50788975931057,19.132591013390694,69.60355462777036
2019-02-05,7029.77001953125,6967.93994140625,6969.3701171875,7023.52001953125,2265520000,7023.52001953125,6648.20759765625,,,130.8154013239273,104.47860840939555,26.336792914531742,67.6333450767964
2019-02-06,7034.93994140625,6969.830078125,7023.89013671875,6997.6201171875,2167130000,6997.6201171875,6674.91359375,,,136.01381807796315,109.01430562567344,26.999512452289707,66.00083100848816
