Date,Open,High,Low,Close,Volume
2007-12-31,13364.16015625,13364.73046875,13246.5302734375,13264.8203125,167240000
2008-01-02,13261.8203125,13279.5400390625,12991.3701171875,13043.9599609375,239580000
2008-01-03,13044.1201171875,13137.9296875,13023.5595703125,13056.7197265625,200620000
2008-01-04,13046.5595703125,13046.7197265625,12789.0400390625,12800.1796875,304210000
2008-01-07,12801.150390625,12884.150390625,12733.83984375,12827.490234375,306700000
2008-01-08,12820.900390625,12906.419921875,12565.41015625,12589.0703125,322690000
2008-01-09,12590.2099609375,12738.6396484375,12501.759765625,12735.3095703125,332900000
2008-01-10,12733.1103515625,12931.2900390625,12632.150390625,12853.08984375,325330000
2008-01-11,12850.740234375,12851.1396484375,12543.8701171875,12606.2998046875,301890000
2008-01-14,12613.7802734375,12794.5703125,12613.7001953125,12778.150390625,245370000
2008-01-15,12777.5,12777.5,12488.759765625,12501.1103515625,339700000
2008-01-16,12476.8095703125,12613.1298828125,12392.26953125,12466.16015625,500040000
2008-01-17,12467.0498046875,12517.6103515625,12125.5595703125,12159.2099609375,439830000
2008-01-18,12159.9404296875,12341.5400390625,12022.48046875,12099.2998046875,483300000
2008-01-22,12092.7197265625,12092.7197265625,11634.8203125,11971.1904296875,506500000
2008-01-23,11969.080078125,12276.669921875,11644.8095703125,12270.169921875,536520000
2008-01-24,12272.6904296875,12399.1796875,12241.7998046875,12378.6103515625,387900000
2008-01-25,12391.7001953125,12486.8896484375,12183.6796875,12207.169921875,393660000
2008-01-28,12205.7099609375,12386.009765625,12112.1396484375,12383.8896484375,278990000
2008-01-29,12385.1904296875,12503.150390625,12346.990234375,12480.2998046875,285090000
2008-01-30,12480.1396484375,12681.41015625,12406.169921875,12442.830078125,334680000
2008-01-31,12438.2802734375,12702.3798828125,12249.9296875,12650.3603515625,394330000
2008-02-01,12638.169921875,12767.740234375,12602.3203125,12743.1904296875,379580000
2008-02-04,12743.1103515625,12749.7802734375,12621.830078125,12635.16015625,237410000
2008-02-05,12631.849609375,12631.9296875,12264.0703125,12265.1298828125,334380000
2008-02-06,12257.25,12390.3203125,12178.150390625,12200.099609375,296360000
2008-02-07,12196.2001953125,12332.51953125,12120.4404296875,12247.0,326200000
