Date,High,Low,Open,Close,Volume,Adj Close,Ma25,Ma75,Ma25&75 Signal,MACD,MACD Signal,MACD Hist,MACDw,MACDw Signal,MACDw Hist,MACDm,MACDm Signal,MACDm Hist,RSI
2019-01-22,6738.56982421875,6603.56005859375,6736.64990234375,6646.81005859375,2380950000,6646.81005859375,,,,98.00958209059809,74.67162910794488,23.337952982653206,45.93798452064311,27.517902623397376,18.420081897245737,9.227969059955285,5.257842731984056,3.9701263279712293,63.404062813727805
2019-01-23,6712.85986328125,6584.5,6689.080078125,6658.759765625,2274420000,6658.759765625,,,,95.07893347316258,80.58341067433655,14.49552279882603,49.38755524121916,31.877322714273458,17.510232526945703,10.132240807561175,6.188440777350984,3.9438000302101903,62.80772395955796
2019-01-24,6710.72998046875,6656.52001953125,6680.33984375,6702.5498046875,2400290000,6702.5498046875,,,,95.19254313146212,85.02017318285773,10.172369948604384,53.41555399007302,36.17234508731225,17.24320890276077,11.159521852377111,7.13844147528107,4.021080377096041,77.96734102994559
2019-01-25,6800.97021484375,6733.31982421875,6755.669921875,6787.3701171875,2440840000,6787.3701171875,,,,100.96303097620967,89.17573728213978,11.787293694069888,58.711296702070285,40.60703360058081,18.104263101489472,12.431046280136798,8.142221739485244,4.288824540651554,72.72955786511245
2019-01-28,6697.52978515625,6644.31005859375,6691.83984375,6697.08984375,2435480000,6697.08984375,,,,97.13164743532889,92.79843089873248,4.33321653659641,62.144135434763484,45.11428269910842,17.029852735655062,13.423135543916032,9.189427615956346,4.233707927959687,62.626962223977834
2019-01-29,6701.47021484375,6613.419921875,6695.7099609375,6632.7900390625,2089690000,6632.7900390625,,,,87.89360870389282,94.25256842780406,-6.358959723911241,64.25610970538492,49.31288012330778,14.943229582077137,14.215440129336457,10.215835773909223,3.999604355427234,54.88968742459649
2019-01-30,6826.919921875,6688.330078125,6708.56005859375,6807.91015625,2544050000,6807.91015625,,,,93.62388846255362,95.55288519115533,-1.9289967286017031,69.30354158389036,53.55839903969526,15.745142544195105,15.522879378471771,11.279928891379818,4.242950487091953,60.86128202883908
2019-01-31,6936.33984375,6837.919921875,6840.93017578125,6906.83984375,2918710000,6906.83984375,,,,104.93831190922447,97.15253390234972,7.78577800687475,75.80947902738353,57.94194509385953,17.867533933524,17.114271243559415,12.397621101677437,4.716650141881978,63.843427644629166
2019-02-01,6921.9501953125,6857.31005859375,6872.72998046875,6875.52001953125,2383430000,6875.52001953125,,,,110.10856296925976,98.10445657241023,12.004106396849537,81.41937473201324,62.265003437493455,19.154371294519784,18.59923842092485,13.536193635137655,5.063044785787193,63.12333736961938
2019-02-04,6960.97021484375,6872.60009765625,6876.56005859375,6959.9599609375,2099470000,6959.9599609375,,,,119.64048077270127,100.50788975931057,19.132591013390694,88.20110799517079,66.96090604577431,21.24020194939648,20.323508958437742,14.769031401635706,5.554477556802036,69.60355462777036
2019-02-05,7029.77001953125,6967.93994140625,6969.3701171875,7023.52001953125,2265520000,7023.52001953125,6648.20759765625,,,130.8154013239273,104.47860840939555,26.336792914531742,95.72974967168648,72.11003876027068,23.619710911415794,22.222914784387285,16.112439621283052,6.110475163104233,67.6333450767964
2019-02-06,7034.93994140625,6969.830078125,7023.89013671875,6997.6201171875,2167130000,6997.6201171875,6674.91359375,,,136.01381807796315,109.01430562567344,26.999512452289707,102.39870055056963,77.55261060032586,24.846089950243766,24.029480424230314,17.54243501815563,6.487045406074685,66.00083100848816
2019-02-07,6954.77001953125,6854.35009765625,6934.330078125,6904.97998046875,2295080000,6904.97998046875,6696.67798828125,,,131.14654031990904,112.36802888608447,18.778511433824562,107.07623417544073,82.92649254181146,24.149741633629276,25.545088727523762,18.99955084564307,6.545537881880691,58.708131157316835
2019-02-08,6914.56005859375,6836.7001953125,6843.330078125,6913.1298828125,2086260000,6913.1298828125,6727.31798828125,,,126.48873325689055,115.62992731070244,10.858805946188113,111.6205202235351,88.42386862945276,23.19665159408234,27.07235957965713,20.51613129405875,6.556228285598383,56.343538078966624
2019-02-11,6958.330078125,6893.7998046875,6941.259765625,6909.18017578125,1897800000,6909.18017578125,6746.7783984375,,,121.08291082887717,119.31762754681182,1.7652832820653543,115.8236387377101,94.15359407748889,21.67004466022121,28.575128068217964,22.111652176156692,6.463475892061272,64.92181607533027
2019-02-12,7021.759765625,6948.330078125,6960.5498046875,7014.669921875,2124330000,7014.669921875,6767.8351953125,,,123.88285407561762,122.67973483715225,1.2031192384653622,121.61705694689044,99.96620689560001,21.650850051290433,30.379629096753888,23.762402144854704,6.617226951899184,68.29515859900366
2019-02-13,7062.580078125,7009.72998046875,7038.31982421875,7015.8798828125,2093800000,7015.8798828125,6786.39638671875,,,124.76129248815596,124.88228823481131,-0.12099574665535329,127.0952990058986,105.66463133765723,21.43066766824137,32.17271137571515,25.435562159538676,6.737149216176476,66.84372217649134
2019-02-14,7047.8798828125,6969.68994140625,6986.509765625,7022.419921875,2103370000,7022.419921875,6803.2655859375,,,124.54945911848608,126.48683225139202,-1.9373731329059325,132.3639918583376,111.32514435169327,21.038847506644345,33.97032195801239,27.14346033032618,6.82686162768621,63.79677004790931
2019-02-15,7073.990234375,7022.2998046875,7066.3798828125,7055.18017578125,2257750000,7055.18017578125,6820.6351953125,,,125.57747933569863,127.14649875839172,-1.5690194226930885,137.88983354014817,116.84611385669076,21.04371968345741,35.85051783250128,28.868683538555462,6.98183429394582,72.54099443981694
2019-02-19,7089.10009765625,7032.77978515625,7033.3701171875,7066.60986328125,2120790000,7066.60986328125,6839.24359375,,,125.8635958382365,126.59629814887052,-0.7327023106340107,143.2841243618359,122.12993326670737,21.154191095128525,37.749053320011626,30.593810042513724,7.1552432774979025,79.2552620504759
2019-02-20,7096.14990234375,7027.3701171875,7070.240234375,7062.33984375,2181760000,7062.33984375,6860.0955859375,,,124.31278987803671,125.29618390443426,-0.9833940263975478,148.27536553466052,127.22734048716191,21.048025047498612,39.61897830556882,32.32597647377356,7.293001831795259,72.29536029629477
2019-02-21,7063.06982421875,7001.7998046875,7047.080078125,7035.16015625,2119080000,7035.16015625,6874.71638671875,,,119.51292079380073,124.00355951264444,-4.490638718843712,152.47885431631858,132.27207605837054,20.20677825794803,41.39224178258155,34.086771257668865,7.3054705249126854,62.861899998238094
2019-02-22,7094.2900390625,7050.009765625,7055.2001953125,7090.6298828125,2417680000,7090.6298828125,6891.5991796875,,,118.81530444738928,123.15095631158874,-4.335651864199463,157.37794071585358,137.35623389085038,20.021706825003207,43.315841537815686,35.89160258635315,7.424238951462534,70.56543809478461
2019-02-25,7161.72998046875,7111.77978515625,7144.33984375,7115.43017578125,2363140000,7115.43017578125,6907.47837890625,,,118.89308931939013,122.90764281053463,-4.014553491144497,162.39977475910382,142.5313601154497,19.86841464365412,45.29715966421827,37.74960609701985,7.54755356719842,66.77678965665864
2019-02-26,7144.64990234375,7087.14013671875,7098.97021484375,7123.22021484375,2257710000,7123.22021484375,6921.02279296875,,,118.22055249965433,122.27849819098316,-4.057945691328825,167.2379909113879,147.60035277817164,19.637638133216257,47.28502185071011,39.627983069681655,7.657038781028454,62.23077863049016
2019-02-27,7125.77978515625,7045.41015625,7095.75,7117.0,2423360000,7117.0,6939.830390625,,,115.85019394965184,121.28837613114936,-5.438182181497524,171.653443432132,152.5512577144198,19.102185717712217,49.237605569929656,41.524082424594376,7.71352314533528,65.38799473325126
2019-02-28,7125.919921875,7081.919921875,7093.2001953125,7097.52978515625,2647080000,7097.52978515625,6957.38119140625,,,111.11966576539453,119.79617686969475,-8.676511104300218,175.43188984478638,157.3365797129141,18.09531013187228,51.11569206536478,43.42912354763353,7.686568517731253,80.58973014400388
2019-03-01,7159.9599609375,7101.06982421875,7152.080078125,7151.56982421875,2463190000,7151.56982421875,6975.3419921875,,,110.45797681957629,118.11623214568115,-7.6582553261048645,179.88960897331708,162.00322142771063,17.886387545606453,53.13886967147482,45.350051529741705,7.788818141733117,83.0597563601061
2019-03-04,7205.93994140625,7073.39990234375,7193.8798828125,7150.830078125,2569590000,7150.830078125,6989.880390625,,,108.6217681073158,116.20047350891218,-7.57870540159638,184.032341722439,166.53080113444432,17.501540587994697,55.14272838767738,47.282682092815676,7.860046294861704,83.8057310700502
2019-03-05,7178.2998046875,7120.68994140625,7156.66015625,7156.7900390625,2142610000,7156.7900390625,7008.2683984375,,,106.42072661999009,114.21246648024034,-7.791739860250246,187.99037001901252,170.94357941048344,17.04679060852908,57.1473567627836,49.230279699172875,7.917077063610726,77.55548739155297
2019-03-06,7162.240234375,7104.5498046875,7156.240234375,7112.47021484375,2242810000,7112.47021484375,7027.45560546875,,,99.94800754984863,112.03858723091233,-12.090579681063701,190.889608724372,175.21144101137827,15.67816771299374,59.00291921819007,51.18702163646271,7.815897581727363,66.04545225955385
2019-03-07,7097.91015625,7001.81005859375,7089.6298828125,7026.8798828125,2440840000,7026.8798828125,7036.21439453125,,,86.9100614775898,108.49356023426793,-21.583498756678125,192.05590841993126,179.06454853405356,12.9913598858777,60.58763574135719,53.106109881300654,7.481525860056536,50.586775139338215
2019-03-08,7018.919921875,6940.72021484375,6940.89990234375,7015.68994140625,2245430000,7015.68994140625,7040.5683984375,,,74.81207351418107,103.59566958924471,-28.78359607506364,192.87456585358723,182.4506364334406,10.423929420146635,62.12533868722676,54.97590755052382,7.149431136702937,44.49183132510427
2019-03-11,7166.93017578125,7049.56005859375,7050.0498046875,7164.02001953125,2216950000,7164.02001953125,7052.1083984375,,,76.31363249852802,98.93934514467512,-22.625712646147093,196.1564472703867,185.66379825110712,10.492649019279582,64.09165187975668,56.84331088708455,7.248340992672134,59.83205817935217
2019-03-12,7219.41015625,7166.9501953125,7176.22998046875,7201.27978515625,2161400000,7201.27978515625,7061.76119140625,,,79.59268557032556,94.91073310252776,-15.3180475322022,199.83685533717107,188.79528846277813,11.041566874392942,66.15216436376431,58.72270630862173,7.429458055142582,63.14823012325325
2019-03-13,7292.85986328125,7229.8798828125,7231.0498046875,7256.97998046875,2366350000,7256.97998046875,7071.09958984375,,,85.69802551680277,92.08610640823979,-6.3880808914370135,204.21806741559703,191.99375263731267,12.224314778284366,68.36102556945934,60.63885447574335,7.722171093715993,69.91629043981935
2019-03-14,7267.93994140625,7240.9599609375,7257.31005859375,7243.009765625,2176510000,7243.009765625,7080.91517578125,,,88.39036274640057,89.63414928899803,-1.2437865425974621,208.043959391709,195.12201379491177,12.92194559679723,70.50943218316479,62.568916977042235,7.940515206122555,64.78323069635243
2019-03-15,7331.2998046875,7265.6298828125,7274.14013671875,7306.990234375,3447190000,7306.990234375,7096.9955859375,,,94.59630124256455,88.07576408180346,6.520537160761094,212.7046969236353,198.30783103948912,14.396865884146195,72.83008472400434,64.53417879218968,8.295905931814659,67.27132330346444
2019-03-18,7348.68994140625,7293.85009765625,7311.6298828125,7326.27978515625,2274490000,7326.27978515625,7113.52158203125,,,99.91925082475791,87.3533778823332,12.565872942424704,217.3752752839364,201.57282051336955,15.80245477056684,75.18840760908006,66.53873999733372,8.649667611746338,67.93620589118187
2019-03-19,7390.2900390625,7321.93017578125,7357.580078125,7349.27978515625,2433160000,7349.27978515625,7131.12556640625,,,104.78572983274717,87.89090258043305,16.894827252314116,222.117894580535,205.04263005294322,17.07526452759177,77.59511746232147,68.60453980223721,8.990577660084256,69.92653668516165
2019-03-20,7422.75,7318.419921875,7348.990234375,7380.75,2424400000,7380.75,7145.76876953125,,,109.91480340394628,90.44698501669488,19.4678183872514,227.0751507394907,208.93365697733873,18.14149376215198,80.0750245502104,70.76980522544312,9.305219324767279,73.80640649202574
2019-03-21,7505.41015625,7356.93994140625,7356.93994140625,7493.27001953125,2483580000,7493.27001953125,7164.864375,,,121.65667396046774,95.65194062183784,26.004733338629904,233.6543246547999,213.46474128858458,20.189583366215317,82.86897722972117,73.07465395238695,9.794323277334215,76.15104633781765
2019-03-22,7482.35009765625,7323.52001953125,7458.43994140625,7326.06005859375,2490730000,7326.06005859375,7177.00998046875,,,116.13105800876383,100.07609901186404,16.054958996899785,236.87420712752464,217.98893682826656,18.88527029925808,85.14098363250923,75.41346859158168,9.727515040927557,60.687485072346625
2019-03-25,7342.509765625,7265.27978515625,7299.93017578125,7316.9599609375,2130230000,7316.9599609375,7187.481171875,,,109.75250714514914,103.42719029795555,6.325316847193591,239.66297136222875,222.41406083105073,17.248910531178012,87.36629650521718,77.77059438507644,9.595702120140743,59.73167782351803
2019-03-26,7417.259765625,7314.3798828125,7378.22998046875,7351.14990234375,2068900000,7351.14990234375,7198.8627734375,,,106.23172892093407,105.70871289841459,0.5230160225194851,242.79815150260583,226.70073684071838,16.097414661887456,89.67423791455349,80.1387290900869,9.53550882446659,64.6825454038649
2019-03-27,7376.990234375,7252.06005859375,7364.47021484375,7308.18994140625,2221650000,7308.18994140625,7208.69677734375,,,98.8356610189594,106.86930159536557,-8.033640576406171,244.91006101470248,230.79697035438434,14.113090660318136,91.83425060634727,82.5081533593294,9.32609724701787,68.26284513687553
2019-03-28,7346.0400390625,7277.68994140625,7325.06005859375,7320.47021484375,1902060000,7320.47021484375,7220.1091796875,,,92.89431155779494,106.68019163039116,-13.785880072596228,247.01409572046487,234.60912577625427,12.404969944210592,94.01208001776558,84.86170839196954,9.15037162579604,69.75857558710057
2019-03-29,7381.68994140625,7333.169921875,7377.77001953125,7378.77001953125,2233470000,7378.77001953125,7231.63478515625,,,91.8314801708957,105.7815504466287,-13.950070275732998,249.9158257190802,238.22474249127026,11.69108322780994,96.34465931146315,87.21240302556765,9.132256285895494,65.76191977981021
2019-04-01,7481.83984375,7422.43994140625,7450.81005859375,7478.419921875,2198050000,7478.419921875,7246.154375,,,97.90154488184726,105.01664100763982,-7.115096125792562,254.3003070161276,241.800566095225,12.499740920902582,98.9539002419624,89.58560111219442,9.368299129767976,68.63451165020176
2019-04-02,7507.0498046875,7461.509765625,7473.509765625,7499.64013671875,2110100000,7499.64013671875,7261.211171875,,,103.23438713714404,104.27437253355068,-1.0399853964066352,258.72076953669966,245.31674596158155,13.404023575118117,101.60385925016817,91.97769385663418,9.626165393533995,67.10945246226727
2019-04-03,7589.68994140625,7520.39990234375,7538.169921875,7544.97021484375,2487210000,7544.97021484375,7278.32998046875,,,109.85215425725346,102.96275923319354,6.889395024059922,263.59568733214746,248.64356403684238,14.952123295305086,104.36600110389463,94.36625206487568,9.999749039018951,70.38894328885723
2019-04-04,7571.1298828125,7496.2998046875,7542.16015625,7540.56982421875,2094200000,7540.56982421875,7296.05158203125,,,113.4341098227842,102.66309832364024,10.771011499143953,268.0297458860614,252.10529056556868,15.924455320492712,107.09121510549721,96.80516667298545,10.286048432511762,67.15175418153136
2019-04-05,7581.89990234375,7554.91015625,7564.27001953125,7578.83984375,2148730000,7578.83984375,7313.1423828125,,,118.0006679085509,103.57956063068488,14.421107277866014,272.7892632687017,255.78598966628792,17.00327360241377,109.90689116697013,99.309677190958,10.597213976012128,68.0425590398194
2019-04-08,7602.080078125,7536.419921875,7565.06005859375,7599.740234375,2069190000,7599.740234375,7331.0987890625,,,121.90098625456812,105.32058922331089,16.580397031257235,277.55206947990064,259.6475361082096,17.90453337169106,112.76050764555293,101.87481827218016,10.88568937337277,67.94640251851345
2019-04-09,7596.75,7555.6201171875,7571.8798828125,7568.490234375,2067570000,7568.490234375,7347.566796875,,,121.07472870509991,107.79159674399317,13.283131961106747,281.4019643360525,263.702192032804,17.699772303248494,115.49634314300329,104.50393966514194,10.992403477861345,63.456517569782854
2019-04-10,7613.41015625,7573.27978515625,7581.39013671875,7611.490234375,1998280000,7611.490234375,7367.52759765625,,,122.4778063662834,111.07865172271411,11.39915464356929,285.6812712929832,267.9985448741949,17.682726418788263,118.33652781170986,107.20665608669131,11.129871725018546,59.41152278411437
2019-04-11,7621.39990234375,7580.7099609375,7621.39990234375,7594.89013671875,1956840000,7594.89013671875,7390.2480078125,,,120.85710094459046,114.30372069756908,6.55338024702138,289.32325183260855,272.37714777569806,16.946104056910485,121.10260814941284,109.95753929090795,11.1450688585049,78.15262522754699
2019-04-12,7630.52001953125,7596.56005859375,7624.14990234375,7628.14990234375,1955290000,7628.14990234375,7414.74640625,,,120.86322927153014,116.8550189630894,4.008210308440738,293.22992034309027,276.70266036758284,16.527259975507434,123.94369400076175,112.73418304188564,11.209510958876109,81.0190606629618
2019-04-15,7636.7998046875,7578.5400390625,7630.60009765625,7629.1201171875,1816920000,7629.1201171875,7433.35041015625,,,119.56806798505568,118.66987239063513,0.8981955944205424,296.82103089621705,280.93602274086254,15.885008155354512,126.76293673582586,115.52963609584761,11.233300639978253,79.67287454457319
2019-04-16,7670.39990234375,7631.64013671875,7651.18994140625,7654.72998046875,2095330000,7654.72998046875,7451.48841796875,,,119.23369347267544,119.71226563679313,-0.47857216411769343,300.5414712861111,285.0411098468585,15.500361439252629,129.6338830541681,118.33717853476689,11.296704519401217,88.41557941047836
2019-04-17,7715.06982421875,7659.85009765625,7705.31982421875,7680.72021484375,2290690000,7680.72021484375,7468.43802734375,7062.58173828125,1.0574657121294102,119.68622565986698,120.40694517424679,-0.7207195143798089,304.3898931025087,289.0811262042415,15.308766898267208,132.55720736555577,121.16673323032894,11.390474135226825,88.75731501034869
2019-04-18,7694.18017578125,7647.39990234375,7688.93017578125,7689.72021484375,2089360000,7689.72021484375,7486.3064453125,7080.71173828125,1.0572816295907708,119.39477679615811,120.5618461617587,-1.1670693656005824,308.06062002932504,293.0001658443108,15.060454185014237,135.48182482600896,124.00839252577771,11.473432300231252,87.42319391098721
2019-04-22,7715.330078125,7653.89013671875,7658.3701171875,7713.490234375,1776060000,7713.490234375,7502.5664453125,7098.746673177084,1.0568860660518098,119.7019933265592,120.31751361420214,-0.6155202876429371,311.81903110356507,296.8076060247179,15.01142507884714,138.45168849505444,126.86296817572232,11.588720319332126,84.61280739443404
2019-04-23,7819.33984375,7719.08984375,7724.169921875,7810.7099609375,2075070000,7810.7099609375,7521.94365234375,7120.927740885417,1.056315121575503,126.33398454110102,120.90187537375783,5.432109167343185,316.94589285808706,300.7569314160551,16.18896144203194,141.68522248659065,129.77284365834313,11.912378828247512,87.42681435196555
2019-04-24,7827.0498046875,7783.58984375,7813.02001953125,7784.41015625,2022490000,7784.41015625,7539.3488671875,7139.08427734375,1.0560666570520831,127.99229540886245,121.51459637848883,6.477699030373614,321.20953803215616,304.70451660929655,16.505021422859613,144.81224116347494,132.71458958631703,12.097651577157905,80.19110593942975
2019-04-25,7851.97021484375,7778.22998046875,7850.7099609375,7816.919921875,2063270000,7816.919921875,7556.7956640625,7156.799876302083,1.0558903133626665,130.42631177495696,122.57784202630734,7.84846974864962,325.67920796773524,308.7440672909773,16.935140676757953,148.00877563117047,135.70416375095678,12.304611880213685,82.53858014931878
2019-04-26,7826.89013671875,7742.60009765625,7791.14990234375,7826.68017578125,1971270000,7826.68017578125,7570.1320703125,7173.797610677083,1.0552475106135606,131.6255606722525,123.77365662638759,7.851904045864913,329.9443032742911,312.82344317222186,17.12086010206923,151.20643969545654,138.73335771703398,12.473081978422556,81.28190115802514
2019-04-29,7851.85009765625,7812.97021484375,7825.64013671875,7839.0400390625,1761110000,7839.0400390625,7590.65126953125,7190.3089453125,1.055678042106903,132.05110875186165,125.1606611560327,6.890447595828945,334.0579616430159,316.96087992186614,17.097081721149777,154.41292399280883,141.8055785233654,12.60734546944343,80.86945895964243
2019-04-30,7792.31982421875,7726.06982421875,7769.2998046875,7781.4599609375,2115770000,7781.4599609375,7609.23126953125,7205.782545572917,1.0559895780099837,126.28637684127716,125.9442926414329,0.3420841998442654,336.799997816247,320.98960509188123,15.810392724365784,157.4197363675994,144.8928955581911,12.526840809408299,75.72535058414964
2019-05-01,7851.02978515625,7749.740234375,7828.14013671875,7751.85009765625,2247420000,7751.85009765625,7625.25927734375,7221.121881510417,1.0559660122713233,117.96864762574842,125.75345063764195,-7.78480301189353,338.7242947082277,324.8045386036278,13.919756104599912,160.3117818361361,147.97673716603336,12.335044670102747,67.5213487666173
2019-05-02,7791.509765625,7672.5400390625,7751.64013671875,7724.06005859375,2158600000,7724.06005859375,7641.89408203125,7236.895481770834,1.0559630301806315,107.89066694619305,124.47521620986805,-16.584549263675,339.9006582418633,328.34232062724317,11.558337614620143,163.09536935209326,151.04490878004273,12.050460572050525,65.6862605577179
2019-05-03,7847.52001953125,7772.43994140625,7784.2900390625,7845.72998046875,2046040000,7845.72998046875,7662.90447265625,7252.5766796875,1.0565768293243927,108.47115258105896,123.22734501592358,-14.756192434864616,342.98256154358205,331.8049351205784,11.17762642300363,166.21662954907697,154.12990223048968,12.086727318587293,71.75193256570918
2019-05-06,7804.5400390625,7662.919921875,7662.919921875,7794.08984375,1966120000,7794.08984375,7679.517265625,7267.583743489583,1.0566809460578193,103.57036942191007,120.69805444712458,-17.127685025214504,344.84150493522156,334.90444757359336,9.937057361628206,169.15643669520614,157.1822593647803,11.974177330425846,64.9752051756204
2019-05-07,7743.06005859375,7572.60986328125,7713.490234375,7640.14990234375,2372660000,7640.14990234375,7685.98646484375,7279.873072916666,1.0557857792106222,86.27032610046172,116.0622800795245,-29.791953979062782,343.74245104173406,337.40810457465756,6.3343464670765,171.6114298667053,160.15994699847255,11.451482868232745,48.92657731303537
2019-05-08,7678.81982421875,7593.75,7623.31982421875,7617.5498046875,2175100000,7617.5498046875,7690.7028515625,7290.978938802084,1.0548244503400104,69.93016669255485,109.34048618147982,-39.41031948892497,342.1276490570808,339.2357091401404,2.89193991694043,173.97680176218637,163.0452832352521,10.93151852693427,45.32590042162385
2019-05-09,7605.02978515625,7472.7099609375,7525.81005859375,7582.75,2520770000,7582.75,7692.21404296875,7303.458138020834,1.053229018035183,53.55506972618787,100.66598718747264,-47.11091746128477,339.8086975919732,340.3317529532162,-0.5230553612429958,176.21689641503053,165.8242228707603,10.392673544270224,42.37614431785675
2019-05-10,7623.009765625,7426.75,7556.0400390625,7586.52978515625,2387720000,7586.52978515625,7694.05244140625,7315.828404947917,1.0516994133162731,40.4167849390642,90.48439565271737,-50.06761071365317,337.49614541209303,340.71377337200255,-3.217627959909521,178.4476371113269,168.49474655059566,9.952890560731248,40.68602762651406
2019-05-13,7433.919921875,7303.64013671875,7385.5498046875,7324.1298828125,2478860000,7324.1298828125,7683.86404296875,7324.116139322917,1.049118268580472,8.730480888238162,77.42262943571303,-68.69214854747487,330.5274549414571,340.01682416369255,-9.489369222235439,179.8760262613614,170.98988987212476,8.88613638923664,21.267419477983672
2019-05-14,7449.02978515625,7337.93994140625,7366.64013671875,7401.8798828125,2084850000,7401.8798828125,7675.94962890625,7332.309602864583,1.0468665461026652,-9.992184460852513,63.204759203868484,-73.196943664721,325.08685764552683,338.501553378948,-13.414695733421183,181.52195655877404,173.34657595241788,8.175380606356157,28.70547955631229
2019-05-15,7524.22021484375,7353.89990234375,7354.81982421875,7503.25,2001530000,7503.25,7673.34001953125,7343.058404947917,1.0449787535886657,-16.460563241212185,49.38795584971235,-65.84851909092453,321.5182283070653,336.45906116397043,-14.940832856905104,183.4540179599744,175.60864801996024,7.845369940014166,33.78212164696307
2019-05-16,7627.02978515625,7502.759765625,7509.91015625,7580.14013671875,2163120000,7580.14013671875,7672.086015625,7355.689739583333,1.043013814780555,-15.2071104876768,35.645926619852816,-50.853037107529616,319.30545247579994,333.82827126755024,-14.522818791750296,185.5969348195058,177.7620152722301,7.834919547275717,38.0804060434372
2019-05-17,7605.669921875,7496.919921875,7513.14990234375,7503.68017578125,2134120000,7503.68017578125,7668.4376171875,7364.966673177083,1.041204659501807,-20.151130308408938,21.89909331648404,-42.05022362489298,315.69851301979816,330.5901610547254,-14.891648034927243,187.49208847550653,179.7993099144857,7.692778561020845,34.73249404141864
2019-05-20,7424.58984375,7351.919921875,7391.72998046875,7376.7001953125,2122410000,7376.7001953125,7658.37962890625,7371.231477864583,1.038955248102567,-33.92446473175096,8.544116557349298,-42.46858128910026,309.8804167217959,326.8277127969545,-16.94729607515859,188.99093899615855,181.73036648442496,7.260572511733585,32.66820216374621
2019-05-21,7472.7099609375,7417.06982421875,7442.31005859375,7451.02001953125,1993210000,7451.02001953125,7651.255625,7378.904811197916,1.036909381645468,-38.40028817724033,-3.4926006504057217,-34.90768752683461,305.4859382835075,322.7564115998908,-17.27047331638329,190.69641185765795,183.58810093947736,7.108310918180592,37.59350681883902
2019-05-22,7458.10986328125,7410.7099609375,7413.83984375,7420.66015625,1881830000,7420.66015625,7641.89283203125,7385.04748046875,1.0347791063282639,-43.89124677175823,-14.31996915017751,-29.571277621580723,300.6156216765339,318.4016253870642,-17.78600371053028,192.29493486465617,185.37454965610243,6.920385208553739,37.513990829651675
