20200323 11:12:41 UTC
China,80880.0,81093.0,1844.830
DiamondPrincess,696.0,712.0,213.480
S.Korea,8236.0,8961.0,57.511
Qatar,439.0,494.0,41.106
Japan,895.0,1101.0,23.423
Jamaica,15.0,19.0,20.526
Bahrain,227.0,337.0,12.279
Palestine,39.0,59.0,11.721
Kuwait,123.0,189.0,11.295
Iran,14991.0,23049.0,11.279
UAE,98.0,153.0,10.892
Denmark,914.0,1450.0,10.514
SanMarino,109.0,175.0,10.248
Slovenia,253.0,414.0,9.852
Georgia,33.0,54.0,9.852
FrenchGuiana,11.0,18.0,9.852
Brunei,54.0,91.0,9.297
Estonia,205.0,352.0,8.975
Sweden,1121.0,1934.0,8.897
Albania,51.0,89.0,8.714
Iraq,133.0,233.0,8.654
Greece,352.0,624.0,8.475
Norway,1334.0,2415.0,8.175
Singapore,243.0,455.0,7.736
Afghanistan,21.0,40.0,7.530
Total:,181728.0,349161.0,7.430
Vietnam,61.0,121.0,7.084
Cyprus,46.0,95.0,6.690
Italy,27980.0,59138.0,6.483
Egypt,150.0,327.0,6.226
Macao,11.0,24.0,6.219
Ethiopia,5.0,11.0,6.154
Belarus,36.0,81.0,5.983
HongKong,155.0,356.0,5.835
Lebanon,109.0,256.0,5.683
Guatemala,8.0,19.0,5.609
France,6633.0,16018.0,5.503
Bolivia,11.0,27.0,5.404
Finland,278.0,686.0,5.372
Slovakia,72.0,186.0,5.112
Azerbaijan,25.0,65.0,5.078
Malaysia,566.0,1518.0,4.918
Guyana,7.0,19.0,4.859
Paraguay,8.0,22.0,4.796
Senegal,24.0,67.0,4.726
Iceland,198.0,568.0,4.604
Taiwan,67.0,195.0,4.542
Martinique,15.0,44.0,4.509
Netherlands,1413.0,4204.0,4.450
Malta,30.0,90.0,4.417
Oman,22.0,66.0,4.417
Bulgaria,62.0,190.0,4.333
SriLanka,28.0,87.0,4.280
Moldova,29.0,94.0,4.126
Philippines,142.0,462.0,4.113
India,129.0,425.0,4.070
Algeria,60.0,201.0,4.013
Czechia,344.0,1165.0,3.978
Spain,9682.0,33089.0,3.948
Romania,168.0,576.0,3.938
Switzerland,2353.0,8234.0,3.874
Belgium,1058.0,3743.0,3.840
Germany,7241.0,26220.0,3.771
Canada,406.0,1470.0,3.771
Poland,177.0,649.0,3.734
UK,1543.0,5683.0,3.722
Austria,1018.0,3759.0,3.714
Tunisia,20.0,75.0,3.671
Rwanda,5.0,19.0,3.634
CostaRica,35.0,134.0,3.614
Monaco,6.0,23.0,3.611
SaudiArabia,133.0,511.0,3.605
Jordan,29.0,112.0,3.591
Serbia,57.0,222.0,3.569
Ghana,6.0,24.0,3.500
Chile,156.0,632.0,3.468
Bangladesh,8.0,33.0,3.424
Israel,298.0,1238.0,3.407
Morocco,29.0,122.0,3.377
Peru,86.0,363.0,3.369
SouthAfrica,64.0,274.0,3.336
Hungary,39.0,167.0,3.336
Armenia,45.0,194.0,3.321
Indonesia,134.0,579.0,3.315
Honduras,6.0,26.0,3.309
Colombia,54.0,235.0,3.299
Pakistan,184.0,804.0,3.290
Venezuela,17.0,77.0,3.212
Australia,375.0,1709.0,3.199
PuertoRico,5.0,23.0,3.179
Russia,93.0,438.0,3.131
Argentina,56.0,266.0,3.114
Portugal,331.0,1600.0,3.079
Thailand,147.0,721.0,3.051
BurkinaFaso,15.0,75.0,3.015
Gibraltar,3.0,15.0,3.015
Kenya,3.0,15.0,3.015
BosniaandHerzegovina,25.0,128.0,2.971
Latvia,34.0,180.0,2.911
Ireland,170.0,906.0,2.900
Croatia,57.0,306.0,2.887
Panama,55.0,313.0,2.790
Uzbekistan,8.0,46.0,2.774
ChannelIslands,6.0,35.0,2.751
Mexico,53.0,316.0,2.718
FrenchPolynesia,3.0,18.0,2.708
NorthMacedonia,19.0,115.0,2.695
Kazakhstan,10.0,62.0,2.659
IvoryCoast,4.0,25.0,2.648
FaeroeIslands,18.0,118.0,2.580
Liechtenstein,7.0,46.0,2.577
Brazil,234.0,1604.0,2.521
Réunion,9.0,64.0,2.473
Cambodia,12.0,86.0,2.464
USA,4411.0,35070.0,2.340
Andorra,14.0,113.0,2.323
Cuba,4.0,35.0,2.237
Lithuania,17.0,154.0,2.202
DominicanRepublic,21.0,202.0,2.143
Guadeloupe,6.0,58.0,2.139
Guam,3.0,29.0,2.139
Luxembourg,81.0,798.0,2.121
Ukraine,7.0,73.0,2.069
Tanzania,1.0,12.0,1.953
TrinidadandTobago,4.0,50.0,1.921
NewZealand,8.0,102.0,1.906
Ecuador,58.0,789.0,1.859
Cameroon,4.0,56.0,1.839
DRC,2.0,30.0,1.792
Togo,1.0,16.0,1.750
Nigeria,2.0,36.0,1.679
Uruguay,8.0,158.0,1.626
Mayotte,1.0,21.0,1.594
Turkey,18.0,1236.0,1.147
